Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
2.066153e-11	9.731638736272399e-06	0.1	2.066153e-11	1.013048e-117	0.1	2.066153e-11	1.013048e-117	0.1	2.066153e-11	1.797918e-10	0.1	2.066153e-11	1.013048e-117	0.1	2.066153e-11	1.855848e-08	0.1	2.066153e-11	1.013048e-117	0.1	2.066153e-11	2.494292e-08	0.1	2.066153e-11	1.132797e-07	0.1	2.066153e-11	8.813581e-08	0.1	2.066153e-11	6.53866e-10	0.1	2.066153e-11	2.245625e-08	0.1	2.066153e-11	5.584002e-11	0.1
4.419384e-11	9.434864932878e-06	0.1	4.419384e-11	2.180831e-117	0.1	4.419384e-11	2.180831e-117	0.1	4.419384e-11	3.785788e-10	0.1	4.419384e-11	2.180831e-117	0.1	4.419384e-11	3.903732e-08	0.1	4.419384e-11	2.180831e-117	0.1	4.419384e-11	5.254645e-08	0.1	4.419384e-11	2.38626e-07	0.1	4.419384e-11	1.856508e-07	0.1	4.419384e-11	1.37744e-09	0.1	4.419384e-11	4.730224e-08	0.1	4.419384e-11	1.176163e-10	0.1
9.876812e-11	8.7810065297456e-06	0.1	9.876812e-11	4.943242e-117	0.1	9.876812e-11	4.943242e-117	0.1	9.876812e-11	8.160933e-10	0.1	9.876812e-11	4.943242e-117	0.1	9.876812e-11	8.394727e-08	0.1	9.876812e-11	4.943242e-117	0.1	9.876812e-11	1.134022e-07	0.1	9.876812e-11	5.149016e-07	0.1	9.876812e-11	4.005471e-07	0.1	9.876812e-11	2.9725e-09	0.1	9.876812e-11	1.02056e-07	0.1	9.876812e-11	2.537299e-10	0.1
1.970018e-10	7.7162316324675e-06	0.1	1.970018e-10	1.008802e-116	0.1	1.970018e-10	1.008802e-116	0.1	1.970018e-10	1.526989e-09	0.1	1.970018e-10	1.008802e-116	0.1	1.970018e-10	1.563664e-07	0.1	1.970018e-10	1.008802e-116	0.1	1.970018e-10	2.126357e-07	0.1	1.970018e-10	9.65176e-07	0.1	1.970018e-10	7.50661e-07	0.1	1.970018e-10	5.572943e-09	0.1	1.970018e-10	1.91262e-07	0.1	1.970018e-10	4.754061e-10	0.1
3.198335e-10	6.564773343848e-06	0.1	3.198335e-10	1.678601e-116	0.1	3.198335e-10	1.678601e-116	0.1	3.198335e-10	2.292958e-09	0.1	3.198335e-10	1.678601e-116	0.1	3.198335e-10	2.334273e-07	0.1	3.198335e-10	1.678601e-116	0.1	3.198335e-10	3.201819e-07	0.1	3.198335e-10	1.452762e-06	0.1	3.198335e-10	1.129568e-06	0.1	3.198335e-10	8.390332e-09	0.1	3.198335e-10	2.878045e-07	0.1	3.198335e-10	7.151673e-10	0.1
4.517873e-10	5.5187096332104e-06	0.1	4.517873e-10	2.424443e-116	0.1	4.517873e-10	2.424443e-116	0.1	4.517873e-10	2.985367e-09	0.1	4.517873e-10	2.424443e-116	0.1	4.517873e-10	3.019168e-07	0.1	4.517873e-10	2.424443e-116	0.1	4.517873e-10	4.181682e-07	0.1	4.517873e-10	1.89651e-06	0.1	4.517873e-10	1.474145e-06	0.1	4.517873e-10	1.095625e-08	0.1	4.517873e-10	3.756004e-07	0.1	4.517873e-10	9.330294e-10	0.1
6.051926e-10	4.5104968904685e-06	0.1	6.051926e-10	3.317526e-116	0.1	6.051926e-10	3.317526e-116	0.1	6.051926e-10	3.648259e-09	0.1	6.051926e-10	3.317526e-116	0.1	6.051926e-10	3.660028e-07	0.1	6.051926e-10	3.317526e-116	0.1	6.051926e-10	5.129699e-07	0.1	6.051926e-10	2.325206e-06	0.1	6.051926e-10	1.806698e-06	0.1	6.051926e-10	1.343753e-08	0.1	6.051926e-10	4.603334e-07	0.1	6.051926e-10	1.143067e-09	0.1
7.728988e-10	3.618084109728e-06	0.1	7.728988e-10	4.316562e-116	0.1	7.728988e-10	4.316562e-116	0.1	7.728988e-10	4.229553e-09	0.1	7.728988e-10	4.316562e-116	0.1	7.728988e-10	4.204242e-07	0.1	7.728988e-10	4.316562e-116	0.1	7.728988e-10	5.973156e-07	0.1	7.728988e-10	2.705863e-06	0.1	7.728988e-10	2.101587e-06	0.1	7.728988e-10	1.564376e-08	0.1	7.728988e-10	5.354705e-07	0.1	7.728988e-10	1.32905e-09	0.1
9.406051e-10	2.9025358171056e-06	0.1	9.406051e-10	5.330845e-116	0.1	9.406051e-10	5.330845e-116	0.1	9.406051e-10	4.689929e-09	0.1	9.406051e-10	5.330845e-116	0.1	9.406051e-10	4.617044e-07	0.1	9.406051e-10	5.330845e-116	0.1	9.406051e-10	6.65388e-07	0.1	9.406051e-10	3.012306e-06	0.1	9.406051e-10	2.338575e-06	0.1	9.406051e-10	1.742303e-08	0.1	9.406051e-10	5.958559e-07	0.1	9.406051e-10	1.478244e-09	0.1
1.108311e-09	2.3287939440552e-06	0.1	1.108311e-09	6.35343e-116	0.1	1.108311e-09	6.35343e-116	0.1	1.108311e-09	5.053328e-09	0.1	1.108311e-09	6.35343e-116	0.1	1.108311e-09	4.924921e-07	0.1	1.108311e-09	6.35343e-116	0.1	1.108311e-09	7.204052e-07	0.1	1.108311e-09	3.259223e-06	0.1	1.108311e-09	2.529129e-06	0.1	1.108311e-09	1.885991e-08	0.1	1.108311e-09	6.44411e-07	0.1	1.108311e-09	1.597942e-09	0.1
1.282855e-09	1.8520634031104e-06	0.1	1.282855e-09	7.420619e-116	0.1	1.282855e-09	7.420619e-116	0.1	1.282855e-09	5.349172e-09	0.1	1.282855e-09	7.420619e-116	0.1	1.282855e-09	5.156722e-07	0.1	1.282855e-09	7.420619e-116	0.1	1.282855e-09	7.665722e-07	0.1	1.282855e-09	3.46564e-06	0.1	1.282855e-09	2.688016e-06	0.1	1.282855e-09	2.006458e-08	0.1	1.282855e-09	6.848981e-07	0.1	1.282855e-09	1.697473e-09	0.1
1.484747e-09	1.4213674149260002e-06	0.1	1.484747e-09	8.652498e-116	0.1	1.484747e-09	8.652498e-116	0.1	1.484747e-09	5.608739e-09	0.1	1.484747e-09	8.652498e-116	0.1	1.484747e-09	5.336579e-07	0.1	1.484747e-09	8.652498e-116	0.1	1.484747e-09	8.088386e-07	0.1	1.484747e-09	3.653663e-06	0.1	1.484747e-09	2.83224e-06	0.1	1.484747e-09	2.116633e-08	0.1	1.484747e-09	7.216507e-07	0.1	1.484747e-09	1.787482e-09	0.1
1.686639e-09	1.0912089213864e-06	0.1	1.686639e-09	9.876229e-116	0.1	1.686639e-09	9.876229e-116	0.1	1.686639e-09	5.799456e-09	0.1	1.686639e-09	9.876229e-116	0.1	1.686639e-09	5.443609e-07	0.1	1.686639e-09	9.876229e-116	0.1	1.686639e-09	8.418205e-07	0.1	1.686639e-09	3.799401e-06	0.1	1.686639e-09	2.943506e-06	0.1	1.686639e-09	2.202507e-08	0.1	1.686639e-09	7.500065e-07	0.1	1.686639e-09	1.856572e-09	0.1
1.888532e-09	8.3811281081176e-07	0.1	1.888532e-09	1.108754e-115	0.1	1.888532e-09	1.108754e-115	0.1	1.888532e-09	5.937361e-09	0.1	1.888532e-09	1.108754e-115	0.1	1.888532e-09	5.495505e-07	0.1	1.888532e-09	1.108754e-115	0.1	1.888532e-09	8.676735e-07	0.1	1.888532e-09	3.912692e-06	0.1	1.888532e-09	3.029495e-06	0.1	1.888532e-09	2.269745e-08	0.1	1.888532e-09	7.719223e-07	0.1	1.888532e-09	1.909628e-09	0.1
2.090424e-09	6.440824910215201e-07	0.1	2.090424e-09	1.22833e-115	0.1	2.090424e-09	1.22833e-115	0.1	2.090424e-09	6.034751e-09	0.1	2.090424e-09	1.22833e-115	0.1	2.090424e-09	5.505815e-07	0.1	2.090424e-09	1.22833e-115	0.1	2.090424e-09	8.880498e-07	0.1	2.090424e-09	4.001077e-06	0.1	2.090424e-09	3.096093e-06	0.1	2.090424e-09	2.322686e-08	0.1	2.090424e-09	7.888978e-07	0.1	2.090424e-09	1.95039e-09	0.1
