Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
0.001662655	0.9896558	0.1	0.001662655	1.499971e-08	0.1	0.001662655	3.8523161e-06	0.1	0.001662655	0.004727844	0.1	0.001662655	6.00232115e-07	0.1	0.001662655	1.548474e-08	0.1	0.001662655	1.799116e-06	0.1
0.001835715	0.9885229	0.1	0.001835715	1.65472e-08	0.1	0.001835715	4.251531499999999e-06	0.1	0.001835715	0.005286226	0.1	0.001835715	6.622094419999999e-07	0.1	0.001835715	1.708225e-08	0.1	0.001835715	1.984685e-06	0.1
0.00202982	0.9872502	0.1	0.00202982	1.827966e-08	0.1	0.00202982	4.698515e-06	0.1	0.00202982	0.005915831	0.1	0.00202982	7.31598682e-07	0.1	0.00202982	1.887071e-08	0.1	0.00202982	2.192436e-06	0.1
0.002237955	0.9858844	0.1	0.002237955	2.013357e-08	0.1	0.002237955	5.1768786e-06	0.1	0.002237955	0.006593489	0.1	0.002237955	8.05855975e-07	0.1	0.002237955	2.078454e-08	0.1	0.002237955	2.41475e-06	0.1
0.00244609	0.9845184	0.1	0.00244609	2.19836e-08	0.1	0.00244609	5.6542731999999996e-06	0.1	0.00244609	0.007272678	0.1	0.00244609	8.799600810000001e-07	0.1	0.00244609	2.269436e-08	0.1	0.00244609	2.636599e-06	0.1
0.002662648	0.983098	0.1	0.002662648	2.390437e-08	0.1	0.002662648	6.1499514e-06	0.1	0.002662648	0.007980101	0.1	0.002662648	9.56900095e-07	0.1	0.002662648	2.467722e-08	0.1	0.002662648	2.86693e-06	0.1
0.002912894	0.9814584	0.1	0.002912894	2.611874e-08	0.1	0.002912894	6.7214188e-06	0.1	0.002912894	0.008797686	0.1	0.002912894	1.045602755e-06	0.1	0.002912894	2.696316e-08	0.1	0.002912894	3.13247e-06	0.1
0.00316314	0.9798214	0.1	0.00316314	2.832755e-08	0.1	0.00316314	7.2914707000000004e-06	0.1	0.00316314	0.009614722	0.1	0.00316314	1.1340836510000002e-06	0.1	0.00316314	2.924337e-08	0.1	0.00316314	3.397343e-06	0.1
0.003424088	0.9781177	0.1	0.003424088	3.062494e-08	0.1	0.003424088	7.8843923e-06	0.1	0.003424088	0.0104656	0.1	0.003424088	1.226113712e-06	0.1	0.003424088	3.161502e-08	0.1	0.003424088	3.672837e-06	0.1
0.003727845	0.9761392	0.1	0.003727845	3.329168e-08	0.1	0.003727845	8.5726495e-06	0.1	0.003727845	0.01145419	0.1	0.003727845	1.332940865e-06	0.1	0.003727845	3.436795e-08	0.1	0.003727845	3.992622e-06	0.1
0.004031602	0.9741661	0.1	0.004031602	3.595034e-08	0.1	0.004031602	9.2588302e-06	0.1	0.004031602	0.01244041	0.1	0.004031602	1.43944518e-06	0.1	0.004031602	3.711255e-08	0.1	0.004031602	4.31144e-06	0.1
0.004374939	0.9719425	0.1	0.004374939	3.894576e-08	0.1	0.004374939	1.00319305e-05	0.1	0.004374939	0.01355201	0.1	0.004374939	1.5594391670000001e-06	0.1	0.004374939	4.020479e-08	0.1	0.004374939	4.67064e-06	0.1
0.004744662	0.9695563	0.1	0.004744662	4.215998e-08	0.1	0.004744662	1.08615057e-05	0.1	0.004744662	0.01474514	0.1	0.004744662	1.6881989699999999e-06	0.1	0.004744662	4.35229e-08	0.1	0.004744662	5.056077e-06	0.1
0.005160832	0.9668804	0.1	0.005160832	4.576391e-08	0.1	0.005160832	1.17916647e-05	0.1	0.005160832	0.01608315	0.1	0.005160832	1.8325705e-06	0.1	0.005160832	4.724332e-08	0.1	0.005160832	5.488247e-06	0.1
0.005607966	0.9640176	0.1	0.005607966	4.961946e-08	0.1	0.005607966	1.278677e-05	0.1	0.005607966	0.01751472	0.1	0.005607966	1.98702232e-06	0.1	0.005607966	5.122349e-08	0.1	0.005607966	5.950591e-06	0.1
0.006130046	0.9606909	0.1	0.006130046	5.409976e-08	0.1	0.006130046	1.3943118899999999e-05	0.1	0.006130046	0.01917836	0.1	0.006130046	2.1665003799999996e-06	0.1	0.006130046	5.58486e-08	0.1	0.006130046	6.487852e-06	0.1
0.006714282	0.9569882	0.1	0.006714282	5.90862e-08	0.1	0.006714282	1.52301023e-05	0.1	0.006714282	0.02102998	0.1	0.006714282	2.36625567e-06	0.1	0.006714282	6.099621e-08	0.1	0.006714282	7.085807e-06	0.1
0.00736365	0.9528977	0.1	0.00736365	6.459501e-08	0.1	0.00736365	1.66519102e-05	0.1	0.00736365	0.02307561	0.1	0.00736365	2.5869359e-06	0.1	0.00736365	6.668309e-08	0.1	0.00736365	7.746404e-06	0.1
0.008167077	0.9478725	0.1	0.008167077	7.136242e-08	0.1	0.008167077	1.8398562e-05	0.1	0.008167077	0.02558862	0.1	0.008167077	2.8580356800000003e-06	0.1	0.008167077	7.366924e-08	0.1	0.008167077	8.557927e-06	0.1
