Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
9.826019e-12	9.730170092706e-06	0.1	9.826019e-12	2.213344e-08	0.1	9.826019e-12	3.5368e-09	0.1	9.826019e-12	3.163105e-08	0.1	9.826019e-12	5.333952e-08	0.1	9.826019e-12	6.528532e-08	0.1	9.826019e-12	5.637712e-08	0.1	9.826019e-12	4.839431e-08	0.1	9.826019e-12	3.245363e-12	0.1	9.826019e-12	4.140728e-12	0.1	9.826019e-12	7.906172e-14	0.1	9.826019e-12	8.851598e-14	0.1	9.826019e-12	1.566916e-14	0.1	9.826019e-12	2.028961e-15	0.1	9.826019e-12	6.034488e-16	0.1	9.826019e-12	7.455869e-14	0.1	9.826019e-12	5.308966e-16	0.1	9.826019e-12	1.826137e-16	0.1	9.826019e-12	3.961203e-23	0.1	9.826019e-12	7.23543e-22	0.1	9.826019e-12	1.503457e-22	0.1
2.10144e-11	9.431997356279998e-06	0.1	2.10144e-11	4.660747e-08	0.1	2.10144e-11	7.444946e-09	0.1	2.10144e-11	6.653287e-08	0.1	2.10144e-11	1.12415e-07	0.1	2.10144e-11	1.375727e-07	0.1	2.10144e-11	1.187282e-07	0.1	2.10144e-11	1.018066e-07	0.1	2.10144e-11	6.834079e-12	0.1	2.10144e-11	8.719586e-12	0.1	2.10144e-11	1.664407e-13	0.1	2.10144e-11	1.864614e-13	0.1	2.10144e-11	3.299661e-14	0.1	2.10144e-11	4.272597e-15	0.1	2.10144e-11	1.271619e-15	0.1	2.10144e-11	1.569985e-13	0.1	2.10144e-11	1.117812e-15	0.1	2.10144e-11	3.838495e-16	0.1	2.10144e-11	1.779907e-22	0.1	2.10144e-11	3.225306e-21	0.1	2.10144e-11	6.757471e-22	0.1
4.69709e-11	8.774964719663891e-06	0.1	4.69709e-11	1.005273e-07	0.1	4.69709e-11	1.604433e-08	0.1	4.69709e-11	1.431279e-07	0.1	4.69709e-11	2.429504e-07	0.1	4.69709e-11	2.972256e-07	0.1	4.69709e-11	2.561442e-07	0.1	4.69709e-11	2.19079e-07	0.1	4.69709e-11	1.474115e-11	0.1	4.69709e-11	1.880845e-11	0.1	4.69709e-11	3.587729e-13	0.1	4.69709e-11	4.02527e-13	0.1	4.69709e-11	7.117656e-14	0.1	4.69709e-11	9.216093e-15	0.1	4.69709e-11	2.747339e-15	0.1	4.69709e-11	3.386113e-13	0.1	4.69709e-11	2.410369e-15	0.1	4.69709e-11	8.244286e-16	0.1	4.69709e-11	8.535033e-22	0.1	4.69709e-11	1.518512e-20	0.1	4.69709e-11	3.242478e-21	0.1
9.369262e-11	7.70550261628425e-06	0.1	9.369262e-11	1.882647e-07	0.1	9.369262e-11	2.99997e-08	0.1	9.369262e-11	2.667444e-07	0.1	9.369262e-11	4.566605e-07	0.1	9.369262e-11	5.583396e-07	0.1	9.369262e-11	4.798982e-07	0.1	9.369262e-11	4.085242e-07	0.1	9.369262e-11	2.760932e-11	0.1	9.369262e-11	3.522795e-11	0.1	9.369262e-11	6.711255e-13	0.1	9.369262e-11	7.5505e-13	0.1	9.369262e-11	1.333188e-13	0.1	9.369262e-11	1.726145e-14	0.1	9.369262e-11	5.160985e-15	0.1	9.369262e-11	6.340758e-13	0.1	9.369262e-11	4.51184e-15	0.1	9.369262e-11	1.531897e-15	0.1	9.369262e-11	3.156006e-21	0.1	9.369262e-11	5.436445e-20	0.1	9.369262e-11	1.200381e-20	0.1
1.520901e-10	6.5501563392112006e-06	0.1	1.520901e-10	2.83003e-07	0.1	1.520901e-10	4.500164e-08	0.1	1.520901e-10	3.984425e-07	0.1	1.520901e-10	6.897055e-07	0.1	1.520901e-10	8.425897e-07	0.1	1.520901e-10	7.217526e-07	0.1	1.520901e-10	6.10654e-07	0.1	1.520901e-10	4.150724e-11	0.1	1.520901e-10	5.296246e-11	0.1	1.520901e-10	1.007321e-12	0.1	1.520901e-10	1.137355e-12	0.1	1.520901e-10	2.004462e-13	0.1	1.520901e-10	2.595092e-14	0.1	1.520901e-10	7.788804e-15	0.1	1.520901e-10	9.530137e-13	0.1	1.520901e-10	6.777813e-15	0.1	1.520901e-10	2.279331e-15	0.1	1.520901e-10	7.596477e-21	0.1	1.520901e-10	1.258314e-19	0.1	1.520901e-10	2.893509e-20	0.1
2.148106e-10	5.5014903676497e-06	0.1	2.148106e-10	3.689471e-07	0.1	2.148106e-10	5.852784e-08	0.1	2.148106e-10	5.157632e-07	0.1	2.148106e-10	9.038703e-07	0.1	2.148106e-10	1.103194e-06	0.1	2.148106e-10	9.414249e-07	0.1	2.148106e-10	7.910594e-07	0.1	2.148106e-10	5.41181e-11	0.1	2.148106e-10	6.905579e-11	0.1	2.148106e-10	1.310976e-12	0.1	2.148106e-10	1.48617e-12	0.1	2.148106e-10	2.613717e-13	0.1	2.148106e-10	3.383596e-14	0.1	2.148106e-10	1.019862e-14	0.1	2.148106e-10	1.242207e-12	0.1	2.148106e-10	8.829443e-15	0.1	2.148106e-10	2.937525e-15	0.1	2.148106e-10	1.376774e-20	0.1	2.148106e-10	2.190072e-19	0.1	2.148106e-10	5.252247e-20	0.1
2.877485e-10	4.491244475028959e-06	0.1	2.877485e-10	4.516944e-07	0.1	2.877485e-10	7.144229e-08	0.1	2.877485e-10	6.259962e-07	0.1	2.877485e-10	1.113549e-06	0.1	2.877485e-10	1.357523e-06	0.1	2.877485e-10	1.15323e-06	0.1	2.877485e-10	9.609747e-07	0.1	2.877485e-10	6.626302e-11	0.1	2.877485e-10	8.45559e-11	0.1	2.877485e-10	1.601615e-12	0.1	2.877485e-10	1.824543e-12	0.1	2.877485e-10	3.200644e-13	0.1	2.877485e-10	4.142997e-14	0.1	2.877485e-10	1.255144e-14	0.1	2.877485e-10	1.520449e-12	0.1	2.877485e-10	1.079948e-14	0.1	2.877485e-10	3.546187e-15	0.1	2.877485e-10	2.213502e-20	0.1	2.877485e-10	3.366081e-19	0.1	2.877485e-10	8.459211e-20	0.1
3.67498e-10	3.59770066519389e-06	0.1	3.67498e-10	5.248364e-07	0.1	3.67498e-10	8.272347e-08	0.1	3.67498e-10	7.201827e-07	0.1	3.67498e-10	1.303043e-06	0.1	3.67498e-10	1.586349e-06	0.1	3.67498e-10	1.340772e-06	0.1	3.67498e-10	1.106619e-06	0.1	3.67498e-10	7.70011e-11	0.1	3.67498e-10	9.826209e-11	0.1	3.67498e-10	1.856416e-12	0.1	3.67498e-10	2.126673e-12	0.1	3.67498e-10	3.7198e-13	0.1	3.67498e-10	4.81446e-14	0.1	3.67498e-10	1.466992e-14	0.1	3.67498e-10	1.766139e-12	0.1	3.67498e-10	1.253429e-14	0.1	3.67498e-10	4.054407e-15	0.1	3.67498e-10	3.208796e-20	0.1	3.67498e-10	4.657137e-19	0.1	3.67498e-10	1.228614e-19	0.1
4.472476e-10	2.8819369054931767e-06	0.1	4.472476e-10	5.833891e-07	0.1	4.472476e-10	9.161273e-08	0.1	4.472476e-10	7.922703e-07	0.1	4.472476e-10	1.458975e-06	0.1	4.472476e-10	1.773572e-06	0.1	4.472476e-10	1.491202e-06	0.1	4.472476e-10	1.218544e-06	0.1	4.472476e-10	8.55996e-11	0.1	4.472476e-10	1.092388e-10	0.1	4.472476e-10	2.058208e-12	0.1	4.472476e-10	2.37165e-12	0.1	4.472476e-10	4.135734e-13	0.1	4.472476e-10	5.352156e-14	0.1	4.472476e-10	1.640519e-14	0.1	4.472476e-10	1.962543e-12	0.1	4.472476e-10	1.391612e-14	0.1	4.472476e-10	4.431027e-15	0.1	4.472476e-10	4.23338e-20	0.1	4.472476e-10	5.879766e-19	0.1	4.472476e-10	1.623924e-19	0.1
5.269971e-10	2.3085809648550507e-06	0.1	5.269971e-10	6.302646e-07	0.1	5.269971e-10	9.858556e-08	0.1	5.269971e-10	8.467437e-07	0.1	5.269971e-10	1.587959e-06	0.1	5.269971e-10	1.927357e-06	0.1	5.269971e-10	1.611895e-06	0.1	5.269971e-10	1.303555e-06	0.1	5.269971e-10	9.248496e-11	0.1	5.269971e-10	1.180299e-10	0.1	5.269971e-10	2.217576e-12	0.1	5.269971e-10	2.570837e-12	0.1	5.269971e-10	4.469015e-13	0.1	5.269971e-10	5.78274e-14	0.1	5.269971e-10	1.783274e-14	0.1	5.269971e-10	2.119489e-12	0.1	5.269971e-10	1.501534e-14	0.1	5.269971e-10	4.703109e-15	0.1	5.269971e-10	5.247545e-20	0.1	5.269971e-10	6.993371e-19	0.1	5.269971e-10	2.016601e-19	0.1
6.100136e-10	1.832569028093531e-06	0.1	6.100136e-10	6.691603e-07	0.1	6.100136e-10	1.042173e-07	0.1	6.100136e-10	8.885931e-07	0.1	6.100136e-10	1.69929e-06	0.1	6.100136e-10	2.058954e-06	0.1	6.100136e-10	1.712293e-06	0.1	6.100136e-10	1.369313e-06	0.1	6.100136e-10	9.819939e-11	0.1	6.100136e-10	1.253275e-10	0.1	6.100136e-10	2.347513e-12	0.1	6.100136e-10	2.739318e-12	0.1	6.100136e-10	4.745844e-13	0.1	6.100136e-10	6.140112e-14	0.1	6.100136e-10	1.905687e-14	0.1	6.100136e-10	2.249402e-12	0.1	6.100136e-10	1.591993e-14	0.1	6.100136e-10	4.898548e-15	0.1	6.100136e-10	6.263353e-20	0.1	6.100136e-10	8.018344e-19	0.1	6.100136e-10	2.411382e-19	0.1
7.060978e-10	1.402785402593992e-06	0.1	7.060978e-10	7.042603e-07	0.1	7.060978e-10	1.091034e-07	0.1	7.060978e-10	9.222502e-07	0.1	7.060978e-10	1.805052e-06	0.1	7.060978e-10	2.182548e-06	0.1	7.060978e-10	1.803182e-06	0.1	7.060978e-10	1.42276e-06	0.1	7.060978e-10	1.033571e-10	0.1	7.060978e-10	1.319157e-10	0.1	7.060978e-10	2.461892e-12	0.1	7.060978e-10	2.89533e-12	0.1	7.060978e-10	4.995982e-13	0.1	7.060978e-10	6.462677e-14	0.1	7.060978e-10	2.020999e-14	0.1	7.060978e-10	2.366234e-12	0.1	7.060978e-10	1.672675e-14	0.1	7.060978e-10	5.037908e-15	0.1	7.060978e-10	7.363676e-20	0.1	7.060978e-10	9.030441e-19	0.1	7.060978e-10	2.840819e-19	0.1
8.02182e-10	1.073800884015084e-06	0.1	8.02182e-10	7.31116e-07	0.1	8.02182e-10	1.126303e-07	0.1	8.02182e-10	9.437364e-07	0.1	8.02182e-10	1.891493e-06	0.1	8.02182e-10	2.282082e-06	0.1	8.02182e-10	1.873006e-06	0.1	8.02182e-10	1.457504e-06	0.1	8.02182e-10	1.073038e-10	0.1	8.02182e-10	1.369588e-10	0.1	8.02182e-10	2.54636e-12	0.1	8.02182e-10	3.018876e-12	0.1	8.02182e-10	5.187687e-13	0.1	8.02182e-10	6.709514e-14	0.1	8.02182e-10	2.114251e-14	0.1	8.02182e-10	2.45519e-12	0.1	8.02182e-10	1.733388e-14	0.1	8.02182e-10	5.106307e-15	0.1	8.02182e-10	8.367639e-20	0.1	8.02182e-10	9.866496e-19	0.1	8.02182e-10	3.2345e-19	0.1
