Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
2.769204e-12	9.784451540445332e-06	0.1	2.769204e-12	3.825543e-10	0.1	2.769204e-12	2.15163812e-07	0.1	2.769204e-12	1.5247540441e-17	0.1	2.769204e-12	2.01621812e-36	0.1
6.082454e-12	9.532879731182148e-06	0.1	6.082454e-12	8.29453e-10	0.1	6.082454e-12	4.6651905400000003e-07	0.1	6.082454e-12	3.3059977562999996e-17	0.1	6.082454e-12	9.6437535e-36	0.1
1.254976e-11	9.060308730871185e-06	0.1	1.254976e-11	1.668934e-09	0.1	1.254976e-11	9.3868485e-07	0.1	1.254976e-11	6.6520866911e-17	0.1	1.254976e-11	4.03728536e-35	0.1
2.402443e-11	8.278761298992448e-06	0.1	2.402443e-11	3.057255e-09	0.1	2.402443e-11	1.7195608999999999e-06	0.1	2.402443e-11	1.21860816292e-16	0.1	2.402443e-11	1.4367301100000001e-34	0.1
4.000561e-11	7.301321089417625e-06	0.1	4.000561e-11	4.793504e-09	0.1	4.000561e-11	2.6961621700000003e-06	0.1	4.000561e-11	1.91075069343e-16	0.1	4.000561e-11	3.82711993e-34	0.1
6.257611e-11	6.114207579492678e-06	0.1	6.257611e-11	6.90211e-09	0.1	6.257611e-11	3.8822566e-06	0.1	6.257611e-11	2.7514247799e-16	0.1	6.257611e-11	8.860070699999999e-34	0.1
8.51466e-11	5.1201090851102135e-06	0.1	8.51466e-11	8.667786e-09	0.1	8.51466e-11	4.87550168e-06	0.1	8.51466e-11	3.4554702297000003e-16	0.1	8.51466e-11	1.5547187500000002e-33	0.1
1.194552e-10	3.909690528005532e-06	0.1	1.194552e-10	1.081755e-08	0.1	1.194552e-10	6.08488143e-06	0.1	1.194552e-10	4.3128060816999995e-16	0.1	1.194552e-10	2.82888432e-33	0.1
1.537637e-10	2.9854253634785364e-06	0.1	1.537637e-10	1.245896e-08	0.1	1.537637e-10	7.008354269999999e-06	0.1	1.537637e-10	4.9675432277e-16	0.1	1.537637e-10	4.3482883099999995e-33	0.1
1.880723e-10	2.2796633630708553e-06	0.1	1.880723e-10	1.371223e-08	0.1	1.880723e-10	7.713509e-06	0.1	1.880723e-10	5.4675590595e-16	0.1	1.880723e-10	6.0549544e-33	0.1
2.223809e-10	1.740748150800671e-06	0.1	2.223809e-10	1.466915e-08	0.1	2.223809e-10	8.251962e-06	0.1	2.223809e-10	5.8494160112e-16	0.1	2.223809e-10	7.904611199999999e-33	0.1
2.566894e-10	1.329236093846418e-06	0.1	2.566894e-10	1.539979e-08	0.1	2.566894e-10	8.6631216e-06	0.1	2.566894e-10	6.1410381316e-16	0.1	2.566894e-10	9.8634552e-33	0.1
2.90998e-10	1.0150062266314569e-06	0.1	2.90998e-10	1.595766e-08	0.1	2.90998e-10	8.9770824e-06	0.1	2.90998e-10	6.3637482378e-16	0.1	2.90998e-10	1.19056784e-32	0.1
3.253066e-10	7.750615392941834e-07	0.1	3.253066e-10	1.638361e-08	0.1	3.253066e-10	9.216821900000002e-06	0.1	3.253066e-10	6.533831301900001e-16	0.1	3.253066e-10	1.4011555e-32	0.1
3.596151e-10	5.918401222168149e-07	0.1	3.596151e-10	1.670885e-08	0.1	3.596151e-10	9.399885299999998e-06	0.1	3.596151e-10	6.663724695900001e-16	0.1	3.596151e-10	1.61660478e-32	0.1
3.939237e-10	4.5193235720507935e-07	0.1	3.939237e-10	1.695717e-08	0.1	3.939237e-10	9.539672600000001e-06	0.1	3.939237e-10	6.7629238121e-16	0.1	3.939237e-10	1.83576624e-32	0.1
4.340075e-10	3.2978155484498784e-07	0.1	4.340075e-10	1.717397e-08	0.1	4.340075e-10	9.6617195e-06	0.1	4.340075e-10	6.8495443683e-16	0.1	4.340075e-10	2.0953600199999998e-32	0.1
4.755351e-10	2.379312028897678e-07	0.1	4.755351e-10	1.733697e-08	0.1	4.755351e-10	9.7534911e-06	0.1	4.755351e-10	6.9146885459e-16	0.1	4.755351e-10	2.36727838e-32	0.1
5.170627e-10	1.7166323024272847e-07	0.1	5.170627e-10	1.745455e-08	0.1	5.170627e-10	9.819701899999999e-06	0.1	5.170627e-10	6.961696475000001e-16	0.1	5.170627e-10	2.64138934e-32	0.1
5.603226e-10	1.221773069799885e-07	0.1	5.603226e-10	1.754236e-08	0.1	5.603226e-10	9.869144799999998e-06	0.1	5.603226e-10	6.9968063311999995e-16	0.1	5.603226e-10	2.9286090399999996e-32	0.1
