Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
2.28267e-11	9.759568004736e-06	0.1	2.28267e-11	8.044035e-10	0.1	2.28267e-11	1.40409163e-10	0.1	2.28267e-11	2.3201764999999998e-07	0.1	2.28267e-11	3.1631826e-14	0.1
4.873692e-11	9.494340609389998e-06	0.1	4.873692e-11	1.69747e-09	0.1	4.873692e-11	2.976998930000001e-10	0.1	4.873692e-11	4.8819389e-07	0.1	4.873692e-11	1.42687053e-13	0.1
1.091038e-10	8.905862779182e-06	0.1	1.091038e-10	3.699069e-09	0.1	1.091038e-10	6.559196900000001e-10	0.1	1.091038e-10	1.05666677e-06	0.1	1.091038e-10	6.9788676e-13	0.1
2.177642e-10	7.942841639989999e-06	0.1	2.177642e-10	7.042914e-09	0.1	2.177642e-10	1.2737480300000002e-09	0.1	2.177642e-10	1.9872106e-06	0.1	2.177642e-10	2.6628007400000003e-12	0.1
3.221198e-10	7.122597145208e-06	0.1	3.221198e-10	9.971696e-09	0.1	3.221198e-10	1.83769658e-09	0.1	3.221198e-10	2.7801079e-06	0.1	3.221198e-10	5.5940711e-12	0.1
4.019082e-10	6.557065556065999e-06	0.1	4.019082e-10	1.204388e-08	0.1	4.019082e-10	2.25148793e-09	0.1	4.019082e-10	3.3269962999999998e-06	0.1	4.019082e-10	8.4458689e-12	0.1
5.114389e-10	5.858231933018e-06	0.1	5.114389e-10	1.46773e-08	0.1	5.114389e-10	2.7975066e-09	0.1	5.114389e-10	4.0030877e-06	0.1	5.114389e-10	1.3122169600000001e-11	0.1
6.663021e-10	5.004112015758e-06	0.1	6.663021e-10	1.803346e-08	0.1	6.663021e-10	3.53108679e-09	0.1	6.663021e-10	4.8299843000000006e-06	0.1	6.663021e-10	2.1033164e-11	0.1
8.780107e-10	4.047916240056e-06	0.1	8.780107e-10	2.203648e-08	0.1	8.780107e-10	4.47217199e-09	0.1	8.780107e-10	5.7567546e-06	0.1	8.780107e-10	3.3852783e-11	0.1
1.089719e-09	3.287428450116e-06	0.1	1.089719e-09	2.549054e-08	0.1	1.089719e-09	5.354311999999999e-09	0.1	1.089719e-09	6.4950304e-06	0.1	1.089719e-09	4.8458642e-11	0.1
1.301428e-09	2.680520788512e-06	0.1	1.301428e-09	2.850595e-08	0.1	1.301428e-09	6.1880208000000006e-09	0.1	1.301428e-09	7.0853855e-06	0.1	1.301428e-09	6.438514400000001e-11	0.1
1.513136e-09	2.194443310256e-06	0.1	1.513136e-09	3.116864e-08	0.1	1.513136e-09	6.9812564000000004e-09	0.1	1.513136e-09	7.5593566e-06	0.1	1.513136e-09	8.126535e-11	0.1
1.724845e-09	1.803693325412e-06	0.1	1.724845e-09	3.35457e-08	0.1	1.724845e-09	7.7400504e-09	0.1	1.724845e-09	7.9414974e-06	0.1	1.724845e-09	9.880973400000001e-11	0.1
1.936553e-09	1.488374831908e-06	0.1	1.936553e-09	3.568966e-08	0.1	1.936553e-09	8.4689845e-09	0.1	1.936553e-09	8.250961e-06	0.1	1.936553e-09	1.16789614e-10	0.1
2.156921e-09	1.2235711280879998e-06	0.1	2.156921e-09	3.771803e-08	0.1	2.156921e-09	9.1997692e-09	0.1	2.156921e-09	8.5119685e-06	0.1	2.156921e-09	1.35773436e-10	0.1
2.411926e-09	9.803303929999998e-07	0.1	2.411926e-09	3.985323e-08	0.1	2.411926e-09	1.00136585e-08	0.1	2.411926e-09	8.753080699999999e-06	0.1	2.411926e-09	1.57877395e-10	0.1
2.666931e-09	7.89552808628e-07	0.1	2.666931e-09	4.180223e-08	0.1	2.666931e-09	1.0796778e-08	0.1	2.666931e-09	8.9435762e-06	0.1	2.666931e-09	1.7994734799999998e-10	0.1
2.921936e-09	6.39059518554e-07	0.1	2.921936e-09	4.359812e-08	0.1	2.921936e-09	1.1551714e-08	0.1	2.921936e-09	9.0951733e-06	0.1	2.921936e-09	2.01839807e-10	0.1
3.208181e-09	5.068239733178e-07	0.1	3.208181e-09	4.54628e-08	0.1	3.208181e-09	1.2367988599999998e-08	0.1	3.208181e-09	9.229864599999999e-06	0.1	3.208181e-09	2.26071667e-10	0.1
3.515254e-09	3.9762309737899996e-07	0.1	3.515254e-09	4.73148e-08	0.1	3.515254e-09	1.32093337e-08	0.1	3.515254e-09	9.3427287e-06	0.1	3.515254e-09	2.51544362e-10	0.1
3.822327e-09	3.137412950486e-07	0.1	3.822327e-09	4.903771e-08	0.1	3.822327e-09	1.40171416e-08	0.1	3.822327e-09	9.4310065e-06	0.1	3.822327e-09	2.7638485999999997e-10	0.1
4.167254e-09	2.419160515822e-07	0.1	4.167254e-09	5.084232e-08	0.1	4.167254e-09	1.48865655e-08	0.1	4.167254e-09	9.508350600000002e-06	0.1	4.167254e-09	3.0345652e-10	0.1
4.537417e-09	1.8420905574520002e-07	0.1	4.537417e-09	5.264697e-08	0.1	4.537417e-09	1.57770436e-08	0.1	4.537417e-09	9.5723912e-06	0.1	4.537417e-09	3.3147235999999996e-10	0.1
4.90758e-09	1.411028878858e-07	0.1	4.90758e-09	5.433304e-08	0.1	4.90758e-09	1.66255048e-08	0.1	4.90758e-09	9.622043899999999e-06	0.1	4.90758e-09	3.5838243999999997e-10	0.1
5.354604e-09	1.0297755440772e-07	0.1	5.354604e-09	5.623098e-08	0.1	5.354604e-09	1.75968232e-08	0.1	5.354604e-09	9.6681541e-06	0.1	5.354604e-09	3.893935e-10	0.1
