Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
5.523646e-08	0.9893622	0.1	5.523646e-08	2.680088e-06	0.1	5.523646e-08	0.000156744	0.1	5.523646e-08	0.002558699	0.1	5.523646e-08	0.00182996146	0.1	5.523646e-08	0.0001550393	0.1	5.523646e-08	5.51694e-08	0.1
9.597453e-08	0.9825157	0.1	9.597453e-08	4.627741e-06	0.1	9.597453e-08	0.0002712035	0.1	9.597453e-08	0.00442462	0.1	9.597453e-08	0.0031609305100000003	0.1	9.597453e-08	0.0002680435	0.1	9.597453e-08	9.997398e-08	0.1
1.774507e-07	0.9690336	0.1	1.774507e-07	8.452402e-06	0.1	1.774507e-07	0.000498059	0.1	1.774507e-07	0.008109101	0.1	1.774507e-07	0.00576994307	0.1	1.774507e-07	0.0004908661	0.1	1.774507e-07	2.126823e-07	0.1
2.589268e-07	0.9558262	0.1	2.589268e-07	1.218746e-05	0.1	2.589268e-07	0.0007233886	0.1	2.589268e-07	0.01173995	0.1	2.589268e-07	0.008300666100000001	0.1	2.589268e-07	0.0007097604	0.1	2.589268e-07	3.744155e-07	0.1
3.711431e-07	0.9380708	0.1	3.711431e-07	1.719455e-05	0.1	3.711431e-07	0.001033736	0.1	3.711431e-07	0.01667233	0.1	3.711431e-07	0.011642620900000001	0.1	3.711431e-07	0.001005408	0.1	3.711431e-07	7.144045e-07	0.1
4.910444e-07	0.9196367	0.1	4.910444e-07	2.238159e-05	0.1	4.910444e-07	0.001368564	0.1	4.910444e-07	0.02188018	0.1	4.910444e-07	0.0150105064	0.1	4.910444e-07	0.001314469	0.1	4.910444e-07	1.274974e-06	0.1
6.109456e-07	0.9017354	0.1	6.109456e-07	2.741344e-05	0.1	6.109456e-07	0.001709885	0.1	6.109456e-07	0.02704847	0.1	6.109456e-07	0.0181513648	0.1	6.109456e-07	0.001616876	0.1	6.109456e-07	2.084756e-06	0.1
7.308469e-07	0.8843454	0.1	7.308469e-07	3.230175e-05	0.1	7.308469e-07	0.00206025	0.1	7.308469e-07	0.03219754	0.1	7.308469e-07	0.0210529702	0.1	7.308469e-07	0.001912667	0.1	7.308469e-07	3.179358e-06	0.1
8.507482e-07	0.8674464	0.1	8.507482e-07	3.705643e-05	0.1	8.507482e-07	0.002421533	0.1	8.507482e-07	0.03734273	0.1	8.507482e-07	0.0237086317	0.1	8.507482e-07	0.002201531	0.1	8.507482e-07	4.583536e-06	0.1
9.706495e-07	0.8510188	0.1	9.706495e-07	4.168574e-05	0.1	9.706495e-07	0.002794955	0.1	9.706495e-07	0.04249462	0.1	9.706495e-07	0.0261168211	0.1	9.706495e-07	0.002482862	0.1	9.706495e-07	6.311754e-06	0.1
