Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
0.0001805177	0.9893901700000001	0.1	0.0001805177	1.326971e-08	0.1	0.0001805177	4.812315e-06	0.1	0.0001805177	0.0004316684	0.1	0.0001805177	4.593503e-05	0.1	0.0001805177	0.00496351	0.1	0.0001805177	6.938463e-05	0.1	0.0001805177	6.042604e-06	0.1	0.0001805177	4.30645e-09	0.1	0.0001805177	1.772849e-06	0.1	0.0001805177	3.421514e-13	0.1
0.0002022511	0.98810224	0.1	0.0002022511	1.329057e-08	0.1	0.0002022511	5.390463e-06	0.1	0.0002022511	0.0004401229	0.1	0.0002022511	4.590588e-05	0.1	0.0002022511	0.005603051	0.1	0.0002022511	6.931729e-05	0.1	0.0002022511	6.036798e-06	0.1	0.0002022511	4.853013e-09	0.1	0.0002022511	1.771156e-06	0.1	0.0002022511	3.419179e-13	0.1
0.0002247507	0.98676903	0.1	0.0002247507	1.331206e-08	0.1	0.0002247507	5.98741e-06	0.1	0.0002247507	0.0004462701	0.1	0.0002247507	4.586547e-05	0.1	0.0002247507	0.006266403	0.1	0.0002247507	6.924746e-05	0.1	0.0002247507	6.030738e-06	0.1	0.0002247507	5.418536e-09	0.1	0.0002247507	1.769383e-06	0.1	0.0002247507	3.416108e-13	0.1
0.0002472504	0.98543664	0.1	0.0002472504	1.333345e-08	0.1	0.0002472504	6.582736e-06	0.1	0.0002472504	0.000450507	0.1	0.0002472504	4.582129e-05	0.1	0.0002472504	0.006930302	0.1	0.0002472504	6.917759e-05	0.1	0.0002472504	6.024661e-06	0.1	0.0002472504	5.98371e-09	0.1	0.0002472504	1.767601e-06	0.1	0.0002472504	3.412796e-13	0.1
0.0002744585	0.98382726	0.1	0.0002744585	1.335921e-08	0.1	0.0002744585	7.300475e-06	0.1	0.0002744585	0.0004538375	0.1	0.0002744585	4.576619e-05	0.1	0.0002744585	0.007733114	0.1	0.0002744585	6.909314e-05	0.1	0.0002744585	6.01731e-06	0.1	0.0002744585	6.666657e-09	0.1	0.0002744585	1.765445e-06	0.1	0.0002744585	3.408684e-13	0.1
0.0003016666	0.9822206300000001	0.1	0.0003016666	1.338484e-08	0.1	0.0003016666	8.015838e-06	0.1	0.0003016666	0.00045582	0.1	0.0003016666	4.571057e-05	0.1	0.0003016666	0.008535296	0.1	0.0003016666	6.900879e-05	0.1	0.0003016666	6.009965e-06	0.1	0.0003016666	7.349029e-09	0.1	0.0003016666	1.76329e-06	0.1	0.0003016666	3.404538e-13	0.1
0.0003299889	0.98055122	0.1	0.0003299889	1.34114e-08	0.1	0.0003299889	8.757978e-06	0.1	0.0003299889	0.0004569299	0.1	0.0003299889	4.565258e-05	0.1	0.0003299889	0.009369193	0.1	0.0003299889	6.892113e-05	0.1	0.0003299889	6.00233e-06	0.1	0.0003299889	8.058705e-09	0.1	0.0003299889	1.76105e-06	0.1	0.0003299889	3.400218e-13	0.1
0.0003627685	0.97862376	0.1	0.0003627685	1.344199e-08	0.1	0.0003627685	9.613708e-06	0.1	0.0003627685	0.0004574259	0.1	0.0003627685	4.558553e-05	0.1	0.0003627685	0.01033246	0.1	0.0003627685	6.881987e-05	0.1	0.0003627685	5.993512e-06	0.1	0.0003627685	8.879209e-09	0.1	0.0003627685	1.758463e-06	0.1	0.0003627685	3.395225e-13	0.1
0.000395548	0.9767012799999999	0.1	0.000395548	1.347242e-08	0.1	0.000395548	1.046601e-05	0.1	0.000395548	0.0004573879	0.1	0.000395548	4.551864e-05	0.1	0.000395548	0.01129342	0.1	0.000395548	6.871886e-05	0.1	0.000395548	5.984715e-06	0.1	0.000395548	9.69875e-09	0.1	0.000395548	1.755882e-06	0.1	0.000395548	3.390242e-13	0.1
0.0004337591	0.9744671200000001	0.1	0.0004337591	1.350771e-08	0.1	0.0004337591	1.145524e-05	0.1	0.0004337591	0.0004569385	0.1	0.0004337591	4.544087e-05	0.1	0.0004337591	0.01241047	0.1	0.0004337591	6.860144e-05	0.1	0.0004337591	5.974489e-06	0.1	0.0004337591	1.065281e-08	0.1	0.0004337591	1.752882e-06	0.1	0.0004337591	3.38445e-13	0.1
