Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
2.749898e-07	0.9899598000000001	0.1	2.749898e-07	8.729434e-06	0.1	2.749898e-07	0.0004524968	0.1	2.749898e-07	0.002872631	0.1	2.749898e-07	0.00074590727	0.1	2.749898e-07	0.0001267705	0.1	2.749898e-07	6.083875e-08	0.1
2.965422e-07	0.9893452	0.1	2.965422e-07	9.479776e-06	0.1	2.965422e-07	0.0004777342	0.1	2.965422e-07	0.003136155	0.1	2.965422e-07	0.0007462091999999999	0.1	2.965422e-07	0.0001267873	0.1	2.965422e-07	6.682468e-08	0.1
3.228132e-07	0.9885994	0.1	3.228132e-07	1.039511e-05	0.1	3.228132e-07	0.0005060409	0.1	3.228132e-07	0.003459598	0.1	3.228132e-07	0.0007463842000000001	0.1	3.228132e-07	0.0001268112	0.1	3.228132e-07	7.417079e-08	0.1
3.502894e-07	0.9878231	0.1	3.502894e-07	1.135298e-05	0.1	3.502894e-07	0.0005328552	0.1	3.502894e-07	0.003800301	0.1	3.502894e-07	0.00074643479	0.1	3.502894e-07	0.0001268429	0.1	3.502894e-07	8.190878e-08	0.1
3.825858e-07	0.9869148999999999	0.1	3.825858e-07	1.24793e-05	0.1	3.825858e-07	0.0005609149	0.1	3.825858e-07	0.004203694	0.1	3.825858e-07	0.0007463915000000001	0.1	3.825858e-07	0.0001268864	0.1	3.825858e-07	9.107145e-08	0.1
4.206228e-07	0.9858512	0.1	4.206228e-07	1.380602e-05	0.1	4.206228e-07	0.0005895234	0.1	4.206228e-07	0.004682482	0.1	4.206228e-07	0.00074624914	0.1	4.206228e-07	0.0001269393	0.1	4.206228e-07	1.019485e-07	0.1
4.637159e-07	0.9846531	0.1	4.637159e-07	1.530897e-05	0.1	4.637159e-07	0.0006167233	0.1	4.637159e-07	0.005229256	0.1	4.637159e-07	0.0007460037100000001	0.1	4.637159e-07	0.0001269926	0.1	4.637159e-07	1.143725e-07	0.1
5.122408e-07	0.9833115	0.1	5.122408e-07	1.700068e-05	0.1	5.122408e-07	0.0006416009	0.1	5.122408e-07	0.005849822	0.1	5.122408e-07	0.00074564463	0.1	5.122408e-07	0.000127036	0.1	5.122408e-07	1.284748e-07	0.1
5.607656e-07	0.9819769	0.1	5.607656e-07	1.86912e-05	0.1	5.607656e-07	0.0006613509	0.1	5.607656e-07	0.006474875	0.1	5.607656e-07	0.00074521422	0.1	5.607656e-07	0.0001270573	0.1	5.607656e-07	1.426786e-07	0.1
6.192078e-07	0.9803770999999999	0.1	6.192078e-07	2.072505e-05	0.1	6.192078e-07	0.0006796155	0.1	6.192078e-07	0.007232739	0.1	6.192078e-07	0.00074461806	0.1	6.192078e-07	0.0001270528	0.1	6.192078e-07	1.598967e-07	0.1
6.7765e-07	0.9787839	0.1	6.7765e-07	2.275591e-05	0.1	6.7765e-07	0.0006931273	0.1	6.7765e-07	0.007995219	0.1	6.7765e-07	0.00074395308	0.1	6.7765e-07	0.0001270177	0.1	6.7765e-07	1.772131e-07	0.1
7.49853e-07	0.9768228999999999	0.1	7.49853e-07	2.52601e-05	0.1	7.49853e-07	0.0007048987	0.1	7.49853e-07	0.008942344	0.1	7.49853e-07	0.0007430580499999999	0.1	7.49853e-07	0.0001269388	0.1	7.49853e-07	1.987127e-07	0.1
8.400303e-07	0.9743826	0.1	8.400303e-07	2.837908e-05	0.1	8.400303e-07	0.0007142085	0.1	8.400303e-07	0.01013125	0.1	8.400303e-07	0.0007418574000000001	0.1	8.400303e-07	0.0001267977	0.1	8.400303e-07	2.256871e-07	0.1
9.421905e-07	0.9716271999999999	0.1	9.421905e-07	3.189976e-05	0.1	9.421905e-07	0.0007200569	0.1	9.421905e-07	0.01148363	0.1	9.421905e-07	0.00074042331	0.1	9.421905e-07	0.0001265984	0.1	9.421905e-07	2.563631e-07	0.1
1.044351e-06	0.9688804999999999	0.1	1.044351e-06	3.540594e-05	0.1	1.044351e-06	0.0007228657	0.1	1.044351e-06	0.01283944	0.1	1.044351e-06	0.00073894138	0.1	1.044351e-06	0.0001263725	0.1	1.044351e-06	2.871265e-07	0.1
1.146511e-06	0.9661417	0.1	1.146511e-06	3.889701e-05	0.1	1.146511e-06	0.0007238807	0.1	1.146511e-06	0.0141967	0.1	1.146511e-06	0.00073743194	0.1	1.146511e-06	0.0001261307	0.1	1.146511e-06	3.17953e-07	0.1
1.248671e-06	0.963411	0.1	1.248671e-06	4.23726e-05	0.1	1.248671e-06	0.0007238431	0.1	1.248671e-06	0.01555387	0.1	1.248671e-06	0.00073590755	0.1	1.248671e-06	0.0001258795	0.1	1.248671e-06	3.488272e-07	0.1
1.350831e-06	0.9606886000000001	0.1	1.350831e-06	4.58325e-05	0.1	1.350831e-06	0.0007231903	0.1	1.350831e-06	0.01690976	0.1	1.350831e-06	0.00073437603	0.1	1.350831e-06	0.0001256232	0.1	1.350831e-06	3.797395e-07	0.1
1.452991e-06	0.9579749000000001	0.1	1.452991e-06	4.927662e-05	0.1	1.452991e-06	0.0007221792	0.1	1.452991e-06	0.01826344	0.1	1.452991e-06	0.00073284219	0.1	1.452991e-06	0.0001253641	0.1	1.452991e-06	4.106835e-07	0.1
1.57592e-06	0.9547217	0.1	1.57592e-06	5.339992e-05	0.1	1.57592e-06	0.0007206961	0.1	1.57592e-06	0.01988837	0.1	1.57592e-06	0.0007309975900000001	0.1	1.57592e-06	0.0001250508	0.1	1.57592e-06	4.479539e-07	0.1
1.698848e-06	0.9514823	0.1	1.698848e-06	5.750032e-05	0.1	1.698848e-06	0.0007190572	0.1	1.698848e-06	0.02150811	0.1	1.698848e-06	0.00072915686	0.1	1.698848e-06	0.000124737	0.1	1.698848e-06	4.852581e-07	0.1
1.842442e-06	0.9477164	0.1	1.842442e-06	6.226114e-05	0.1	1.842442e-06	0.0007170471	0.1	1.842442e-06	0.02339261	0.1	1.842442e-06	0.00072701397	0.1	1.842442e-06	0.0001243711	0.1	1.842442e-06	5.288707e-07	0.1
1.991203e-06	0.9438363000000001	0.1	1.991203e-06	6.716057e-05	0.1	1.991203e-06	0.0007149174	0.1	1.991203e-06	0.02533558	0.1	1.991203e-06	0.00072480375	0.1	1.991203e-06	0.0001239933	0.1	1.991203e-06	5.740886e-07	0.1
2.151946e-06	0.9396683	0.1	2.151946e-06	7.241754e-05	0.1	2.151946e-06	0.0007125985	0.1	2.151946e-06	0.02742368	0.1	2.151946e-06	0.00072242781	0.1	2.151946e-06	0.000123587	0.1	2.151946e-06	6.229837e-07	0.1
