Batch	m_SP	2	P2_L	W4_L	
2.093866e-13	9.81141676774e-06	0.1	2.093866e-13	1.176009e-07	0.1
5.061228e-13	9.550691027251701e-06	0.1	5.061228e-13	2.810363e-07	0.1
1.145452e-12	9.0129230339482e-06	0.1	1.145452e-12	6.206488e-07	0.1
2.235196e-12	8.1669915732405e-06	0.1	2.235196e-12	1.161935e-06	0.1
3.710026e-12	7.1501472738432e-06	0.1	3.710026e-12	1.824544e-06	0.1
5.692068e-12	5.9841957308058e-06	0.1	5.692068e-12	2.601426e-06	0.1
7.674111e-12	5.0118402455289e-06	0.1	7.674111e-12	3.264331e-06	0.1
1.039508e-11	3.932752050720801e-06	0.1	1.039508e-11	4.017374e-06	0.1
1.330078e-11	3.03870495090415e-06	0.1	1.330078e-11	4.656407e-06	0.1
1.620648e-11	2.34988516639009e-06	0.1	1.620648e-11	5.159014e-06	0.1
1.911218e-11	1.8184209301591398e-06	0.1	1.911218e-11	5.553481e-06	0.1
2.201788e-11	1.4078915033193298e-06	0.1	2.201788e-11	5.862512e-06	0.1
2.492358e-11	1.09048567257376e-06	0.1	2.492358e-11	6.104233e-06	0.1
2.782928e-11	8.44901789282e-07	0.1	2.782928e-11	6.293048e-06	0.1
3.120913e-11	6.281148042846e-07	0.1	3.120913e-11	6.461108e-06	0.1
3.470751e-11	4.6223705320650006e-07	0.1	3.470751e-11	6.590628e-06	0.1
3.820589e-11	3.4023157656789e-07	0.1	3.820589e-11	6.686427e-06	0.1
4.198486e-11	2.44392632161314e-07	0.1	4.198486e-11	6.761998e-06	0.1
4.618471e-11	1.69235808259945e-07	0.1	4.618471e-11	6.821441e-06	0.1
5.038457e-11	1.1722410895232101e-07	0.1	5.038457e-11	6.862645e-06	0.1
