Batch	m_SP	4	T1a_L	T4a_L	N1a_L	N7a_L					
4.447553e-13	0.999999422	0.1	4.447553e-13	1.5198690909999998e-12	0.1	4.447553e-13	6.194566539999999e-10	0.1	4.447553e-13	2.9870558e-14	0.1
2.801649e-11	0.999967478	0.1	2.801649e-11	9.583445617e-11	0.1	2.801649e-11	3.90203203e-08	0.1	2.801649e-11	1.8817855e-12	0.1
1.021275e-10	0.99988136	0.1	1.021275e-10	3.5025649039999995e-10	0.1	1.021275e-10	1.4222823200000002e-07	0.1	1.021275e-10	6.861052199999999e-12	0.1
2.112503e-10	0.99975463	0.1	2.112503e-10	7.272964e-10	0.1	2.112503e-10	2.94164915e-07	0.1	2.112503e-10	1.41965161e-11	0.1
5.076447e-10	0.999410664	0.1	5.076447e-10	1.7660362147e-09	0.1	5.076447e-10	7.066763030000001e-07	0.1	5.076447e-10	3.4144304e-11	0.1
8.569518e-10	0.9990058209999999	0.1	8.569518e-10	3.017916681e-09	0.1	8.569518e-10	1.19251353e-06	0.1	8.569518e-10	5.7698294999999997e-11	0.1
1.297486e-09	0.9984959119999999	0.1	1.297486e-09	4.639979495000001e-09	0.1	1.297486e-09	1.804761009e-06	0.1	1.297486e-09	8.7475248e-11	0.1
1.821949e-09	0.9978898689999999	0.1	1.821949e-09	6.634802887e-09	0.1	1.821949e-09	2.5329809199999995e-06	0.1	1.821949e-09	1.23032042e-10	0.1
2.395423e-09	0.997228287	0.1	2.395423e-09	8.896538522e-09	0.1	2.395423e-09	3.3284421e-06	0.1	2.395423e-09	1.62048613e-10	0.1
3.164943e-09	0.996342138	0.1	3.164943e-09	1.2065916386000001e-08	0.1	3.164943e-09	4.3945415e-06	0.1	3.164943e-09	2.1463509e-10	0.1
3.934462e-09	0.99545769	0.1	3.934462e-09	1.5392318564e-08	0.1	3.934462e-09	5.45919129e-06	0.1	3.934462e-09	2.6749570999999997e-10	0.1
4.703982e-09	0.994575208	0.1	4.703982e-09	1.8878874587999998e-08	0.1	4.703982e-09	6.52241971e-06	0.1	4.703982e-09	3.206391e-10	0.1
