Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
0.000621335	9.8503835101217e-06	0.1	0.000621335	4.479762e-08	0.1	0.000621335	3.211908e-08	0.1	0.000621335	7.260097e-08	0.1
0.001740157	9.5867662552905e-06	0.1	0.001740157	1.237814e-07	0.1	0.001740157	8.874902e-08	0.1	0.001740157	2.006055e-07	0.1
0.003977802	9.080509745576401e-06	0.1	0.003977802	2.754642e-07	0.1	0.003977802	1.975029e-07	0.1	0.003977802	4.464293e-07	0.1
0.007909292	8.2549135439328e-06	0.1	0.007909292	5.228267e-07	0.1	0.007909292	3.748573e-07	0.1	0.007909292	8.473156e-07	0.1
0.01334475	7.235663894575e-06	0.1	0.01334475	8.28211e-07	0.1	0.01334475	5.938123e-07	0.1	0.01334475	1.342235e-06	0.1
0.02094217	6.0183769637888e-06	0.1	0.02094217	1.192931e-06	0.1	0.02094217	8.553101e-07	0.1	0.02094217	1.933316e-06	0.1
0.02853959	5.0058814196885e-06	0.1	0.02853959	1.496293e-06	0.1	0.02853959	1.072815e-06	0.1	0.02853959	2.424958e-06	0.1
0.04002365	3.7892808125095e-06	0.1	0.04002365	1.860809e-06	0.1	0.04002365	1.334167e-06	0.1	0.04002365	3.015708e-06	0.1
0.05150771	2.868355974015e-06	0.1	0.05150771	2.136735e-06	0.1	0.05150771	1.532001e-06	0.1	0.05150771	3.462886e-06	0.1
0.06299176	2.1712483451289997e-06	0.1	0.06299176	2.345602e-06	0.1	0.06299176	1.681754e-06	0.1	0.06299176	3.801385e-06	0.1
0.07447582	1.6435618669508e-06	0.1	0.07447582	2.503707e-06	0.1	0.07447582	1.795113e-06	0.1	0.07447582	4.057617e-06	0.1
0.08595987	1.2441209693299e-06	0.1	0.08595987	2.623388e-06	0.1	0.08595987	1.880921e-06	0.1	0.08595987	4.251576e-06	0.1
0.09744393	9.4175824909032e-07	0.1	0.09744393	2.713981e-06	0.1	0.09744393	1.945876e-06	0.1	0.09744393	4.398396e-06	0.1
0.108928	7.1287953729355e-07	0.1	0.108928	2.782558e-06	0.1	0.108928	1.995044e-06	0.1	0.108928	4.509535e-06	0.1
0.120412	5.396261420573401e-07	0.1	0.120412	2.834468e-06	0.1	0.120412	2.032262e-06	0.1	0.120412	4.593663e-06	0.1
0.132371	4.0380295637801e-07	0.1	0.132371	2.875164e-06	0.1	0.132371	2.06144e-06	0.1	0.132371	4.659615e-06	0.1
0.1462294	2.885656520156e-07	0.1	0.1462294	2.909691e-06	0.1	0.1462294	2.086196e-06	0.1	0.1462294	4.715572e-06	0.1
0.1600879	2.0621481491073e-07	0.1	0.1600879	2.934365e-06	0.1	0.1600879	2.103887e-06	0.1	0.1600879	4.755559e-06	0.1
0.1739463	1.4736530948418e-07	0.1	0.1739463	2.951997e-06	0.1	0.1739463	2.116529e-06	0.1	0.1739463	4.784135e-06	0.1
