Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
0.0002434293	1.0000000838	0.1	0.0002434293	3.902770112e-19	0.1	0.0002434293	2.1006994866e-25	0.1	0.0002434293	1.589364771e-13	0.1
0.0005409509	1.0000000838	0.1	0.0005409509	9.806171336999998e-19	0.1	0.0005409509	4.716673215e-25	0.1	0.0005409509	3.5318994329999996e-13	0.1
0.001314244	0.9999999837999999	0.1	0.001314244	3.191662399e-18	0.1	0.001314244	1.1746090767e-24	0.1	0.001314244	8.580751993e-13	0.1
0.003376359	0.9999999737999999	0.1	0.003376359	1.8523471778e-17	0.1	0.003376359	3.24890886e-24	0.1	0.003376359	2.204389835e-12	0.1
0.009562703	1.0000000438	0.1	0.009562703	2.0236653755e-16	0.1	0.009562703	1.1024184422e-23	0.1	0.009562703	6.242377364e-12	0.1
0.02399751	0.9999999639	0.1	0.02399751	2.4810741461000002e-15	0.1	0.02399751	3.8834177150000005e-23	0.1	0.02399751	1.564934723e-11	0.1
0.05286711	1.0000000041	0.1	0.05286711	2.3863291574e-14	0.1	0.05286711	1.3909333744000001e-22	0.1	0.05286711	3.431923745e-11	0.1
0.1106063	0.9999998844	0.1	0.1106063	2.0744585666e-13	0.1	0.1106063	5.469904946999999e-22	0.1	0.1106063	7.04440809e-11	0.1
0.2171236	0.999999695	0.1	0.2171236	1.507238862e-12	0.1	0.2171236	2.1699488586e-21	0.1	0.2171236	1.294118408e-10	0.1
0.3752433	0.9999994158	0.1	0.3752433	7.465214794599998e-12	0.1	0.3752433	6.959297161e-21	0.1	0.3752433	1.9236146819999998e-10	0.1
0.5802383	0.9999990969	0.1	0.5802383	2.6335721711e-11	0.1	0.5802383	1.7558959603e-20	0.1	0.5802383	2.3570129069999997e-10	0.1
0.8548867	0.9999988884000001	0.1	0.8548867	7.937133817e-11	0.1	0.8548867	3.9315752900000005e-20	0.1	0.8548867	2.576793688e-10	0.1
1.231522	0.9999984604	0.1	1.231522	2.1933826883999997e-10	0.1	1.231522	8.2151033414e-20	0.1	1.231522	2.66014635e-10	0.1
1.810089	0.9999981035999999	0.1	1.810089	6.198104782e-10	0.1	1.810089	1.7125956416999998e-19	0.1	1.810089	2.694350128e-10	0.1
2.7065	0.9999975684	0.1	2.7065	1.7427029571e-09	0.1	2.7065	3.4070481234999996e-19	0.1	2.7065	2.705778067e-10	0.1
3.778143	0.9999972241999999	0.1	3.778143	3.896566028e-09	0.1	3.778143	5.5523453692e-19	0.1	3.778143	2.705845541e-10	0.1
5.112631	0.9999969614	0.1	5.112631	7.679776651699999e-09	0.1	5.112631	8.1219293011e-19	0.1	5.112631	2.7374862080000004e-10	0.1
6.447119	0.9999968685	0.1	6.447119	1.2440969495e-08	0.1	6.447119	1.02273698285e-18	0.1	6.447119	2.727374525e-10	0.1
8.078246	0.9999967671999999	0.1	8.078246	1.9224381592e-08	0.1	8.078246	1.23083952896e-18	0.1	8.078246	2.721773145e-10	0.1
9.914985	0.999996687	0.1	9.914985	2.7711461148999998e-08	0.1	9.914985	1.4201059428500001e-18	0.1	9.914985	2.717360373e-10	0.1
12.00707	0.999996648	0.1	12.00707	3.8042457799e-08	0.1	12.00707	1.59754862363e-18	0.1	12.00707	2.714832753e-10	0.1
14.57226	0.9999965815	0.1	14.57226	5.1235677911000005e-08	0.1	14.57226	1.78026222044e-18	0.1	14.57226	2.713152228e-10	0.1
17.80741	0.9999965785	0.1	17.80741	6.826439046699999e-08	0.1	17.80741	1.98296452917e-18	0.1	17.80741	2.712815214e-10	0.1
21.77178	0.999996639	0.1	21.77178	8.936216367e-08	0.1	21.77178	2.2158205589399996e-18	0.1	21.77178	2.7126255030000004e-10	0.1
26.57874	0.9999965237	0.1	26.57874	1.1504804396e-07	0.1	26.57874	2.48640916453e-18	0.1	26.57874	2.7125697880000003e-10	0.1
33.78325	0.9999964803	0.1	33.78325	1.5358532739e-07	0.1	33.78325	2.89133184519e-18	0.1	33.78325	2.71242533e-10	0.1
43.48093	0.9999964085	0.1	43.48093	2.0545342514e-07	0.1	43.48093	3.4356842147699998e-18	0.1	43.48093	2.712230671e-10	0.1
57.11266	0.9999963345000001	0.1	57.11266	2.7832900019e-07	0.1	57.11266	4.199241491e-18	0.1	57.11266	2.711966138e-10	0.1
79.83222	0.9999962702	0.1	79.83222	3.9969573832e-07	0.1	79.83222	5.4744173734e-18	0.1	79.83222	2.7115095969999997e-10	0.1
125.2713	0.999995946	0.1	125.2713	6.420940662999999e-07	0.1	125.2713	8.020198812800001e-18	0.1	125.2713	2.71068381e-10	0.1
186.4173	0.9999957098	0.1	186.4173	9.676375012e-07	0.1	186.4173	1.14412399936e-17	0.1	186.4173	2.709698238e-10	0.1
263.1846	0.9999953513000001	0.1	263.1846	1.3754328162e-06	0.1	263.1846	1.57294549393e-17	0.1	263.1846	2.708638132e-10	0.1
291.3725	0.9999950732999999	0.1	291.3725	1.5249449826e-06	0.1	291.3725	1.73023121402e-17	0.1	291.3725	2.70829141e-10	0.1
342.1106	0.9999948283999999	0.1	342.1106	1.7937929658e-06	0.1	342.1106	2.0131605427799997e-17	0.1	342.1106	2.7077218860000004e-10	0.1
406.705	0.9999946094	0.1	406.705	2.1356069934e-06	0.1	406.705	2.37299830427e-17	0.1	406.705	2.70708364e-10	0.1
476.7784	0.9999942303000001	0.1	476.7784	2.5059124801e-06	0.1	476.7784	2.7629493678400002e-17	0.1	476.7784	2.706488571e-10	0.1
546.8519	0.9999938406	0.1	546.8519	2.8757695106000002e-06	0.1	546.8519	3.15251810884e-17	0.1	546.8519	2.7059801569999996e-10	0.1
