# T[K]         W1         Pr2         Pr3         Pr1         sum_k_Pr_i
3.00e+02	2.92e-16	6.79e-25	9.82e-34	2.92e-16	2.92e-16
4.00e+02	2.11e-10	8.51e-17	3.78e-22	2.11e-10	2.11e-10
5.00e+02	1.11e-06	1.59e-11	4.40e-15	1.11e-06	1.11e-06
6.00e+02	4.45e-04	6.21e-08	2.45e-10	4.45e-04	4.45e-04
7.00e+02	3.95e-02	2.96e-05	6.36e-07	3.95e-02	3.95e-02
8.00e+02	1.29e+00	3.61e-03	2.35e-04	1.29e+00	1.29e+00
9.00e+02	2.08e+01	1.68e-01	2.35e-02	2.10e+01	2.10e+01
1.00e+03	2.03e+02	3.82e+00	9.16e-01	2.08e+02	2.08e+02
1.10e+03	1.33e+03	4.99e+01	1.80e+01	1.40e+03	1.40e+03
1.20e+03	6.42e+03	4.22e+02	2.11e+02	7.05e+03	7.05e+03
1.30e+03	2.39e+04	2.53e+03	1.67e+03	2.81e+04	2.81e+04
1.40e+03	7.25e+04	1.15e+04	9.55e+03	9.36e+04	9.36e+04
1.50e+03	1.84e+05	4.21e+04	4.28e+04	2.69e+05	2.69e+05
1.60e+03	4.05e+05	1.29e+05	1.57e+05	6.90e+05	6.90e+05
1.70e+03	7.85e+05	3.38e+05	4.90e+05	1.61e+06	1.61e+06
1.80e+03	1.36e+06	7.85e+05	1.33e+06	3.47e+06	3.47e+06
1.90e+03	2.18e+06	1.65e+06	3.24e+06	7.07e+06	7.07e+06
2.00e+03	3.22e+06	3.18e+06	7.18e+06	1.36e+07	1.36e+07
2.10e+03	4.45e+06	5.72e+06	1.46e+07	2.48e+07	2.48e+07
2.20e+03	5.83e+06	9.66e+06	2.80e+07	4.35e+07	4.35e+07
2.30e+03	7.30e+06	1.56e+07	5.06e+07	7.35e+07	7.35e+07
2.40e+03	8.80e+06	2.40e+07	8.67e+07	1.19e+08	1.19e+08
2.50e+03	1.03e+07	3.58e+07	1.42e+08	1.88e+08	1.88e+08
