Batch	m_SP	2	Pr2	Pr1	
2.003000000000e-01	9.999900000000e-06	1.000000000000e-01	2.003000000000e-01	1.867165000000e-23	1.000000000000e-01
7.738346000000e+04	9.999900000000e-06	1.000000000000e-01	7.738346000000e+04	7.376678000000e-17	1.000000000000e-01
8.162009000000e+05	9.999897000030e-06	1.000000000000e-01	8.162009000000e+05	6.750709000000e-13	1.000000000000e-01
1.991551000000e+06	9.999894000060e-06	1.000000000000e-01	1.991551000000e+06	2.652744000000e-12	1.000000000000e-01
4.256311000000e+06	9.999889000110e-06	1.000000000000e-01	4.256311000000e+06	7.122295000000e-12	1.000000000000e-01
5.766151000000e+06	9.999886000140e-06	1.000000000000e-01	5.766151000000e+06	1.014094000000e-11	1.000000000000e-01
8.408370000000e+06	9.999881000190e-06	1.000000000000e-01	8.408370000000e+06	1.543946000000e-11	1.000000000000e-01
1.671249000000e+07	9.999864000360e-06	1.000000000000e-01	1.671249000000e+07	3.208833000000e-11	1.000000000000e-01
4.086993000000e+07	9.999816000840e-06	1.000000000000e-01	4.086993000000e+07	8.052275000000e-11	1.000000000000e-01
1.254210000000e+08	9.999646002540e-06	1.000000000000e-01	1.254210000000e+08	2.500366000000e-10	1.000000000000e-01
3.911528000000e+08	9.999114007860e-06	1.000000000000e-01	3.911528000000e+08	7.827008000000e-10	1.000000000000e-01
1.096843000000e+09	9.997701021990e-06	1.000000000000e-01	1.096843000000e+09	2.195250000000e-09	1.000000000000e-01
2.634134000000e+09	9.994647052530e-06	1.000000000000e-01	2.634134000000e+09	5.249653000000e-09	1.000000000000e-01
4.963144000000e+09	9.990141097590e-06	1.000000000000e-01	4.963144000000e+09	9.755681000000e-09	1.000000000000e-01
8.531099000000e+09	9.983725161750e-06	1.000000000000e-01	8.531099000000e+09	1.617136000000e-08	1.000000000000e-01
9.313965000000e+09	9.982420174800e-06	1.000000000000e-01	9.313965000000e+09	1.747654000000e-08	1.000000000000e-01
9.314340000000e+09	9.982419174810e-06	1.000000000000e-01	9.314340000000e+09	1.747716000000e-08	1.000000000000e-01
9.315652000000e+09	9.982417174830e-06	1.000000000000e-01	9.315652000000e+09	1.747932000000e-08	1.000000000000e-01
9.317339000000e+09	9.982414174860e-06	1.000000000000e-01	9.317339000000e+09	1.748209000000e-08	1.000000000000e-01
9.319401000000e+09	9.982411174890e-06	1.000000000000e-01	9.319401000000e+09	1.748548000000e-08	1.000000000000e-01
9.325399000000e+09	9.982401174990e-06	1.000000000000e-01	9.325399000000e+09	1.749532000000e-08	1.000000000000e-01
9.346393000000e+09	9.982366175340e-06	1.000000000000e-01	9.346393000000e+09	1.752973000000e-08	1.000000000000e-01
9.394379000000e+09	9.982288176120e-06	1.000000000000e-01	9.394379000000e+09	1.760829000000e-08	1.000000000000e-01
9.502348000000e+09	9.982112177880e-06	1.000000000000e-01	9.502348000000e+09	1.778448000000e-08	1.000000000000e-01
9.790264000000e+09	9.981646182540e-06	1.000000000000e-01	9.790264000000e+09	1.825037000000e-08	1.000000000000e-01
1.046207000000e+10	9.980581193190e-06	1.000000000000e-01	1.046207000000e+10	1.931491000000e-08	1.000000000000e-01
1.199762000000e+10	9.978270216300e-06	1.000000000000e-01	1.199762000000e+10	2.162599000000e-08	1.000000000000e-01
1.419101000000e+10	9.975272246280e-06	1.000000000000e-01	1.419101000000e+10	2.462366000000e-08	1.000000000000e-01
1.656703000000e+10	9.972430274700e-06	1.000000000000e-01	1.656703000000e+10	2.746601000000e-08	1.000000000000e-01
1.915544000000e+10	9.969794301060e-06	1.000000000000e-01	1.915544000000e+10	3.010131000000e-08	1.000000000000e-01
2.220826000000e+10	9.967251326490e-06	1.000000000000e-01	2.220826000000e+10	3.264407000000e-08	1.000000000000e-01
2.657151000000e+10	9.964520353800e-06	1.000000000000e-01	2.657151000000e+10	3.537529000000e-08	1.000000000000e-01
3.020755000000e+10	9.962890370100e-06	1.000000000000e-01	3.020755000000e+10	3.700491000000e-08	1.000000000000e-01
3.384358000000e+10	9.961704381960e-06	1.000000000000e-01	3.384358000000e+10	3.819098000000e-08	1.000000000000e-01
4.074622000000e+10	9.960291396090e-06	1.000000000000e-01	4.074622000000e+10	3.960341000000e-08	1.000000000000e-01
4.764886000000e+10	9.959550403500e-06	1.000000000000e-01	4.764886000000e+10	4.034459000000e-08	1.000000000000e-01
5.455150000000e+10	9.959166407340e-06	1.000000000000e-01	5.455150000000e+10	4.072859000000e-08	1.000000000000e-01
6.238421000000e+10	9.958950409500e-06	1.000000000000e-01	6.238421000000e+10	4.094408000000e-08	1.000000000000e-01
7.118223000000e+10	9.958841410590e-06	1.000000000000e-01	7.118223000000e+10	4.105299000000e-08	1.000000000000e-01
8.136130000000e+10	9.958791411090e-06	1.000000000000e-01	8.136130000000e+10	4.110366000000e-08	1.000000000000e-01
