Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.002859238	9.8760222511678e-06	0.1	0.002859238	3.588706e-09	0.1	0.002859238	2.313766e-09	0.1	0.002859238	6.579279e-09	0.1	0.002859238	9.660052600000001e-08	0.1	0.002859238	5.870999e-09	0.1	0.002859238	8.924525e-09	0.1
0.0079116	9.660865492060501e-06	0.1	0.0079116	9.821817e-09	0.1	0.0079116	6.332407e-09	0.1	0.0079116	1.800644e-08	0.1	0.0079116	2.64380408e-07	0.1	0.0079116	1.606818e-08	0.1	0.0079116	2.4425e-08	0.1
0.01544786	9.348610903674e-06	0.1	0.01544786	1.886805e-08	0.1	0.01544786	1.216463e-08	0.1	0.01544786	3.459058e-08	0.1	0.01544786	5.078785419999999e-07	0.1	0.01544786	3.086758e-08	0.1	0.01544786	4.692073e-08	0.1
0.0254623	8.949236557315e-06	0.1	0.0254623	3.043816e-08	0.1	0.0254623	1.962405e-08	0.1	0.0254623	5.580171e-08	0.1	0.0254623	8.1931265e-07	0.1	0.0254623	4.979596e-08	0.1	0.0254623	7.569276e-08	0.1
0.02946808	8.794306382115598e-06	0.1	0.02946808	3.49266e-08	0.1	0.02946808	2.251781e-08	0.1	0.02946808	6.403024e-08	0.1	0.02946808	9.4012872e-07	0.1	0.02946808	5.713893e-08	0.1	0.02946808	8.685443e-08	0.1
0.03197169	8.698839571905601e-06	0.1	0.03197169	3.769232e-08	0.1	0.03197169	2.430092e-08	0.1	0.03197169	6.910057e-08	0.1	0.03197169	1.01457421e-06	0.1	0.03197169	6.166358e-08	0.1	0.03197169	9.373214e-08	0.1
0.03597747	8.548244403746698e-06	0.1	0.03597747	4.205517e-08	0.1	0.03597747	2.711372e-08	0.1	0.03597747	7.709887e-08	0.1	0.03597747	1.1320102800000002e-06	0.1	0.03597747	6.880107e-08	0.1	0.03597747	1.045815e-07	0.1
0.04398902	8.25482924287e-06	0.1	0.04398902	5.055557e-08	0.1	0.04398902	3.259407e-08	0.1	0.04398902	9.268245e-08	0.1	0.04398902	1.36081687e-06	0.1	0.04398902	8.270749e-08	0.1	0.04398902	1.2572e-07	0.1
0.05400346	7.9021829629037e-06	0.1	0.05400346	6.077194e-08	0.1	0.05400346	3.918074e-08	0.1	0.05400346	1.114119e-07	0.1	0.05400346	1.63581376e-06	0.1	0.05400346	9.942119e-08	0.1	0.05400346	1.511257e-07	0.1
0.0659437	7.5013557321896005e-06	0.1	0.0659437	7.238411e-08	0.1	0.0659437	4.66673e-08	0.1	0.0659437	1.327002e-07	0.1	0.0659437	1.94838132e-06	0.1	0.0659437	1.184184e-07	0.1	0.0659437	1.800025e-07	0.1
0.07380108	7.2487456646538e-06	0.1	0.07380108	7.970238e-08	0.1	0.07380108	5.138551e-08	0.1	0.07380108	1.461166e-07	0.1	0.07380108	2.14536843e-06	0.1	0.07380108	1.303909e-07	0.1	0.07380108	1.982013e-07	0.1
0.08165846	7.0046423394304e-06	0.1	0.08165846	8.67742e-08	0.1	0.08165846	5.594484e-08	0.1	0.08165846	1.590812e-07	0.1	0.08165846	2.33572237e-06	0.1	0.08165846	1.419602e-07	0.1	0.08165846	2.157873e-07	0.1
0.09737321	6.5408206600276e-06	0.1	0.09737321	1.002114e-07	0.1	0.09737321	6.460804e-08	0.1	0.09737321	1.837154e-07	0.1	0.09737321	2.69741478e-06	0.1	0.09737321	1.639431e-07	0.1	0.09737321	2.492025e-07	0.1
0.1229394	5.850946670710801e-06	0.1	0.1229394	1.201975e-07	0.1	0.1229394	7.749343e-08	0.1	0.1229394	2.203555e-07	0.1	0.1229394	3.23538496e-06	0.1	0.1229394	1.966398e-07	0.1	0.1229394	2.989033e-07	0.1
0.1573898	5.0349974879634e-06	0.1	0.1573898	1.438362e-07	0.1	0.1573898	9.273366e-08	0.1	0.1573898	2.636916e-07	0.1	0.1573898	3.87167188e-06	0.1	0.1573898	2.353119e-07	0.1	0.1573898	3.57687e-07	0.1
0.1660023	4.849451227059601e-06	0.1	0.1660023	1.492116e-07	0.1	0.1660023	9.619928e-08	0.1	0.1660023	2.735463e-07	0.1	0.1660023	4.01636387e-06	0.1	0.1660023	2.44106e-07	0.1	0.1660023	3.710545e-07	0.1
0.1771472	4.61946070705e-06	0.1	0.1771472	1.558746e-07	0.1	0.1771472	1.00495e-07	0.1	0.1771472	2.857614e-07	0.1	0.1771472	4.19571234e-06	0.1	0.1771472	2.550064e-07	0.1	0.1771472	3.876238e-07	0.1
0.1889252	4.3882502975815995e-06	0.1	0.1889252	1.625729e-07	0.1	0.1889252	1.048136e-07	0.1	0.1889252	2.980413e-07	0.1	0.1889252	4.3760139e-06	0.1	0.1889252	2.659647e-07	0.1	0.1889252	4.04281e-07	0.1
0.2054144	4.083865699100501e-06	0.1	0.2054144	1.713912e-07	0.1	0.2054144	1.104988e-07	0.1	0.2054144	3.142076e-07	0.1	0.2054144	4.61337613e-06	0.1	0.2054144	2.803911e-07	0.1	0.2054144	4.262099e-07	0.1
0.229986	3.6690096618188002e-06	0.1	0.229986	1.834099e-07	0.1	0.229986	1.182475e-07	0.1	0.229986	3.362412e-07	0.1	0.229986	4.93688719e-06	0.1	0.229986	3.000534e-07	0.1	0.229986	4.560977e-07	0.1
0.2586198	3.2384322126945e-06	0.1	0.2586198	1.95884e-07	0.1	0.2586198	1.262898e-07	0.1	0.2586198	3.591098e-07	0.1	0.2586198	5.2726566000000005e-06	0.1	0.2586198	3.204608e-07	0.1	0.2586198	4.87118e-07	0.1
0.2700733	3.0806994757e-06	0.1	0.2700733	2.004537e-07	0.1	0.2700733	1.29236e-07	0.1	0.2700733	3.674873e-07	0.1	0.2700733	5.39565973e-06	0.1	0.2700733	3.279366e-07	0.1	0.2700733	4.984817e-07	0.1
0.2800978	2.9489643412855003e-06	0.1	0.2800978	2.042702e-07	0.1	0.2800978	1.316965e-07	0.1	0.2800978	3.74484e-07	0.1	0.2800978	5.49838944e-06	0.1	0.2800978	3.341803e-07	0.1	0.2800978	5.079724e-07	0.1
0.2991941	2.7133974141575997e-06	0.1	0.2991941	2.110947e-07	0.1	0.2991941	1.360964e-07	0.1	0.2991941	3.869953e-07	0.1	0.2991941	5.6820868500000006e-06	0.1	0.2991941	3.453451e-07	0.1	0.2991941	5.249434e-07	0.1
0.3326126	2.3455278907872002e-06	0.1	0.3326126	2.217522e-07	0.1	0.3326126	1.429675e-07	0.1	0.3326126	4.065334e-07	0.1	0.3326126	5.968958e-06	0.1	0.3326126	3.627805e-07	0.1	0.3326126	5.514462e-07	0.1
0.3564829	2.1137114321596e-06	0.1	0.3564829	2.284682e-07	0.1	0.3564829	1.472974e-07	0.1	0.3564829	4.188456e-07	0.1	0.3564829	6.1497320600000004e-06	0.1	0.3564829	3.737675e-07	0.1	0.3564829	5.681471e-07	0.1
0.3858896	1.8593822742960001e-06	0.1	0.3858896	2.358363e-07	0.1	0.3858896	1.520477e-07	0.1	0.3858896	4.323534e-07	0.1	0.3858896	6.348061500000001e-06	0.1	0.3858896	3.858216e-07	0.1	0.3858896	5.8647e-07	0.1
0.418987	1.6095473495472001e-06	0.1	0.418987	2.430742e-07	0.1	0.418987	1.567142e-07	0.1	0.418987	4.456226e-07	0.1	0.418987	6.5428873e-06	0.1	0.418987	3.976627e-07	0.1	0.418987	6.04469e-07	0.1
0.4520844	1.3932819204740002e-06	0.1	0.4520844	2.493397e-07	0.1	0.4520844	1.607536e-07	0.1	0.4520844	4.571088e-07	0.1	0.4520844	6.7115351e-06	0.1	0.4520844	4.079127e-07	0.1	0.4520844	6.200497e-07	0.1
0.4851819	1.2060740490528002e-06	0.1	0.4851819	2.547633e-07	0.1	0.4851819	1.642503e-07	0.1	0.4851819	4.670518e-07	0.1	0.4851819	6.8575226e-06	0.1	0.4851819	4.167856e-07	0.1	0.4851819	6.335369e-07	0.1
