# T[K]         W1         Pr1         Pr3         Pr2         sum_k_Pr_i
3.00e+02	3.68e-44	4.08e-55	8.41e-64	3.68e-44	3.68e-44
4.00e+02	2.55e-31	2.68e-39	1.44e-44	2.55e-31	2.55e-31
5.00e+02	3.16e-23	2.33e-29	6.78e-33	3.16e-23	3.16e-23
6.00e+02	1.52e-17	1.24e-22	5.12e-25	1.52e-17	1.52e-17
7.00e+02	2.18e-13	1.07e-17	2.55e-19	2.19e-13	2.19e-13
8.00e+02	3.19e-10	6.90e-14	5.29e-15	3.19e-10	3.19e-10
9.00e+02	9.82e-08	7.45e-11	1.28e-11	9.83e-08	9.83e-08
1.00e+03	1.01e-05	2.22e-08	6.70e-09	1.01e-05	1.01e-05
1.10e+03	4.62e-04	2.49e-06	1.13e-06	4.66e-04	4.66e-04
1.20e+03	1.14e-02	1.31e-04	8.06e-05	1.16e-02	1.16e-02
1.30e+03	1.73e-01	3.78e-03	2.94e-03	1.80e-01	1.80e-01
1.40e+03	1.79e+00	6.73e-02	6.30e-02	1.92e+00	1.92e+00
1.50e+03	1.34e+01	8.08e-01	8.79e-01	1.51e+01	1.51e+01
1.60e+03	7.71e+01	6.99e+00	8.67e+00	9.28e+01	9.28e+01
1.70e+03	3.54e+02	4.63e+01	6.43e+01	4.65e+02	4.65e+02
1.80e+03	1.34e+03	2.45e+02	3.75e+02	1.96e+03	1.96e+03
1.90e+03	4.33e+03	1.07e+03	1.80e+03	7.20e+03	7.20e+03
2.00e+03	1.21e+04	3.98e+03	7.26e+03	2.33e+04	2.33e+04
2.10e+03	2.99e+04	1.29e+04	2.54e+04	6.81e+04	6.81e+04
2.20e+03	6.67e+04	3.72e+04	7.87e+04	1.83e+05	1.83e+05
2.30e+03	1.35e+05	9.69e+04	2.19e+05	4.51e+05	4.51e+05
2.40e+03	2.55e+05	2.32e+05	5.57e+05	1.04e+06	1.04e+06
2.50e+03	4.46e+05	5.13e+05	1.30e+06	2.26e+06	2.26e+06
