Batch	m_SP	7	P4	R	W4_L	W3	P1	P2_L	P3											
2.582762e-12	9.78532114581e-06	0.1	2.582762e-12	5.125441e-12	0.1	2.582762e-12	1.6693612e-11	0.1	2.582762e-12	2.124424e-07	0.1	2.582762e-12	1.97593e-09	0.1	2.582762e-12	4.4085978e-11	0.1	2.582762e-12	7.544458e-12	0.1
5.663634e-12	9.53537364531e-06	0.1	5.663634e-12	1.109573e-11	0.1	5.663634e-12	3.6138885e-11	0.1	5.663634e-12	4.599023e-07	0.1	5.663634e-12	4.277558e-09	0.1	5.663634e-12	9.5438799e-11	0.1	5.663634e-12	1.633249e-11	0.1
1.167799e-11	9.06568334226e-06	0.1	1.167799e-11	2.23148e-11	0.1	1.167799e-11	7.267953e-11	0.1	1.167799e-11	9.249172e-07	0.1	1.167799e-11	8.602669e-09	0.1	1.167799e-11	1.9193857399999998e-10	0.1	1.167799e-11	3.284655e-11	0.1
2.235774e-11	8.287937119800002e-06	0.1	2.235774e-11	4.089212e-11	0.1	2.235774e-11	1.331861e-10	0.1	2.235774e-11	1.694921e-06	0.1	2.235774e-11	1.576449e-08	0.1	2.235774e-11	3.5172963000000004e-10	0.1	2.235774e-11	6.019168e-11	0.1
3.725196e-11	7.31341486512e-06	0.1	3.725196e-11	6.416966e-11	0.1	3.725196e-11	2.090014e-10	0.1	3.725196e-11	2.659743e-06	0.1	3.725196e-11	2.473831e-08	0.1	3.725196e-11	5.5194906e-10	0.1	3.725196e-11	9.445534e-11	0.1
5.834498e-11	6.1260987384e-06	0.1	5.834498e-11	9.253001e-11	0.1	5.834498e-11	3.0137152999999995e-10	0.1	5.834498e-11	3.83524e-06	0.1	5.834498e-11	3.567162e-08	0.1	5.834498e-11	7.9588783e-10	0.1	5.834498e-11	1.362007e-10	0.1
7.943801e-11	5.13154068408e-06	0.1	7.943801e-11	1.162861e-10	0.1	7.943801e-11	3.7874574999999995e-10	0.1	7.943801e-11	4.819898e-06	0.1	7.943801e-11	4.482994e-08	0.1	7.943801e-11	1.0002237300000002e-09	0.1	7.943801e-11	1.711688e-10	0.1
1.115786e-10	3.917561432229899e-06	0.1	1.115786e-10	1.452834e-10	0.1	1.115786e-10	4.7319062e-10	0.1	1.115786e-10	6.021792e-06	0.1	1.115786e-10	5.600879e-08	0.1	1.115786e-10	1.2496407600000001e-09	0.1	1.115786e-10	2.138517e-10	0.1
1.437192e-10	2.9907757928594e-06	0.1	1.437192e-10	1.674207e-10	0.1	1.437192e-10	5.452926400000001e-10	0.1	1.437192e-10	6.939353e-06	0.1	1.437192e-10	6.454304e-08	0.1	1.437192e-10	1.4400528e-09	0.1	1.437192e-10	2.464369e-10	0.1
1.758598e-10	2.2832419390235e-06	0.1	1.758598e-10	1.843209e-10	0.1	1.758598e-10	6.003376900000001e-10	0.1	1.758598e-10	7.639844e-06	0.1	1.758598e-10	7.105833e-08	0.1	1.758598e-10	1.58541792e-09	0.1	1.758598e-10	2.713135e-10	0.1
2.080005e-10	1.7430903946092e-06	0.1	2.080005e-10	1.97223e-10	0.1	2.080005e-10	6.423608400000001e-10	0.1	2.080005e-10	8.174619e-06	0.1	2.080005e-10	7.603229e-08	0.1	2.080005e-10	1.69639434e-09	0.1	2.080005e-10	2.903049e-10	0.1
2.401411e-10	1.3307245595462e-06	0.1	2.401411e-10	2.070728e-10	0.1	2.401411e-10	6.744427e-10	0.1	2.401411e-10	8.582881e-06	0.1	2.401411e-10	7.982955e-08	0.1	2.401411e-10	1.78111674e-09	0.1	2.401411e-10	3.048035e-10	0.1
2.722817e-10	1.0159117391878001e-06	0.1	2.722817e-10	2.145925e-10	0.1	2.722817e-10	6.989352e-10	0.1	2.722817e-10	8.89456e-06	0.1	2.722817e-10	8.272849e-08	0.1	2.722817e-10	1.8457964200000002e-09	0.1	2.722817e-10	3.158721e-10	0.1
3.044223e-10	7.7557566660665e-07	0.1	3.044223e-10	2.203332e-10	0.1	3.044223e-10	7.176336e-10	0.1	3.044223e-10	9.132505e-06	0.1	3.044223e-10	8.494163e-08	0.1	3.044223e-10	1.89517425e-09	0.1	3.044223e-10	3.243222e-10	0.1
3.365629e-10	5.9209621976778e-07	0.1	3.365629e-10	2.247158e-10	0.1	3.365629e-10	7.319089e-10	0.1	3.365629e-10	9.314159e-06	0.1	3.365629e-10	8.66312e-08	0.1	3.365629e-10	1.93287095e-09	0.1	3.365629e-10	3.307732e-10	0.1
3.687035e-10	4.5202283452326e-07	0.1	3.687035e-10	2.280616e-10	0.1	3.687035e-10	7.428073e-10	0.1	3.687035e-10	9.452838e-06	0.1	3.687035e-10	8.792107e-08	0.1	3.687035e-10	1.9616496600000003e-09	0.1	3.687035e-10	3.356981e-10	0.1
4.075942e-10	3.260677066829e-07	0.1	4.075942e-10	2.310702e-10	0.1	4.075942e-10	7.526073999999999e-10	0.1	4.075942e-10	9.577541e-06	0.1	4.075942e-10	8.908094e-08	0.1	4.075942e-10	1.98752721e-09	0.1	4.075942e-10	3.401266e-10	0.1
4.464848e-10	2.3520972435779e-07	0.1	4.464848e-10	2.332404e-10	0.1	4.464848e-10	7.596771e-10	0.1	4.464848e-10	9.667495e-06	0.1	4.464848e-10	8.991762e-08	0.1	4.464848e-10	2.0061946099999997e-09	0.1	4.464848e-10	3.433212e-10	0.1
4.853755e-10	1.6966908632492e-07	0.1	4.853755e-10	2.348059e-10	0.1	4.853755e-10	7.647774e-10	0.1	4.853755e-10	9.732384e-06	0.1	4.853755e-10	9.052117e-08	0.1	4.853755e-10	2.01965997e-09	0.1	4.853755e-10	3.456255e-10	0.1
5.275177e-10	1.1909409713747e-07	0.1	5.275177e-10	2.36014e-10	0.1	5.275177e-10	7.687134e-10	0.1	5.275177e-10	9.782457e-06	0.1	5.275177e-10	9.09869e-08	0.1	5.275177e-10	2.03005053e-09	0.1	5.275177e-10	3.474037e-10	0.1
