Batch	m_SP	2	N7a_L	N1a_L	
0.0	1.0	0.1	0.0	0.0	0.1
2.348261e-14	0.9999972967299999	0.1	2.348261e-14	1.642371927e-09	0.1
1.243763e-13	0.99998584499	0.1	1.243763e-13	8.695851000000001e-09	0.1
2.734206e-13	0.99996894578	0.1	2.734206e-13	1.910648755e-08	0.1
5.600054e-13	0.9999364628	0.1	5.600054e-13	3.9093412100000005e-08	0.1
9.29877e-13	0.99989473171	0.1	9.29877e-13	6.48274578e-08	0.1
1.423704e-12	0.9998392179500001	0.1	1.423704e-12	9.907432069999999e-08	0.1
2.03587e-12	0.99977043051	0.1	2.03587e-12	1.4134394640000002e-07	0.1
2.790844e-12	0.9996858077099999	0.1	2.790844e-12	1.9318073200000002e-07	0.1
3.545817e-12	0.99960119404	0.1	3.545817e-12	2.4467765899999997e-07	0.1
4.395924e-12	0.9995059830599999	0.1	4.395924e-12	3.0223703800000004e-07	0.1
5.35481e-12	0.9993986784600001	0.1	5.35481e-12	3.6659333e-07	0.1
6.495121e-12	0.99927105721	0.1	6.495121e-12	4.42303415e-07	0.1
7.888085e-12	0.99911514011	0.1	7.888085e-12	5.33515009e-07	0.1
9.556451e-12	0.99892855208	0.1	9.556451e-12	6.408231990000001e-07	0.1
1.154318e-11	0.9987064463299999	0.1	1.154318e-11	7.6571691e-07	0.1
1.441181e-11	0.99838576317	0.1	1.441181e-11	9.402343700000001e-07	0.1
1.728044e-11	0.99806521117	0.1	1.728044e-11	1.10760026e-06	0.1
2.062768e-11	0.99769145162	0.1	2.062768e-11	1.2935882100000002e-06	0.1
2.409457e-11	0.99730456219	0.1	2.409457e-11	1.47552285e-06	0.1
2.756146e-11	0.99691784802	0.1	2.756146e-11	1.64657904e-06	0.1
3.102835e-11	0.9965312890200001	0.1	3.102835e-11	1.80690403e-06	0.1
3.522087e-11	0.99606420514	0.1	3.522087e-11	1.98682002e-06	0.1
3.941338e-11	0.9955974023399999	0.1	3.941338e-11	2.15202247e-06	0.1
4.360589e-11	0.99513100557	0.1	4.360589e-11	2.3032362799999997e-06	0.1
4.851631e-11	0.9945851148100001	0.1	4.851631e-11	2.4636310499999998e-06	0.1
5.36062e-11	0.99401965674	0.1	5.36062e-11	2.61223879e-06	0.1
5.890436e-11	0.9934316073	0.1	5.890436e-11	2.74947663e-06	0.1
6.503561e-11	0.9927517945600001	0.1	6.503561e-11	2.88828571e-06	0.1
7.116687e-11	0.99207265667	0.1	7.116687e-11	3.0080401500000004e-06	0.1
7.863529e-11	0.99124628965	0.1	7.863529e-11	3.1315875999999997e-06	0.1
8.610372e-11	0.99042098941	0.1	8.610372e-11	3.23423947e-06	0.1
9.534233e-11	0.98940143525	0.1	9.534233e-11	3.33737395e-06	0.1
1.053261e-10	0.9883015156399999	0.1	1.053261e-10	3.4250836e-06	0.1
1.164274e-10	0.98708059397	0.1	1.164274e-10	3.50036406e-06	0.1
1.303236e-10	0.9855555574599999	0.1	1.303236e-10	3.57055241e-06	0.1
1.466415e-10	0.98376931758	0.1	1.466415e-10	3.62993722e-06	0.1
1.659536e-10	0.98166180627	0.1	1.659536e-10	3.68081065e-06	0.1
1.907854e-10	0.97896198915	0.1	1.907854e-10	3.7306744e-06	0.1
2.253633e-10	0.9752218518	0.1	2.253633e-10	3.79111594e-06	0.1
2.673497e-10	0.97071013114	0.1	2.673497e-10	3.8686525700000004e-06	0.1
3.167939e-10	0.9654390683599999	0.1	3.167939e-10	3.97716756e-06	0.1
3.802869e-10	0.9587367676	0.1	3.802869e-10	4.1495204e-06	0.1
4.527643e-10	0.9511770046799999	0.1	4.527643e-10	4.3927699300000005e-06	0.1
5.312313e-10	0.9431014238200001	0.1	5.312313e-10	4.71097709e-06	0.1
6.197285e-10	0.93412872752	0.1	6.197285e-10	5.13619641e-06	0.1
7.149125e-10	0.9246369556	0.1	7.149125e-10	5.6692218800000005e-06	0.1
8.254123e-10	0.91382281009	0.1	8.254123e-10	6.38228693e-06	0.1
9.446215e-10	0.9024011292099999	0.1	9.446215e-10	7.25971337e-06	0.1
1.083353e-09	0.8894254794800001	0.1	1.083353e-09	8.41421231e-06	0.1
1.249373e-09	0.8743390095600001	0.1	1.249373e-09	9.97164116e-06	0.1
1.442068e-09	0.8574217852399999	0.1	1.442068e-09	1.19994555e-05	0.1
1.664539e-09	0.8386664363099999	0.1	1.664539e-09	1.4604361e-05	0.1
1.970426e-09	0.81419866532	0.1	1.970426e-09	1.85839821e-05	0.1
2.341454e-09	0.78649402105	0.1	2.341454e-09	2.3913532399999998e-05	0.1
2.755909e-09	0.75797760242	0.1	2.755909e-09	3.03502742e-05	0.1
3.170364e-09	0.73187385603	0.1	3.170364e-09	3.7123162699999994e-05	0.1
3.672662e-09	0.7032421836999999	0.1	3.672662e-09	4.5559174599999994e-05	0.1
4.235758e-09	0.67472955796	0.1	4.235758e-09	5.50467428e-05	0.1
4.839386e-09	0.6479483223	0.1	4.839386e-09	6.497815670000001e-05	0.1
5.443014e-09	0.62464036964	0.1	5.443014e-09	7.444344600000001e-05	0.1
6.046642e-09	0.60438463556	0.1	6.046642e-09	8.32940436e-05	0.1
6.65027e-09	0.5867961480100001	0.1	6.65027e-09	9.14433077e-05	0.1
7.253898e-09	0.57152710698	0.1	7.253898e-09	9.8852452e-05	0.1
7.857526e-09	0.5582665650799999	0.1	7.857526e-09	0.000105518157	0.1
8.461154e-09	0.54673920826	0.1	8.461154e-09	0.000111462084	0.1
9.064783e-09	0.53670304048	0.1	9.064783e-09	0.00011672242899999999	0.1
9.668411e-09	0.5279464585399999	0.1	9.668411e-09	0.00012134739	0.1
1.027204e-08	0.5202853448099999	0.1	1.027204e-08	0.000125390229	0.1
1.099939e-08	0.51228523721	0.1	1.099939e-08	0.000129566191	0.1
1.172674e-08	0.50540906823	0.1	1.172674e-08	0.000133070339	0.1
1.258615e-08	0.49846542589000004	0.1	1.258615e-08	0.000136464854	0.1
1.360087e-08	0.49157453333999995	0.1	1.360087e-08	0.000139601272	0.1
1.479903e-08	0.48482392923	0.1	1.479903e-08	0.000142327218	0.1
1.599719e-08	0.47917729495	0.1	1.599719e-08	0.00014422817199999998	0.1
1.719534e-08	0.47432716644	0.1	1.719534e-08	0.000145497847	0.1
1.83935e-08	0.47005104382	0.1	1.83935e-08	0.00014628484099999997	0.1
1.959166e-08	0.46618874024999996	0.1	1.959166e-08	0.00014670214499999998	0.1
2.078981e-08	0.46262445391999996	0.1	2.078981e-08	0.00014683519599999998	0.1
2.198797e-08	0.45927534098	0.1	2.198797e-08	0.000146748476	0.1
2.318613e-08	0.45608159654999997	0.1	2.318613e-08	0.000146490765	0.1
2.438429e-08	0.45300024877	0.1	2.438429e-08	0.000146098994	0.1
2.558244e-08	0.45000054371000003	0.1	2.558244e-08	0.00014560137899999998	0.1
2.67806e-08	0.44706044544999995	0.1	2.67806e-08	0.000145019515	0.1
2.817746e-08	0.44368742004	0.1	2.817746e-08	0.00014425680499999998	0.1
2.962399e-08	0.44023889950000006	0.1	2.962399e-08	0.00014339165099999998	0.1
3.107053e-08	0.43682294393	0.1	3.107053e-08	0.000142466638	0.1
3.270346e-08	0.43299535008	0.1	3.270346e-08	0.000141366575	0.1
3.446065e-08	0.4289017858	0.1	3.446065e-08	0.000140132109	0.1
3.621785e-08	0.42482907369	0.1	3.621785e-08	0.000138858018	0.1
3.833702e-08	0.41994054601999997	0.1	3.833702e-08	0.000137283043	0.1
4.045619e-08	0.41507488776999996	0.1	4.045619e-08	0.000135678557	0.1
4.294322e-08	0.40939261806	0.1	4.294322e-08	0.00013377130999999998	0.1
4.552222e-08	0.40353288268	0.1	4.552222e-08	0.000131778063	0.1
4.856291e-08	0.39666874207	0.1	4.856291e-08	0.00012942095000000002	0.1
5.171903e-08	0.38959875218	0.1	5.171903e-08	0.00012697811	0.1
5.546632e-08	0.38128249089399996	0.1	5.546632e-08	0.000124095186	0.1
5.93614e-08	0.372735105836	0.1	5.93614e-08	0.000121129502	0.1
6.376847e-08	0.363192460148	0.1	6.376847e-08	0.00011782206400000001	0.1
6.851686e-08	0.35307429787100003	0.1	6.851686e-08	0.00011432417699999998	0.1
7.367347e-08	0.34229093476199995	0.1	7.367347e-08	0.00011060995300000001	0.1
7.944243e-08	0.330494369906	0.1	7.944243e-08	0.000106565062	0.1
8.577825e-08	0.317880630318	0.1	8.577825e-08	0.0001022622163	0.1
9.296438e-08	0.304025574889	0.1	9.296438e-08	9.75627931e-05	0.1
1.010642e-07	0.28900324632599994	0.1	1.010642e-07	9.249878770000002e-05	0.1
1.097731e-07	0.273568548709	0.1	1.097731e-07	8.732892160000001e-05	0.1
1.18482e-07	0.25888316733899996	0.1	1.18482e-07	8.24402017e-05	0.1
1.27918e-07	0.243813804308	0.1	1.27918e-07	7.745298459999999e-05	0.1
1.384447e-07	0.228018679554	0.1	1.384447e-07	7.225619620000001e-05	0.1
1.494354e-07	0.21263780246800001	0.1	1.494354e-07	6.72243519e-05	0.1
1.622818e-07	0.196035699065	0.1	1.622818e-07	6.182319639999999e-05	0.1
1.751283e-07	0.18083486011400002	0.1	1.751283e-07	5.69039102e-05	0.1
1.879747e-07	0.16694258333099998	0.1	1.879747e-07	5.2428716500000004e-05	0.1
2.008212e-07	0.154264061221	0.1	2.008212e-07	4.8360811399999996e-05	0.1
2.136676e-07	0.142705591353	0.1	2.136676e-07	4.46651381e-05	0.1
2.265141e-07	0.13217618240999998	0.1	2.265141e-07	4.13087537e-05	0.1
2.393605e-07	0.12258975811299999	0.1	2.393605e-07	3.82610521e-05	0.1
2.52207e-07	0.113865360138	0.1	2.52207e-07	3.54938588e-05	0.1
2.650535e-07	0.105927448222	0.1	2.650535e-07	3.29812847e-05	0.1
2.778999e-07	0.09870631065699999	0.1	2.778999e-07	3.06997233e-05	0.1
2.907464e-07	0.092137913689	0.1	2.907464e-07	2.86277073e-05	0.1
3.035928e-07	0.086163410806	0.1	3.035928e-07	2.6745688199999997e-05	0.1
3.164393e-07	0.080729061833	0.1	3.164393e-07	2.5035965799999996e-05	0.1
3.292857e-07	0.075785841516	0.1	3.292857e-07	2.3482487799999998e-05	0.1
3.421322e-07	0.07128907851899999	0.1	3.421322e-07	2.2070708300000002e-05	0.1
3.575998e-07	0.066409893941	0.1	3.575998e-07	2.05403522e-05	0.1
3.730674e-07	0.062055332217	0.1	3.730674e-07	1.9175814000000002e-05	0.1
3.885349e-07	0.058168463507	0.1	3.885349e-07	1.7958822000000002e-05	0.1
4.040025e-07	0.054698567831	0.1	4.040025e-07	1.68731645e-05	0.1
4.194701e-07	0.051600492652	0.1	4.194701e-07	1.590445e-05	0.1
4.349377e-07	0.048834021258	0.1	4.349377e-07	1.50399024e-05	0.1
4.535254e-07	0.045897907064	0.1	4.535254e-07	1.4122826099999999e-05	0.1
4.721131e-07	0.043334415267	0.1	4.721131e-07	1.3322543299999999e-05	0.1
4.907008e-07	0.04109589597299999	0.1	4.907008e-07	1.26240164e-05	0.1
5.092885e-07	0.039140868545	0.1	5.092885e-07	1.20141827e-05	0.1
5.278762e-07	0.037433189078	0.1	5.278762e-07	1.1481680699999999e-05	0.1
5.472102e-07	0.035885603200000005	0.1	5.472102e-07	1.09992387e-05	0.1
5.695298e-07	0.034349483614000004	0.1	5.695298e-07	1.0520499100000001e-05	0.1
5.918494e-07	0.033043126544999996	0.1	5.918494e-07	1.0113469480000001e-05	0.1
6.141689e-07	0.031932043433	0.1	6.141689e-07	9.767352609999999e-06	0.1
6.364885e-07	0.0309869322791	0.1	6.364885e-07	9.472991100000001e-06	0.1
6.58808e-07	0.030182934773400002	0.1	6.58808e-07	9.22262072e-06	0.1
6.811276e-07	0.0294989245304	0.1	6.811276e-07	9.009640510000002e-06	0.1
7.052508e-07	0.0288739097642	0.1	7.052508e-07	8.81505195e-06	0.1
7.320796e-07	0.028295651980400002	0.1	7.320796e-07	8.635037570000001e-06	0.1
7.589084e-07	0.0278193848709	0.1	7.589084e-07	8.48678861e-06	0.1
