Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
1.136999e-11	9.747813259835602e-06	0.1	1.136999e-11	7.317084e-14	0.1	1.136999e-11	1.05474474e-13	0.1	1.136999e-11	2.51924027e-07	0.1	1.136999e-11	1.5123003150000002e-24	0.1
2.437098e-11	9.4674746767194e-06	0.1	2.437098e-11	1.545668e-13	0.1	2.437098e-11	2.2280504000000002e-13	0.1	2.437098e-11	5.32193503e-07	0.1	2.437098e-11	6.88070426e-24	0.1
5.434795e-11	8.8515086762858e-06	0.1	5.434795e-11	3.333811e-13	0.1	5.434795e-11	4.8056122e-13	0.1	5.434795e-11	1.1480076080000001e-06	0.1	5.434795e-11	3.3464301e-23	0.1
1.083065e-10	7.8422332621978e-06	0.1	1.083065e-10	6.262715e-13	0.1	1.083065e-10	9.0275224e-13	0.1	1.083065e-10	2.15703325e-06	0.1	1.083065e-10	1.277598897e-22	0.1
1.766008e-10	6.7284360335879e-06	0.1	1.766008e-10	9.493235e-13	0.1	1.766008e-10	1.36841723e-12	0.1	1.766008e-10	3.2705563000000004e-06	0.1	1.766008e-10	3.23514499e-22	0.1
2.504555e-10	5.70156774836436e-06	0.1	2.504555e-10	1.246969e-12	0.1	2.504555e-10	1.7974591100000003e-12	0.1	2.504555e-10	4.29717095e-06	0.1	2.504555e-10	6.18137415e-22	0.1
3.362875e-10	4.703645848201539e-06	0.1	3.362875e-10	1.536006e-12	0.1	3.362875e-10	2.21409146e-12	0.1	3.362875e-10	5.2948461000000005e-06	0.1	3.362875e-10	1.051792351e-21	0.1
4.301044e-10	3.81175538136764e-06	0.1	4.301044e-10	1.794104e-12	0.1	4.301044e-10	2.58612955e-12	0.1	4.301044e-10	6.1865176400000004e-06	0.1	4.301044e-10	1.6185848080000001e-21	0.1
5.239213e-10	3.08912243031572e-06	0.1	5.239213e-10	2.003022e-12	0.1	5.239213e-10	2.8872826199999994e-12	0.1	5.239213e-10	6.90897266e-06	0.1	5.239213e-10	2.2643101099999997e-21	0.1
6.177383e-10	2.50357677296309e-06	0.1	6.177383e-10	2.172144e-12	0.1	6.177383e-10	3.1310751e-12	0.1	6.177383e-10	7.4943760299999994e-06	0.1	6.177383e-10	2.97391969e-21	0.1
7.15384e-10	2.011753721020862e-06	0.1	7.15384e-10	2.314054e-12	0.1	7.15384e-10	3.33564822e-12	0.1	7.15384e-10	7.98607819e-06	0.1	7.15384e-10	3.7672584699999995e-21	0.1
8.283448e-10	1.562083095113252e-06	0.1	8.283448e-10	2.443658e-12	0.1	8.283448e-10	3.52249163e-12	0.1	8.283448e-10	8.43563874e-06	0.1	8.283448e-10	4.74052311e-21	0.1
9.413057e-10	1.2129549574156599e-06	0.1	9.413057e-10	2.544164e-12	0.1	9.413057e-10	3.667396350000001e-12	0.1	9.413057e-10	8.78468153e-06	0.1	9.413057e-10	5.76051477e-21	0.1
1.054267e-09	9.418766031911781e-07	0.1	1.054267e-09	2.622108e-12	0.1	1.054267e-09	3.77978405e-12	0.1	1.054267e-09	9.05569404e-06	0.1	1.054267e-09	6.81673879e-21	0.1
1.167227e-09	7.31392609965238e-07	0.1	1.167227e-09	2.682557e-12	0.1	1.167227e-09	3.8669580200000005e-12	0.1	1.167227e-09	9.266125950000001e-06	0.1	1.167227e-09	7.901062389999999e-21	0.1
1.294158e-09	5.50465646866872e-07	0.1	1.294158e-09	2.734452e-12	0.1	1.294158e-09	3.94181172e-12	0.1	1.294158e-09	9.44701021e-06	0.1	1.294158e-09	9.145228520000001e-21	0.1
1.430401e-09	4.057523943698084e-07	0.1	1.430401e-09	2.775904e-12	0.1	1.430401e-09	4.00161856e-12	0.1	1.430401e-09	9.591687729999998e-06	0.1	1.430401e-09	1.05035779e-20	0.1
1.566644e-09	2.990871911215403e-07	0.1	1.566644e-09	2.806415e-12	0.1	1.566644e-09	4.0456582e-12	0.1	1.566644e-09	9.69832586e-06	0.1	1.566644e-09	1.187951527e-20	0.1
1.702887e-09	2.204649894480233e-07	0.1	1.702887e-09	2.828874e-12	0.1	1.702887e-09	4.07809266e-12	0.1	1.702887e-09	9.776929550000001e-06	0.1	1.702887e-09	1.3268399790000001e-20	0.1
1.861547e-09	1.5455859068536162e-07	0.1	1.861547e-09	2.847673e-12	0.1	1.861547e-09	4.1052646199999994e-12	0.1	1.861547e-09	9.842820890000001e-06	0.1	1.861547e-09	1.4897624679999998e-20	0.1
2.02581e-09	1.0700507539438923e-07	0.1	2.02581e-09	2.861216e-12	0.1	2.02581e-09	4.124865130000001e-12	0.1	2.02581e-09	9.89036302e-06	0.1	2.02581e-09	1.6593947050000002e-20	0.1
