Batch	m_SP	13	W3	W1	W2	W4	W5	W6	R	P1	P2	P3	P4	P5	P6																							
5.703154e-06	0.9892634	0.1	5.703154e-06	5.315678e-07	0.1	5.703154e-06	0.0001051202	0.1	5.703154e-06	7.342316e-06	0.1	5.703154e-06	1.126328e-05	0.1	5.703154e-06	0.001024	0.1	5.703154e-06	6.189136e-08	0.1	5.703154e-06	0.004770087	0.1	5.703154e-06	1.610082e-06	0.1	5.703154e-06	3.346924e-08	0.1	5.703154e-06	2.237427e-05	0.1	5.703154e-06	9.126806e-09	0.1	5.703154e-06	3.69225e-13	0.1
6.184772e-06	0.988295	0.1	6.184772e-06	5.783865e-07	0.1	6.184772e-06	0.0001050173	0.1	6.184772e-06	7.989358e-06	0.1	6.184772e-06	1.225594e-05	0.1	6.184772e-06	0.001026676	0.1	6.184772e-06	6.847667e-08	0.1	6.184772e-06	0.005252147	0.1	6.184772e-06	1.636932e-06	0.1	6.184772e-06	3.479339e-08	0.1	6.184772e-06	2.23579e-05	0.1	6.184772e-06	9.660211e-09	0.1	6.184772e-06	3.84215e-13	0.1
6.666389e-06	0.9873268	0.1	6.666389e-06	6.251773e-07	0.1	6.666389e-06	0.0001049145	0.1	6.666389e-06	8.636018e-06	0.1	6.666389e-06	1.324802e-05	0.1	6.666389e-06	0.001028188	0.1	6.666389e-06	7.525463e-08	0.1	6.666389e-06	0.005734657	0.1	6.666389e-06	1.657455e-06	0.1	6.666389e-06	3.604222e-08	0.1	6.666389e-06	2.234153e-05	0.1	6.666389e-06	1.017171e-08	0.1	6.666389e-06	3.975828e-13	0.1
7.248886e-06	0.9861568	0.1	7.248886e-06	6.816949e-07	0.1	7.248886e-06	0.0001047901	0.1	7.248886e-06	9.417103e-06	0.1	7.248886e-06	1.444632e-05	0.1	7.248886e-06	0.001028979	0.1	7.248886e-06	8.370446e-08	0.1	7.248886e-06	0.006318325	0.1	7.248886e-06	1.676041e-06	0.1	7.248886e-06	3.748388e-08	0.1	7.248886e-06	2.232173e-05	0.1	7.248886e-06	1.076637e-08	0.1	7.248886e-06	4.118657e-13	0.1
7.831384e-06	0.9849881	0.1	7.831384e-06	7.380993e-07	0.1	7.831384e-06	0.0001046659	0.1	7.831384e-06	1.019663e-05	0.1	7.831384e-06	1.564223e-05	0.1	7.831384e-06	0.001029032	0.1	7.831384e-06	9.242416e-08	0.1	7.831384e-06	0.006901694	0.1	7.831384e-06	1.689733e-06	0.1	7.831384e-06	3.887687e-08	0.1	7.831384e-06	2.230195e-05	0.1	7.831384e-06	1.133975e-08	0.1	7.831384e-06	4.243642e-13	0.1
8.463369e-06	0.9837219	0.1	8.463369e-06	7.991402e-07	0.1	8.463369e-06	0.0001045314	0.1	8.463369e-06	1.104023e-05	0.1	8.463369e-06	1.693645e-05	0.1	8.463369e-06	0.001028569	0.1	8.463369e-06	1.021823e-07	0.1	8.463369e-06	0.007533978	0.1	8.463369e-06	1.700768e-06	0.1	8.463369e-06	4.035527e-08	0.1	8.463369e-06	2.228052e-05	0.1	8.463369e-06	1.19425e-08	0.1	8.463369e-06	4.361931e-13	0.1
9.169585e-06	0.9823095	0.1	9.169585e-06	8.671346e-07	0.1	9.169585e-06	0.0001043813	0.1	9.169585e-06	1.197993e-05	0.1	9.169585e-06	1.837809e-05	0.1	9.169585e-06	0.001027663	0.1	9.169585e-06	1.134427e-07	0.1	9.169585e-06	0.008239483	0.1	9.169585e-06	1.709949e-06	0.1	9.169585e-06	4.198475e-08	0.1	9.169585e-06	2.22566e-05	0.1	9.169585e-06	1.259687e-08	0.1	9.169585e-06	4.475884e-13	0.1
9.933379e-06	0.9807851	0.1	9.933379e-06	9.403958e-07	0.1	9.933379e-06	0.0001042193	0.1	9.933379e-06	1.299242e-05	0.1	9.933379e-06	1.993141e-05	0.1	9.933379e-06	0.001026419	0.1	9.933379e-06	1.260307e-07	0.1	9.933379e-06	0.009001075	0.1	9.933379e-06	1.71747e-06	0.1	9.933379e-06	4.373337e-08	0.1	9.933379e-06	2.223079e-05	0.1	9.933379e-06	1.328615e-08	0.1	9.933379e-06	4.580733e-13	0.1
1.078354e-05	0.9790923	0.1	1.078354e-05	1.021586e-06	0.1	1.078354e-05	0.0001040395	0.1	1.078354e-05	1.41145e-05	0.1	1.078354e-05	2.165285e-05	0.1	1.078354e-05	0.001024859	0.1	1.078354e-05	1.405232e-07	0.1	1.078354e-05	0.009846894	0.1	1.078354e-05	1.724037e-06	0.1	1.078354e-05	4.56711e-08	0.1	1.078354e-05	2.220212e-05	0.1	1.078354e-05	1.40349e-08	0.1	1.078354e-05	4.678504e-13	0.1
1.17374e-05	0.9771981	0.1	1.17374e-05	1.112223e-06	0.1	1.17374e-05	0.0001038382	0.1	1.17374e-05	1.536713e-05	0.1	1.17374e-05	2.357458e-05	0.1	1.17374e-05	0.001022998	0.1	1.17374e-05	1.573588e-07	0.1	1.17374e-05	0.01079341	0.1	1.17374e-05	1.730081e-06	0.1	1.17374e-05	4.783751e-08	0.1	1.17374e-05	2.217003e-05	0.1	1.17374e-05	1.485555e-08	0.1	1.17374e-05	4.768395e-13	0.1
1.276039e-05	0.9751726	0.1	1.276039e-05	1.208884e-06	0.1	1.276039e-05	0.0001036229	0.1	1.276039e-05	1.670302e-05	0.1	1.276039e-05	2.562404e-05	0.1	1.276039e-05	0.001020944	0.1	1.276039e-05	1.760531e-07	0.1	1.276039e-05	0.01180556	0.1	1.276039e-05	1.735693e-06	0.1	1.276039e-05	5.015032e-08	0.1	1.276039e-05	2.213571e-05	0.1	1.276039e-05	1.571602e-08	0.1	1.276039e-05	4.8456e-13	0.1
1.400269e-05	0.9727212	0.1	1.400269e-05	1.325509e-06	0.1	1.400269e-05	0.0001033625	0.1	1.400269e-05	1.83148e-05	0.1	1.400269e-05	2.809676e-05	0.1	1.400269e-05	0.001018419	0.1	1.400269e-05	1.995802e-07	0.1	1.400269e-05	0.01303054	0.1	1.400269e-05	1.741864e-06	0.1	1.400269e-05	5.293811e-08	0.1	1.400269e-05	2.209416e-05	0.1	1.400269e-05	1.673678e-08	0.1	1.400269e-05	4.917754e-13	0.1
1.54292e-05	0.9699176	0.1	1.54292e-05	1.458401e-06	0.1	1.54292e-05	0.0001030645	0.1	1.54292e-05	2.015142e-05	0.1	1.54292e-05	3.091441e-05	0.1	1.54292e-05	0.001015511	0.1	1.54292e-05	2.276086e-07	0.1	1.54292e-05	0.01443154	0.1	1.54292e-05	1.7485e-06	0.1	1.54292e-05	5.610123e-08	0.1	1.54292e-05	2.204664e-05	0.1	1.54292e-05	1.787932e-08	0.1	1.54292e-05	4.977598e-13	0.1
1.706793e-05	0.9667118	0.1	1.706793e-05	1.609722e-06	0.1	1.706793e-05	0.0001027239	0.1	1.706793e-05	2.224273e-05	0.1	1.706793e-05	3.41228e-05	0.1	1.706793e-05	0.001012176	0.1	1.706793e-05	2.609751e-07	0.1	1.706793e-05	0.01603357	0.1	1.706793e-05	1.755811e-06	0.1	1.706793e-05	5.967304e-08	0.1	1.706793e-05	2.199228e-05	0.1	1.706793e-05	1.915595e-08	0.1	1.706793e-05	5.023351e-13	0.1
1.906433e-05	0.9628276	0.1	1.906433e-05	1.792157e-06	0.1	1.906433e-05	0.0001023112	0.1	1.906433e-05	2.476403e-05	0.1	1.906433e-05	3.799087e-05	0.1	1.906433e-05	0.001008133	0.1	1.906433e-05	3.030144e-07	0.1	1.906433e-05	0.01797465	0.1	1.906433e-05	1.764444e-06	0.1	1.906433e-05	6.392324e-08	0.1	1.906433e-05	2.192639e-05	0.1	1.906433e-05	2.066315e-08	0.1	1.906433e-05	5.055152e-13	0.1
2.166869e-05	0.9577952	0.1	2.166869e-05	2.027036e-06	0.1	2.166869e-05	0.0001017764	0.1	2.166869e-05	2.801014e-05	0.1	2.166869e-05	4.29709e-05	0.1	2.166869e-05	0.001002895	0.1	2.166869e-05	3.595252e-07	0.1	2.166869e-05	0.02048947	0.1	2.166869e-05	1.775378e-06	0.1	2.166869e-05	6.929144e-08	0.1	2.166869e-05	2.1841e-05	0.1	2.166869e-05	2.255572e-08	0.1	2.166869e-05	5.070399e-13	0.1
2.499245e-05	0.9514294	0.1	2.499245e-05	2.321787e-06	0.1	2.499245e-05	0.0001011	0.1	2.499245e-05	3.208368e-05	0.1	2.499245e-05	4.922034e-05	0.1	2.499245e-05	0.0009962704	0.1	2.499245e-05	4.330774e-07	0.1	2.499245e-05	0.02367073	0.1	2.499245e-05	1.78887e-06	0.1	2.499245e-05	7.58543e-08	0.1	2.499245e-05	2.173292e-05	0.1	2.499245e-05	2.485978e-08	0.1	2.499245e-05	5.064664e-13	0.1
