Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
31249.6	0.9890273	0.1	31249.6	0.0002211238273	0.1	31249.6	7.786019e-13	0.1	31249.6	0.004033239	0.1	31249.6	1.2856495616e-11	0.1	31249.6	1.64686e-14	0.1	31249.6	2.79514e-13	0.1
35875.3	0.9871982	0.1	35875.3	0.00025351925229999997	0.1	35875.3	8.059356e-13	0.1	35875.3	0.004846264	0.1	35875.3	1.2937063555e-11	0.1	35875.3	1.739732e-14	0.1	35875.3	2.810962e-13	0.1
40501.01	0.9853436	0.1	40501.01	0.0002858187972	0.1	40501.01	8.283812e-13	0.1	40501.01	0.005687798	0.1	40501.01	1.3016369444e-11	0.1	40501.01	1.831023e-14	0.1	40501.01	2.81649e-13	0.1
45126.71	0.983469	0.1	45126.71	0.00031802162089999996	0.1	45126.71	8.480478e-13	0.1	45126.71	0.006552281	0.1	45126.71	1.3094503481e-11	0.1	45126.71	1.92084e-14	0.1	45126.71	2.817055e-13	0.1
49752.41	0.9815791	0.1	49752.41	0.0003501269227	0.1	49752.41	8.660806e-13	0.1	49752.41	0.007435134	0.1	49752.41	1.31715257e-11	0.1	49752.41	2.009205e-14	0.1	49752.41	2.815229e-13	0.1
54762.18	0.9795194	0.1	54762.18	0.0003847880247	0.1	54762.18	8.844667e-13	0.1	54762.18	0.008407663	0.1	54762.18	1.3253765248e-11	0.1	54762.18	2.103325e-14	0.1	54762.18	2.811969e-13	0.1
60348.07	0.9772114	0.1	60348.07	0.000423300149	0.1	60348.07	9.040301e-13	0.1	60348.07	0.009507485	0.1	60348.07	1.3344106189e-11	0.1	60348.07	2.20639e-14	0.1	60348.07	2.807612e-13	0.1
65933.96	0.9748958	0.1	65933.96	0.0004616704955	0.1	65933.96	9.228669e-13	0.1	65933.96	0.01061945	0.1	65933.96	1.3433084737e-11	0.1	65933.96	2.307547e-14	0.1	65933.96	2.802922e-13	0.1
71519.84	0.9725759	0.1	71519.84	0.0004998992649000001	0.1	71519.84	9.411144e-13	0.1	71519.84	0.01174012	0.1	71519.84	1.3520780977e-11	0.1	71519.84	2.406858e-14	0.1	71519.84	2.798086e-13	0.1
77105.73	0.9702543	0.1	77105.73	0.0005379873582	0.1	77105.73	9.58848e-13	0.1	77105.73	0.01286682	0.1	77105.73	1.360725499e-11	0.1	77105.73	2.504389e-14	0.1	77105.73	2.793188e-13	0.1
83625.91	0.9675451	0.1	83625.91	0.000582269107	0.1	83625.91	9.789603e-13	0.1	83625.91	0.01418677	0.1	83625.91	1.3706707031e-11	0.1	83625.91	2.616061e-14	0.1	83625.91	2.787437e-13	0.1
90379.66	0.9647422	0.1	90379.66	0.0006279374920999999	0.1	90379.66	9.9918e-13	0.1	90379.66	0.01555682	0.1	90379.66	1.3808121191e-11	0.1	90379.66	2.729358e-14	0.1	90379.66	2.781469e-13	0.1
97133.4	0.9619449	0.1	97133.4	0.0006734042247	0.1	97133.4	1.018822e-12	0.1	97133.4	0.01692758	0.1	97133.4	1.3907952447000001e-11	0.1	97133.4	2.840329e-14	0.1	97133.4	2.775503e-13	0.1
103887.2	0.9591547	0.1	103887.2	0.0007186708067	0.1	103887.2	1.037926e-12	0.1	103887.2	0.01829741	0.1	103887.2	1.4006270909e-11	0.1	103887.2	2.949064e-14	0.1	103887.2	2.769545e-13	0.1
111785.2	0.9559025	0.1	111785.2	0.0007713552772000001	0.1	111785.2	1.059629e-12	0.1	111785.2	0.01989654	0.1	111785.2	1.4119409425e-11	0.1	111785.2	3.073496e-14	0.1	111785.2	2.762595e-13	0.1
119969.4	0.9525459	0.1	119969.4	0.000825663882	0.1	119969.4	1.081442e-12	0.1	119969.4	0.02154897	0.1	119969.4	1.4234619966000001e-11	0.1	119969.4	3.199461e-14	0.1	119969.4	2.755417e-13	0.1
128153.6	0.949204	0.1	128153.6	0.0008796857270000001	0.1	128153.6	1.102614e-12	0.1	128153.6	0.02319561	0.1	128153.6	1.4347846882000001e-11	0.1	128153.6	3.322526e-14	0.1	128153.6	2.748265e-13	0.1
