Batch	m_SP	3	Pr1	Pr2	Pr3	
2.133580000000e-04	9.874250269065e-06	1.000000000000e-01	2.133580000000e-04	2.991507000000e-08	1.000000000000e-01	2.133580000000e-04	9.571789000000e-08	1.000000000000e-01
4.381329000000e-04	9.743597639911e-06	1.000000000000e-01	4.381329000000e-04	6.103593000000e-08	1.000000000000e-01	4.381329000000e-04	1.952490000000e-07	1.000000000000e-01
8.876828000000e-04	9.487499380210e-06	1.000000000000e-01	8.876828000000e-04	1.220717000000e-07	1.000000000000e-01	8.876828000000e-04	3.903129000000e-07	1.000000000000e-01
1.658340000000e-03	9.064271198367e-06	1.000000000000e-01	1.658340000000e-03	2.231342000000e-07	1.000000000000e-01	1.658340000000e-03	7.124797000000e-07	1.000000000000e-01
2.942768000000e-03	8.401557540802e-06	1.000000000000e-01	2.942768000000e-03	3.823273000000e-07	1.000000000000e-01	2.942768000000e-03	1.216003000000e-06	1.000000000000e-01
4.575099000000e-03	7.631865363696e-06	1.000000000000e-01	4.575099000000e-03	5.698266000000e-07	1.000000000000e-01	4.575099000000e-03	1.798200000000e-06	1.000000000000e-01
7.060705000000e-03	6.602078530962e-06	1.000000000000e-01	7.060705000000e-03	8.284966000000e-07	1.000000000000e-01	7.060705000000e-03	2.569325000000e-06	1.000000000000e-01
9.759630000000e-03	5.655822120587e-06	1.000000000000e-01	9.759630000000e-03	1.079649000000e-06	1.000000000000e-01	9.759630000000e-03	3.264437000000e-06	1.000000000000e-01
1.245855000000e-02	4.863295563128e-06	1.000000000000e-01	1.245855000000e-02	1.306361000000e-06	1.000000000000e-01	1.245855000000e-02	3.830261000000e-06	1.000000000000e-01
1.515748000000e-02	4.201097621609e-06	1.000000000000e-01	1.515748000000e-02	1.513622000000e-06	1.000000000000e-01	1.515748000000e-02	4.285207000000e-06	1.000000000000e-01
1.819649000000e-02	3.585806191814e-06	1.000000000000e-01	1.819649000000e-02	1.728302000000e-06	1.000000000000e-01	1.819649000000e-02	4.685826000000e-06	1.000000000000e-01
2.146224000000e-02	3.050831440077e-06	1.000000000000e-01	2.146224000000e-02	1.941141000000e-06	1.000000000000e-01	2.146224000000e-02	5.007971000000e-06	1.000000000000e-01
2.502541000000e-02	2.586400995840e-06	1.000000000000e-01	2.502541000000e-02	2.156214000000e-06	1.000000000000e-01	2.502541000000e-02	5.257334000000e-06	1.000000000000e-01
2.903473000000e-02	2.179642201678e-06	1.000000000000e-01	2.903473000000e-02	2.380683000000e-06	1.000000000000e-01	2.903473000000e-02	5.439631000000e-06	1.000000000000e-01
3.304405000000e-02	1.866304219282e-06	1.000000000000e-01	3.304405000000e-02	2.589716000000e-06	1.000000000000e-01	3.304405000000e-02	5.543942000000e-06	1.000000000000e-01
3.705337000000e-02	1.623177132991e-06	1.000000000000e-01	3.705337000000e-02	2.785679000000e-06	1.000000000000e-01	3.705337000000e-02	5.591111000000e-06	1.000000000000e-01
4.106269000000e-02	1.432801349399e-06	1.000000000000e-01	4.106269000000e-02	2.970336000000e-06	1.000000000000e-01	4.106269000000e-02	5.596833000000e-06	1.000000000000e-01
4.507202000000e-02	1.282109024113e-06	1.000000000000e-01	4.507202000000e-02	3.145045000000e-06	1.000000000000e-01	4.507202000000e-02	5.572819000000e-06	1.000000000000e-01
4.973182000000e-02	1.144059376869e-06	1.000000000000e-01	4.973182000000e-02	3.337015000000e-06	1.000000000000e-01	4.973182000000e-02	5.518901000000e-06	1.000000000000e-01
5.455424000000e-02	1.031999391639e-06	1.000000000000e-01	5.455424000000e-02	3.524498000000e-06	1.000000000000e-01	5.455424000000e-02	5.443481000000e-06	1.000000000000e-01
5.937667000000e-02	9.426474950889e-07	1.000000000000e-01	5.937667000000e-02	3.701788000000e-06	1.000000000000e-01	5.937667000000e-02	5.355545000000e-06	1.000000000000e-01
6.419909000000e-02	8.698487855709e-07	1.000000000000e-01	6.419909000000e-02	3.869868000000e-06	1.000000000000e-01	6.419909000000e-02	5.260264000000e-06	1.000000000000e-01
7.004201000000e-02	7.976997838701e-07	1.000000000000e-01	7.004201000000e-02	4.062342000000e-06	1.000000000000e-01	7.004201000000e-02	5.139941000000e-06	1.000000000000e-01
7.588494000000e-02	7.382420516534e-07	1.000000000000e-01	7.588494000000e-02	4.243707000000e-06	1.000000000000e-01	7.588494000000e-02	5.018035000000e-06	1.000000000000e-01
8.198139000000e-02	6.859354611901e-07	1.000000000000e-01	8.198139000000e-02	4.422195000000e-06	1.000000000000e-01	8.198139000000e-02	4.891855000000e-06	1.000000000000e-01
8.909194000000e-02	6.340374994339e-07	1.000000000000e-01	8.909194000000e-02	4.617788000000e-06	1.000000000000e-01	8.909194000000e-02	4.748161000000e-06	1.000000000000e-01
9.620249000000e-02	5.893633661289e-07	1.000000000000e-01	9.620249000000e-02	4.801078000000e-06	1.000000000000e-01	9.620249000000e-02	4.609546000000e-06	1.000000000000e-01
1.048277000000e-01	5.423671236348e-07	1.000000000000e-01	1.048277000000e-01	5.008510000000e-06	1.000000000000e-01	1.048277000000e-01	4.449111000000e-06	1.000000000000e-01
1.134530000000e-01	5.013944226181e-07	1.000000000000e-01	1.134530000000e-01	5.201212000000e-06	1.000000000000e-01	1.134530000000e-01	4.297383000000e-06	1.000000000000e-01
1.240662000000e-01	4.573756810003e-07	1.000000000000e-01	1.240662000000e-01	5.420275000000e-06	1.000000000000e-01	1.240662000000e-01	4.122340000000e-06	1.000000000000e-01
