Batch	m_SP	5	W1	W2	Pr1	Pr2	Pr3							
4719.094	0.9868755	0.1	4719.094	3.331019e-08	0.1	4719.094	0.002678929	0.1	4719.094	0.003883289	0.1	4719.094	1.05008e-09	0.1
7952.855	0.978044	0.1	7952.855	3.319696e-08	0.1	7952.855	0.004477487	0.1	7952.855	0.00650048	0.1	7952.855	1.043104e-09	0.1
12181.79	0.966704	0.1	12181.79	3.318813e-08	0.1	12181.79	0.006777187	0.1	12181.79	0.009870807	0.1	12181.79	1.034183e-09	0.1
17613.2	0.9525032	0.1	17613.2	3.339194e-08	0.1	17613.2	0.009633067	0.1	17613.2	0.01411532	0.1	17613.2	1.023068e-09	0.1
23044.61	0.9387286	0.1	23044.61	3.38127e-08	0.1	23044.61	0.01236671	0.1	23044.61	0.01826898	0.1	23044.61	1.012346e-09	0.1
28476.03	0.9253939	0.1	28476.03	3.44204e-08	0.1	28476.03	0.01496706	0.1	28476.03	0.022336	0.1	28476.03	1.002019e-09	0.1
33907.44	0.9125077	0.1	33907.44	3.518311e-08	0.1	33907.44	0.01742553	0.1	33907.44	0.02632062	0.1	33907.44	9.920863e-10	0.1
39931.41	0.8987445	0.1	39931.41	3.617096e-08	0.1	39931.41	0.01997903	0.1	39931.41	0.03064871	0.1	39931.41	9.815219e-10	0.1
43387.82	0.8910982	0.1	43387.82	3.678892e-08	0.1	43387.82	0.02136002	0.1	43387.82	0.03309086	0.1	43387.82	9.7567e-10	0.1
48918.08	0.8792406	0.1	48918.08	3.783167e-08	0.1	48918.08	0.02344076	0.1	48918.08	0.03693893	0.1	48918.08	9.666154e-10	0.1
55830.89	0.8650576	0.1	55830.89	3.918875e-08	0.1	55830.89	0.02581939	0.1	55830.89	0.04165178	0.1	55830.89	9.558093e-10	0.1
62743.71	0.8515614	0.1	62743.71	4.055767e-08	0.1	62743.71	0.02795563	0.1	62743.71	0.04626364	0.1	62743.71	9.455398e-10	0.1
71204.76	0.8359311	0.1	71204.76	4.218739e-08	0.1	71204.76	0.03025335	0.1	71204.76	0.0517811	0.1	71204.76	9.336459e-10	0.1
80052.87	0.8205631	0.1	80052.87	4.377766e-08	0.1	80052.87	0.03230569	0.1	80052.87	0.05741273	0.1	80052.87	9.219314e-10	0.1
88900.98	0.8061123	0.1	88900.98	4.52061e-08	0.1	88900.98	0.03402948	0.1	88900.98	0.06291434	0.1	88900.98	9.108783e-10	0.1
97749.09	0.7924933	0.1	97749.09	4.644638e-08	0.1	97749.09	0.0354576	0.1	97749.09	0.06829573	0.1	97749.09	9.004115e-10	0.1
106597.2	0.7796223	0.1	106597.2	4.748811e-08	0.1	106597.2	0.03662359	0.1	106597.2	0.07356525	0.1	106597.2	8.904623e-10	0.1
115445.3	0.7674199	0.1	115445.3	4.833271e-08	0.1	115445.3	0.0375601	0.1	115445.3	0.0787299	0.1	115445.3	8.809689e-10	0.1
124293.4	0.7558131	0.1	124293.4	4.898977e-08	0.1	124293.4	0.03829786	0.1	124293.4	0.08379559	0.1	124293.4	8.718767e-10	0.1
133141.5	0.7447353	0.1	133141.5	4.947393e-08	0.1	133141.5	0.03886504	0.1	133141.5	0.08876727	0.1	133141.5	8.631386e-10	0.1
141989.6	0.7341277	0.1	141989.6	4.980255e-08	0.1	141989.6	0.03928697	0.1	141989.6	0.09364914	0.1	141989.6	8.547136e-10	0.1
151283.3	0.7234354	0.1	151283.3	5.000024e-08	0.1	151283.3	0.03959824	0.1	151283.3	0.09868404	0.1	151283.3	8.461633e-10	0.1
157037.6	0.717023	0.1	157037.6	5.005592e-08	0.1	157037.6	0.03973305	0.1	157037.6	0.1017554	0.1	157037.6	8.410078e-10	0.1
167395.5	0.7058412	0.1	167395.5	5.004509e-08	0.1	167395.5	0.03988157	0.1	167395.5	0.1071978	0.1	167395.5	8.319687e-10	0.1
178904.3	0.6939033	0.1	178904.3	4.989182e-08	0.1	178904.3	0.03992909	0.1	178904.3	0.1131192	0.1	178904.3	8.222522e-10	0.1
194338.8	0.6785915	0.1	194338.8	4.950411e-08	0.1	194338.8	0.03984359	0.1	194338.8	0.1208606	0.1	194338.8	8.096952e-10	0.1
209773.4	0.6639701	0.1	209773.4	4.896245e-08	0.1	209773.4	0.03963273	0.1	209773.4	0.1283822	0.1	209773.4	7.976132e-10	0.1
225207.9	0.6499462	0.1	225207.9	4.831369e-08	0.1	225207.9	0.03933405	0.1	225207.9	0.1356928	0.1	225207.9	7.859487e-10	0.1
240642.4	0.6364485	0.1	240642.4	4.759306e-08	0.1	240642.4	0.03897498	0.1	240642.4	0.1428007	0.1	240642.4	7.746576e-10	0.1
256077.0	0.6234221	0.1	256077.0	4.682655e-08	0.1	256077.0	0.03857545	0.1	256077.0	0.1497135	0.1	256077.0	7.637058e-10	0.1
271511.5	0.6108239	0.1	271511.5	4.603309e-08	0.1	271511.5	0.03814982	0.1	271511.5	0.1564382	0.1	271511.5	7.53066e-10	0.1
286946.1	0.5986196	0.1	286946.1	4.522629e-08	0.1	286946.1	0.03770843	0.1	286946.1	0.1629818	0.1	286946.1	7.427163e-10	0.1
302380.6	0.5867813	0.1	302380.6	4.441583e-08	0.1	302380.6	0.03725865	0.1	302380.6	0.1693507	0.1	302380.6	7.326386e-10	0.1
317815.2	0.5752861	0.1	317815.2	4.360855e-08	0.1	317815.2	0.03680574	0.1	317815.2	0.1755512	0.1	317815.2	7.228175e-10	0.1
333249.7	0.5641146	0.1	333249.7	4.28092e-08	0.1	333249.7	0.0363534	0.1	333249.7	0.1815893	0.1	333249.7	7.132399e-10	0.1
349324.5	0.552806	0.1	349324.5	4.198859e-08	0.1	349324.5	0.03588568	0.1	349324.5	0.1877113	0.1	349324.5	7.035115e-10	0.1
367960.2	0.540091	0.1	367960.2	4.105554e-08	0.1	367960.2	0.03535034	0.1	367960.2	0.1946041	0.1	367960.2	6.925332e-10	0.1
386596.0	0.5277791	0.1	386596.0	4.014429e-08	0.1	386596.0	0.03482431	0.1	386596.0	0.2012861	0.1	386596.0	6.818616e-10	0.1
405231.8	0.5158505	0.1	405231.8	3.925604e-08	0.1	405231.8	0.0343088	0.1	405231.8	0.2077659	0.1	405231.8	6.714825e-10	0.1
427851.7	0.5018607	0.1	427851.7	3.820948e-08	0.1	427851.7	0.03369813	0.1	427851.7	0.2153715	0.1	427851.7	6.592582e-10	0.1
450471.7	0.4883801	0.1	450471.7	3.719752e-08	0.1	450471.7	0.03310441	0.1	450471.7	0.2227055	0.1	450471.7	6.47424e-10	0.1
474940.5	0.4743406	0.1	474940.5	3.614109e-08	0.1	474940.5	0.03248126	0.1	474940.5	0.2303484	0.1	474940.5	6.350389e-10	0.1
502182.4	0.4593373	0.1	502182.4	3.501022e-08	0.1	502182.4	0.03181037	0.1	502182.4	0.2385209	0.1	502182.4	6.217323e-10	0.1
530601.1	0.4443506	0.1	530601.1	3.387927e-08	0.1	530601.1	0.03113538	0.1	530601.1	0.2466893	0.1	530601.1	6.083621e-10	0.1
563726.3	0.4276859	0.1	563726.3	3.262067e-08	0.1	563726.3	0.03037922	0.1	563726.3	0.2557778	0.1	563726.3	5.93397e-10	0.1
598369.2	0.4111241	0.1	598369.2	3.136912e-08	0.1	598369.2	0.02962179	0.1	598369.2	0.2648162	0.1	598369.2	5.784145e-10	0.1
639082.7	0.3927124	0.1	639082.7	2.997721e-08	0.1	639082.7	0.02877251	0.1	639082.7	0.2748713	0.1	639082.7	5.616196e-10	0.1
683585.1	0.3737896	0.1	683585.1	2.85462e-08	0.1	683585.1	0.02789114	0.1	683585.1	0.2852141	0.1	683585.1	5.441925e-10	0.1
733770.8	0.353832	0.1	733770.8	2.703652e-08	0.1	733770.8	0.0269514	0.1	733770.8	0.2961326	0.1	733770.8	5.256116e-10	0.1
794978.6	0.3312914	0.1	794978.6	2.533098e-08	0.1	794978.6	0.02587613	0.1	794978.6	0.3084782	0.1	794978.6	5.043501e-10	0.1
865668.8	0.3074658	0.1	865668.8	2.352765e-08	0.1	865668.8	0.0247215	0.1	865668.8	0.3215456	0.1	865668.8	4.815171e-10	0.1
947851.9	0.2823943	0.1	947851.9	2.162934e-08	0.1	947851.9	0.02348344	0.1	947851.9	0.3353194	0.1	947851.9	4.570313e-10	0.1
1050720.0	0.2544672	0.1	1050720.0	1.951385e-08	0.1	1050720.0	0.02207169	0.1	1050720.0	0.3506947	0.1	1050720.0	4.291058e-10	0.1
1182628.0	0.2234098	0.1	1182628.0	1.715982e-08	0.1	1182628.0	0.02045266	0.1	1182628.0	0.3678424	0.1	1182628.0	3.970742e-10	0.1
1321796.0	0.1954407	0.1	1321796.0	1.503827e-08	0.1	1321796.0	0.01893961	0.1	1321796.0	0.38334	0.1	1321796.0	3.67133e-10	0.1
1460964.0	0.1715192	0.1	1460964.0	1.322222e-08	0.1	1460964.0	0.01759336	0.1	1460964.0	0.3966471	0.1	1460964.0	3.404874e-10	0.1
1600132.0	0.1509452	0.1	1600132.0	1.165892e-08	0.1	1600132.0	0.01638724	0.1	1600132.0	0.4081401	0.1	1600132.0	3.166106e-10	0.1
1739299.0	0.1331653	0.1	1739299.0	1.030661e-08	0.1	1739299.0	0.01530014	0.1	1739299.0	0.4181172	0.1	1739299.0	2.95094e-10	0.1
1878467.0	0.1177355	0.1	1878467.0	9.131861e-09	0.1	1878467.0	0.01431514	0.1	1878467.0	0.4268171	0.1	1878467.0	2.756748e-10	0.1
2017635.0	0.1042964	0.1	2017635.0	8.107547e-09	0.1	2017635.0	0.01341852	0.1	2017635.0	0.4344333	0.1	2017635.0	2.56828e-10	0.1
2128969.0	0.09477863	0.1	2128969.0	7.381359e-09	0.1	2128969.0	0.0127572	0.1	2128969.0	0.4398535	0.1	2128969.0	2.467426e-10	0.1
2167241.0	0.09173401	0.1	2167241.0	7.148908e-09	0.1	2167241.0	0.01254036	0.1	2167241.0	0.4415926	0.1	2167241.0	2.404113e-10	0.1
2184637.0	0.0903862	0.1	2184637.0	7.045979e-09	0.1	2184637.0	0.01244348	0.1	2184637.0	0.4423634	0.1	2184637.0	2.385025e-10	0.1
2212080.0	0.08830443	0.1	2212080.0	6.886969e-09	0.1	2212080.0	0.01229274	0.1	2212080.0	0.443555	0.1	2212080.0	2.355326e-10	0.1
2239524.0	0.08627576	0.1	2239524.0	6.731975e-09	0.1	2239524.0	0.0121445	0.1	2239524.0	0.4447176	0.1	2239524.0	2.325968e-10	0.1
2282532.0	0.08319967	0.1	2282532.0	6.496881e-09	0.1	2282532.0	0.01191708	0.1	2282532.0	0.4464831	0.1	2282532.0	2.280929e-10	0.1
2357269.0	0.07813861	0.1	2357269.0	6.109872e-09	0.1	2357269.0	0.01153552	0.1	2357269.0	0.4493952	0.1	2357269.0	2.205364e-10	0.1
2464037.0	0.07148772	0.1	2464037.0	5.60085e-09	0.1	2464037.0	0.01101861	0.1	2464037.0	0.4532375	0.1	2464037.0	2.102999e-10	0.1
2594064.0	0.06421477	0.1	2594064.0	5.043557e-09	0.1	2594064.0	0.01043026	0.1	2594064.0	0.4574624	0.1	2594064.0	1.986489e-10	0.1
2739758.0	0.05701354	0.1	2739758.0	4.490957e-09	0.1	2739758.0	0.009819565	0.1	2739758.0	0.4616737	0.1	2739758.0	1.865587e-10	0.1
