Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
3.967406e-12	9.808282630424e-06	0.1	3.967406e-12	1.931814e-15	0.1	3.967406e-12	2.0971e-32	0.1	3.967406e-12	1.728629e-29	0.1	3.967406e-12	1.468118e-30	0.1	3.967406e-12	1.566919e-16	0.1	3.967406e-12	1.715372e-15	0.1	3.967406e-12	1.530126e-15	0.1	3.967406e-12	9.348166e-16	0.1	3.967406e-12	7.397049e-16	0.1	3.967406e-12	7.778443e-16	0.1	3.967406e-12	5.256513e-14	0.1	3.967406e-12	2.386504e-11	0.1	3.967406e-12	2.389591e-08	0.1	3.967406e-12	3.154864e-08	0.1	3.967406e-12	2.796831e-08	0.1	3.967406e-12	2.708928e-08	0.1	3.967406e-12	3.144014e-08	0.1	3.967406e-12	1.31199e-08	0.1	3.967406e-12	3.104436e-08	0.1	3.967406e-12	5.392142e-09	0.1
8.728509e-12	9.583965516855999e-06	0.1	8.728509e-12	4.210777e-15	0.1	8.728509e-12	1.00017e-31	0.1	8.728509e-12	8.245745e-29	0.1	8.728509e-12	7.004073e-30	0.1	8.728509e-12	3.41521e-16	0.1	8.728509e-12	3.738566e-15	0.1	8.728509e-12	3.33536e-15	0.1	8.728509e-12	2.037588e-15	0.1	8.728509e-12	1.612318e-15	0.1	8.728509e-12	1.695389e-15	0.1	8.728509e-12	1.145702e-13	0.1	8.728509e-12	5.200624e-11	0.1	8.728509e-12	5.205936e-08	0.1	8.728509e-12	6.848821e-08	0.1	8.728509e-12	6.050326e-08	0.1	8.728509e-12	5.860559e-08	0.1	8.728509e-12	6.82271e-08	0.1	8.728509e-12	2.853997e-08	0.1	8.728509e-12	6.764292e-08	0.1	8.728509e-12	1.172857e-08	0.1
1.80042e-11	9.163588324568001e-06	0.1	1.80042e-11	8.530664e-15	0.1	1.80042e-11	4.134882e-31	0.1	1.80042e-11	3.410046e-28	0.1	1.80042e-11	2.897347e-29	0.1	1.80042e-11	6.918127e-16	0.1	1.80042e-11	7.572328e-15	0.1	1.80042e-11	6.757726e-15	0.1	1.80042e-11	4.127856e-15	0.1	1.80042e-11	3.266349e-15	0.1	1.80042e-11	3.434402e-15	0.1	1.80042e-11	2.320857e-13	0.1	1.80042e-11	1.053122e-10	0.1	1.80042e-11	1.053652e-07	0.1	1.80042e-11	1.376765e-07	0.1	1.80042e-11	1.208013e-07	0.1	1.80042e-11	1.170276e-07	0.1	1.80042e-11	1.370527e-07	0.1	1.80042e-11	5.759785e-08	0.1	1.80042e-11	1.369441e-07	0.1	1.80042e-11	2.366585e-08	0.1
3.449431e-11	8.467285950894e-06	0.1	3.449431e-11	1.583546e-14	0.1	3.449431e-11	1.442679e-30	0.1	3.449431e-11	1.190456e-27	0.1	3.449431e-11	1.011961e-28	0.1	3.449431e-11	1.283958e-15	0.1	3.449431e-11	1.405107e-14	0.1	3.449431e-11	1.254631e-14	0.1	3.449431e-11	7.662204e-15	0.1	3.449431e-11	6.063114e-15	0.1	3.449431e-11	6.37426e-15	0.1	3.449431e-11	4.307464e-13	0.1	3.449431e-11	1.953394e-10	0.1	3.449431e-11	1.952641e-07	0.1	3.449431e-11	2.521648e-07	0.1	3.449431e-11	2.18626e-07	0.1	3.449431e-11	2.118451e-07	0.1	3.449431e-11	2.507072e-07	0.1	3.449431e-11	1.062185e-07	0.1	3.449431e-11	2.539097e-07	0.1	3.449431e-11	4.362974e-08	0.1
5.702066e-11	7.611820460545999e-06	0.1	5.702066e-11	2.50898e-14	0.1	5.702066e-11	3.680749e-30	0.1	5.702066e-11	3.039538e-27	0.1	5.702066e-11	2.585469e-28	0.1	5.702066e-11	2.033787e-15	0.1	5.702066e-11	2.225114e-14	0.1	5.702066e-11	1.988281e-14	0.1	5.702066e-11	1.21395e-14	0.1	5.702066e-11	9.60601e-15	0.1	5.702066e-11	1.009722e-14	0.1	5.702066e-11	6.823261e-13	0.1	5.702066e-11	3.091883e-10	0.1	5.702066e-11	3.087154e-07	0.1	5.702066e-11	3.926096e-07	0.1	5.702066e-11	3.349668e-07	0.1	5.702066e-11	3.246794e-07	0.1	5.702066e-11	3.896936e-07	0.1	5.702066e-11	1.668742e-07	0.1	5.702066e-11	4.016865e-07	0.1	5.702066e-11	6.851603e-08	0.1
8.720184e-11	6.61643016875e-06	0.1	8.720184e-11	3.629897e-14	0.1	8.720184e-11	7.862203e-30	0.1	8.720184e-11	6.498865e-27	0.1	8.720184e-11	5.532696e-28	0.1	8.720184e-11	2.941446e-15	0.1	8.720184e-11	3.217067e-14	0.1	8.720184e-11	2.877448e-14	0.1	8.720184e-11	1.756239e-14	0.1	8.720184e-11	1.389686e-14	0.1	8.720184e-11	1.460401e-14	0.1	8.720184e-11	9.868944e-13	0.1	8.720184e-11	4.467723e-10	0.1	8.720184e-11	4.454563e-07	0.1	8.720184e-11	5.556896e-07	0.1	8.720184e-11	4.642684e-07	0.1	8.720184e-11	4.501978e-07	0.1	8.720184e-11	5.503975e-07	0.1	8.720184e-11	2.389142e-07	0.1	8.720184e-11	5.800586e-07	0.1	8.720184e-11	9.804115e-08	0.1
1.17383e-10	5.7674620484519995e-06	0.1	1.17383e-10	4.629324e-14	0.1	1.17383e-10	1.303027e-29	0.1	1.17383e-10	1.078076e-26	0.1	1.17383e-10	9.185546e-28	0.1	1.17383e-10	3.750176e-15	0.1	1.17383e-10	4.100199e-14	0.1	1.17383e-10	3.670871e-14	0.1	1.17383e-10	2.239776e-14	0.1	1.17383e-10	1.772224e-14	0.1	1.17383e-10	1.861953e-14	0.1	1.17383e-10	1.258307e-12	0.1	1.17383e-10	5.691477e-10	0.1	1.17383e-10	5.667358e-07	0.1	1.17383e-10	6.944485e-07	0.1	1.17383e-10	5.685707e-07	0.1	1.17383e-10	5.515659e-07	0.1	1.17383e-10	6.864687e-07	0.1	1.17383e-10	3.018091e-07	0.1	1.17383e-10	7.38511e-07	0.1	1.17383e-10	1.237845e-07	0.1
1.623786e-10	4.7231549350119995e-06	0.1	1.623786e-10	5.923856e-14	0.1	1.623786e-10	2.188719e-29	0.1	1.623786e-10	1.813223e-26	0.1	1.623786e-10	1.546739e-27	0.1	1.623786e-10	4.796845e-15	0.1	1.623786e-10	5.241958e-14	0.1	1.623786e-10	4.699722e-14	0.1	1.623786e-10	2.866214e-14	0.1	1.623786e-10	2.267658e-14	0.1	1.623786e-10	2.381585e-14	0.1	1.623786e-10	1.609651e-12	0.1	1.623786e-10	7.272301e-10	0.1	1.623786e-10	7.228994e-07	0.1	1.623786e-10	8.646355e-07	0.1	1.623786e-10	6.878793e-07	0.1	1.623786e-10	6.677051e-07	0.1	1.623786e-10	8.523718e-07	0.1	1.623786e-10	3.813813e-07	0.1	1.623786e-10	9.429044e-07	0.1	1.623786e-10	1.562979e-07	0.1
2.073742e-10	3.889508908265999e-06	0.1	2.073742e-10	7.01909e-14	0.1	2.073742e-10	3.14347e-29	0.1	2.073742e-10	2.607321e-26	0.1	2.073742e-10	2.226615e-27	0.1	2.073742e-10	5.681519e-15	0.1	2.073742e-10	6.205675e-14	0.1	2.073742e-10	5.571553e-14	0.1	2.073742e-10	3.396442e-14	0.1	2.073742e-10	2.686765e-14	0.1	2.073742e-10	2.820665e-14	0.1	2.073742e-10	1.906714e-12	0.1	2.073742e-10	8.605893e-10	0.1	2.073742e-10	8.541779e-07	0.1	2.073742e-10	1.000018e-06	0.1	2.073742e-10	7.745629e-07	0.1	2.073742e-10	7.522775e-07	0.1	2.073742e-10	9.83425e-07	0.1	2.073742e-10	4.470264e-07	0.1	2.073742e-10	1.115065e-06	0.1	2.073742e-10	1.830591e-07	0.1
2.523699e-10	3.2193750112119998e-06	0.1	2.523699e-10	7.947492e-14	0.1	2.523699e-10	4.112507e-29	0.1	2.523699e-10	3.414885e-26	0.1	2.523699e-10	2.919346e-27	0.1	2.523699e-10	6.430717e-15	0.1	2.523699e-10	7.020559e-14	0.1	2.523699e-10	6.31196e-14	0.1	2.523699e-10	3.846208e-14	0.1	2.523699e-10	3.041993e-14	0.1	2.523699e-10	3.192332e-14	0.1	2.523699e-10	2.158387e-12	0.1	2.523699e-10	9.733511e-10	0.1	2.523699e-10	9.648334e-07	0.1	2.523699e-10	1.10848e-06	0.1	2.523699e-10	8.375833e-07	0.1	2.523699e-10	8.139271e-07	0.1	2.523699e-10	1.08772e-06	0.1	2.523699e-10	5.014743e-07	0.1	2.523699e-10	1.260436e-06	0.1	2.523699e-10	2.051985e-07	0.1
