Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
2.462622e-11	0.98980572519	0.1	2.462622e-11	2.801943e-06	0.1	2.462622e-11	1.071836e-07	0.1	2.462622e-11	2.015967e-06	0.1	2.462622e-11	1.310794e-07	0.1	2.462622e-11	4.393714e-06	0.1	2.462622e-11	1.655352e-07	0.1	2.462622e-11	9.789438e-06	0.1	2.462622e-11	7.622718e-07	0.1	2.462622e-11	0.0003714232	0.1	2.462622e-11	0.0006312311	0.1	2.462622e-11	0.004084377	0.1
2.858569e-11	0.98818178488	0.1	2.858569e-11	2.923646e-06	0.1	2.858569e-11	1.074413e-07	0.1	2.858569e-11	2.221888e-06	0.1	2.858569e-11	1.543107e-07	0.1	2.858569e-11	4.387431e-06	0.1	2.858569e-11	1.652878e-07	0.1	2.858569e-11	1.116678e-05	0.1	2.858569e-11	7.624169e-07	0.1	2.858569e-11	0.0004310138	0.1	2.858569e-11	0.0007319182	0.1	2.858569e-11	0.004735234	0.1
3.290774e-11	0.9864136194099999	0.1	3.290774e-11	3.019455e-06	0.1	3.290774e-11	1.077229e-07	0.1	3.290774e-11	2.400198e-06	0.1	3.290774e-11	1.764643e-07	0.1	3.290774e-11	4.380414e-06	0.1	3.290774e-11	1.650141e-07	0.1	3.290774e-11	1.260848e-05	0.1	3.290774e-11	7.623658e-07	0.1	3.290774e-11	0.0004959698	0.1	3.290774e-11	0.0008415709	0.1	3.290774e-11	0.005443861	0.1
3.777368e-11	0.9844285359	0.1	3.777368e-11	3.095486e-06	0.1	3.777368e-11	1.080516e-07	0.1	3.777368e-11	2.553292e-06	0.1	3.777368e-11	1.972578e-07	0.1	3.777368e-11	4.372352e-06	0.1	3.777368e-11	1.647023e-07	0.1	3.777368e-11	1.415757e-05	0.1	3.777368e-11	7.621785e-07	0.1	3.777368e-11	0.0005689641	0.1	3.777368e-11	0.0009647036	0.1	3.777368e-11	0.006239379	0.1
4.310145e-11	0.9822618741699999	0.1	4.310145e-11	3.153255e-06	0.1	4.310145e-11	1.084386e-07	0.1	4.310145e-11	2.67613e-06	0.1	4.310145e-11	2.153307e-07	0.1	4.310145e-11	4.363377e-06	0.1	4.310145e-11	1.643578e-07	0.1	4.310145e-11	1.576779e-05	0.1	4.310145e-11	7.618656e-07	0.1	4.310145e-11	0.0006486989	0.1	4.310145e-11	0.001099136	0.1	4.310145e-11	0.007107635	0.1
4.912194e-11	0.97982203178	0.1	4.912194e-11	3.198647e-06	0.1	4.912194e-11	1.089235e-07	0.1	4.912194e-11	2.774102e-06	0.1	4.912194e-11	2.30732e-07	0.1	4.912194e-11	4.353109e-06	0.1	4.912194e-11	1.63966e-07	0.1	4.912194e-11	1.748477e-05	0.1	4.912194e-11	7.614033e-07	0.1	4.912194e-11	0.0007385414	0.1	4.912194e-11	0.001250561	0.1	4.912194e-11	0.008085321	0.1
5.602502e-11	0.97703587873	0.1	5.602502e-11	3.235896e-06	0.1	5.602502e-11	1.095564e-07	0.1	5.602502e-11	2.850575e-06	0.1	5.602502e-11	2.43294e-07	0.1	5.602502e-11	4.341244e-06	0.1	5.602502e-11	1.635153e-07	0.1	5.602502e-11	1.932705e-05	0.1	5.602502e-11	7.607551e-07	0.1	5.602502e-11	0.000841191	0.1	5.602502e-11	0.001423548	0.1	5.602502e-11	0.009201829	0.1
6.387865e-11	0.9738804353299999	0.1	6.387865e-11	3.268832e-06	0.1	6.387865e-11	1.103909e-07	0.1	6.387865e-11	2.909115e-06	0.1	6.387865e-11	2.529211e-07	0.1	6.387865e-11	4.327702e-06	0.1	6.387865e-11	1.630026e-07	0.1	6.387865e-11	2.12694e-05	0.1	6.387865e-11	7.598896e-07	0.1	6.387865e-11	0.0009574797	0.1	6.387865e-11	0.001619532	0.1	6.387865e-11	0.01046626	0.1
7.318098e-11	0.97016276034	0.1	7.318098e-11	3.303422e-06	0.1	7.318098e-11	1.115505e-07	0.1	7.318098e-11	2.957662e-06	0.1	7.318098e-11	2.603173e-07	0.1	7.318098e-11	4.31168e-06	0.1	7.318098e-11	1.623974e-07	0.1	7.318098e-11	2.337426e-05	0.1	7.318098e-11	7.587183e-07	0.1	7.318098e-11	0.001094515	0.1	7.318098e-11	0.001850533	0.1	7.318098e-11	0.01195596	0.1
8.460913e-11	0.96562474569	0.1	8.460913e-11	3.346903e-06	0.1	8.460913e-11	1.132412e-07	0.1	8.460913e-11	3.004839e-06	0.1	8.460913e-11	2.662931e-07	0.1	8.460913e-11	4.292104e-06	0.1	8.460913e-11	1.61659e-07	0.1	8.460913e-11	2.56951e-05	0.1	8.460913e-11	7.571006e-07	0.1	8.460913e-11	0.001261804	0.1	8.460913e-11	0.002132645	0.1	8.460913e-11	0.01377434	0.1
9.814807e-11	0.96029005579	0.1	9.814807e-11	3.405513e-06	0.1	9.814807e-11	1.156314e-07	0.1	9.814807e-11	3.058501e-06	0.1	9.814807e-11	2.716849e-07	0.1	9.814807e-11	4.269137e-06	0.1	9.814807e-11	1.607933e-07	0.1	9.814807e-11	2.810605e-05	0.1	9.814807e-11	7.549749e-07	0.1	9.814807e-11	0.001458469	0.1	9.814807e-11	0.002464475	0.1	9.814807e-11	0.01591194	0.1
1.14056e-10	0.9540787763	0.1	1.14056e-10	3.48771e-06	0.1	1.14056e-10	1.18976e-07	0.1	1.14056e-10	3.129219e-06	0.1	1.14056e-10	2.778266e-07	0.1	1.14056e-10	4.242507e-06	0.1	1.14056e-10	1.597896e-07	0.1	1.14056e-10	3.052782e-05	0.1	1.14056e-10	7.522415e-07	0.1	1.14056e-10	0.001687441	0.1	1.14056e-10	0.002851074	0.1	1.14056e-10	0.01840074	0.1
1.348046e-10	0.94606859692	0.1	1.348046e-10	3.618455e-06	0.1	1.348046e-10	1.241963e-07	0.1	1.348046e-10	3.240967e-06	0.1	1.348046e-10	2.871159e-07	0.1	1.348046e-10	4.208379e-06	0.1	1.348046e-10	1.585032e-07	0.1	1.348046e-10	3.311917e-05	0.1	1.348046e-10	7.483745e-07	0.1	1.348046e-10	0.001982708	0.1	1.348046e-10	0.003350003	0.1	1.348046e-10	0.02161022	0.1
1.599633e-10	0.9364923717599999	0.1	1.599633e-10	3.81292e-06	0.1	1.599633e-10	1.317979e-07	0.1	1.599633e-10	3.409027e-06	0.1	1.599633e-10	3.011365e-07	0.1	1.599633e-10	4.167917e-06	0.1	1.599633e-10	1.569777e-07	0.1	1.599633e-10	3.555591e-05	0.1	1.599633e-10	7.433434e-07	0.1	1.599633e-10	0.002335677	0.1	1.599633e-10	0.003947002	0.1	1.599633e-10	0.02544702	0.1
1.906216e-10	0.92502103093	0.1	1.906216e-10	4.101807e-06	0.1	1.906216e-10	1.428851e-07	0.1	1.906216e-10	3.661875e-06	0.1	1.906216e-10	3.225151e-07	0.1	1.906216e-10	4.119949e-06	0.1	1.906216e-10	1.551685e-07	0.1	1.906216e-10	3.770999e-05	0.1	1.906216e-10	7.368702e-07	0.1	1.906216e-10	0.002758461	0.1	1.906216e-10	0.004662858	0.1	1.906216e-10	0.03004271	0.1
2.315184e-10	0.91005016298	0.1	2.315184e-10	4.572394e-06	0.1	2.315184e-10	1.606648e-07	0.1	2.315184e-10	4.078364e-06	0.1	2.315184e-10	3.581786e-07	0.1	2.315184e-10	4.058187e-06	0.1	2.315184e-10	1.528378e-07	0.1	2.315184e-10	3.956439e-05	0.1	2.315184e-10	7.279139e-07	0.1	2.315184e-10	0.003310183	0.1	2.315184e-10	0.005598273	0.1	2.315184e-10	0.03603962	0.1
2.789684e-10	0.89314189129	0.1	2.789684e-10	5.234256e-06	0.1	2.789684e-10	1.853564e-07	0.1	2.789684e-10	4.669335e-06	0.1	2.789684e-10	4.092912e-07	0.1	2.789684e-10	3.989603e-06	0.1	2.789684e-10	1.50248e-07	0.1	2.789684e-10	4.07258e-05	0.1	2.789684e-10	7.173858e-07	0.1	2.789684e-10	0.003933294	0.1	2.789684e-10	0.006656417	0.1	2.789684e-10	0.04281132	0.1
3.280566e-10	0.87615449337	0.1	3.280566e-10	6.042156e-06	0.1	3.280566e-10	2.152183e-07	0.1	3.280566e-10	5.395293e-06	0.1	3.280566e-10	4.725237e-07	0.1	3.280566e-10	3.921982e-06	0.1	3.280566e-10	1.476926e-07	0.1	3.280566e-10	4.121864e-05	0.1	3.280566e-10	7.066133e-07	0.1	3.280566e-10	0.004559348	0.1	3.280566e-10	0.007721454	0.1	3.280566e-10	0.0496129	0.1
3.792326e-10	0.85897237924	0.1	3.792326e-10	7.009146e-06	0.1	3.792326e-10	2.507202e-07	0.1	3.792326e-10	6.268176e-06	0.1	3.792326e-10	5.489366e-07	0.1	3.792326e-10	3.854932e-06	0.1	3.792326e-10	1.451568e-07	0.1	3.792326e-10	4.126874e-05	0.1	3.792326e-10	6.957032e-07	0.1	3.792326e-10	0.005192667	0.1	3.792326e-10	0.008800943	0.1	3.792326e-10	0.0564902	0.1
4.3876e-10	0.83963915502	0.1	4.3876e-10	8.282721e-06	0.1	4.3876e-10	2.97226e-07	0.1	4.3876e-10	7.421979e-06	0.1	4.3876e-10	6.503417e-07	0.1	4.3876e-10	3.781154e-06	0.1	4.3876e-10	1.423638e-07	0.1	4.3876e-10	4.098756e-05	0.1	4.3876e-10	6.835702e-07	0.1	4.3876e-10	0.005905453	0.1	4.3876e-10	0.01001869	0.1	4.3876e-10	0.06422516	0.1
5.007029e-10	0.8202375460400001	0.1	5.007029e-10	9.764566e-06	0.1	5.007029e-10	3.510993e-07	0.1	5.007029e-10	8.768396e-06	0.1	5.007029e-10	7.69051e-07	0.1	5.007029e-10	3.708942e-06	0.1	5.007029e-10	1.396273e-07	0.1	5.007029e-10	4.04925e-05	0.1	5.007029e-10	6.716673e-07	0.1	5.007029e-10	0.006621052	0.1	5.007029e-10	0.01124465	0.1	5.007029e-10	0.07198319	0.1
5.72308e-10	0.79868017846	0.1	5.72308e-10	1.165883e-05	0.1	5.72308e-10	4.19716e-07	0.1	5.72308e-10	1.049369e-05	0.1	5.72308e-10	9.215592e-07	0.1	5.72308e-10	3.630928e-06	0.1	5.72308e-10	1.366671e-07	0.1	5.72308e-10	3.98086e-05	0.1	5.72308e-10	6.588653e-07	0.1	5.72308e-10	0.007416647	0.1	5.72308e-10	0.01261226	0.1	5.72308e-10	0.08059713	0.1
6.497158e-10	0.7763767643	0.1	6.497158e-10	1.390344e-05	0.1	6.497158e-10	5.007718e-07	0.1	6.497158e-10	1.254224e-05	0.1	6.497158e-10	1.103039e-06	0.1	6.497158e-10	3.552761e-06	0.1	6.497158e-10	1.336967e-07	0.1	6.497158e-10	3.903355e-05	0.1	6.497158e-10	6.461698e-07	0.1	6.497158e-10	0.008240498	0.1	6.497158e-10	0.01403441	0.1	6.497158e-10	0.089501	0.1
7.358274e-10	0.7527242034799999	0.1	7.358274e-10	1.661325e-05	0.1	7.358274e-10	5.983707e-07	0.1	7.358274e-10	1.501961e-05	0.1	7.358274e-10	1.322909e-06	0.1	7.358274e-10	3.472805e-06	0.1	7.358274e-10	1.30653e-07	0.1	7.358274e-10	3.819146e-05	0.1	7.358274e-10	6.333829e-07	0.1	7.358274e-10	0.009115243	0.1	7.358274e-10	0.01555223	0.1	7.358274e-10	0.09893242	0.1
8.366729e-10	0.7264874403399999	0.1	8.366729e-10	2.003376e-05	0.1	8.366729e-10	7.212814e-07	0.1	8.366729e-10	1.815146e-05	0.1	8.366729e-10	1.601314e-06	0.1	8.366729e-10	3.387802e-06	0.1	8.366729e-10	1.274101e-07	0.1	8.366729e-10	3.72712e-05	0.1	8.366729e-10	6.200764e-07	0.1	8.366729e-10	0.01008722	0.1	8.366729e-10	0.01724998	0.1	8.366729e-10	0.1093781	0.1
9.515333e-10	0.69840316486	0.1	9.515333e-10	2.420278e-05	0.1	9.515333e-10	8.707786e-07	0.1	9.515333e-10	2.197382e-05	0.1	9.515333e-10	1.94159e-06	0.1	9.515333e-10	3.301311e-06	0.1	9.515333e-10	1.241014e-07	0.1	9.515333e-10	3.632712e-05	0.1	9.515333e-10	6.069202e-07	0.1	9.515333e-10	0.01113016	0.1	9.515333e-10	0.01908745	0.1	9.515333e-10	0.1205361	0.1
1.081891e-09	0.66868269685	0.1	1.081891e-09	2.921879e-05	0.1	1.081891e-09	1.050319e-06	0.1	1.081891e-09	2.657822e-05	0.1	1.081891e-09	2.351999e-06	0.1	1.081891e-09	3.215101e-06	0.1	1.081891e-09	1.207917e-07	0.1	1.081891e-09	3.538961e-05	0.1	1.081891e-09	5.94293e-07	0.1	1.081891e-09	0.01223754	0.1	1.081891e-09	0.02106021	0.1	1.081891e-09	0.1323117	0.1
1.249809e-09	0.63348716435	0.1	1.249809e-09	3.601514e-05	0.1	1.249809e-09	1.293169e-06	0.1	1.249809e-09	3.282381e-05	0.1	1.249809e-09	2.909349e-06	0.1	1.249809e-09	3.120489e-06	0.1	1.249809e-09	1.171416e-07	0.1	1.249809e-09	3.437376e-05	0.1	1.249809e-09	5.81166e-07	0.1	1.249809e-09	0.01355536	0.1	1.249809e-09	0.02344414	0.1	1.249809e-09	0.1462013	0.1
