Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.550583e-10	9.71086277886e-06	0.1	1.550583e-10	3.407214e-09	0.1	1.550583e-10	2.19760481e-07	0.1	1.550583e-10	6.180258e-11	0.1	1.550583e-10	4.572787e-08	0.1	1.550583e-10	3.423445e-09	0.1	1.550583e-10	2.263786e-13	0.1
3.328984e-10	9.407113913209701e-06	0.1	3.328984e-10	7.200716e-09	0.1	3.328984e-10	4.6442437e-07	0.1	3.328984e-10	1.306094e-10	0.1	3.328984e-10	9.662892e-08	0.1	3.328984e-10	7.235019e-09	0.1	3.328984e-10	4.784233e-13	0.1
7.469868e-10	8.736201525164399e-06	0.1	7.469868e-10	1.558084e-08	0.1	7.469868e-10	1.0048606800000002e-06	0.1	7.469868e-10	2.825988e-10	0.1	7.469868e-10	2.090305e-07	0.1	7.469868e-10	1.565507e-08	0.1	7.469868e-10	1.035212e-12	0.1
1.492346e-09	7.646936999302801e-06	0.1	1.492346e-09	2.918975e-08	0.1	1.492346e-09	1.88236772e-06	0.1	1.492346e-09	5.293921e-10	0.1	1.492346e-09	3.914356e-07	0.1	1.492346e-09	2.932883e-08	0.1	1.492346e-09	1.939418e-12	0.1
2.209925e-09	6.726893423140799e-06	0.1	2.209925e-09	4.068786e-08	0.1	2.209925e-09	2.6236332000000003e-06	0.1	2.209925e-09	7.378762e-10	0.1	2.209925e-09	5.454171e-07	0.1	2.209925e-09	4.088174e-08	0.1	2.209925e-09	2.703388e-12	0.1
2.761607e-09	6.0956042183807205e-06	0.1	2.761607e-09	4.857921e-08	0.1	2.761607e-09	3.132299e-06	0.1	2.761607e-09	8.809453e-10	0.1	2.761607e-09	6.510234e-07	0.1	2.761607e-09	4.88107e-08	0.1	2.761607e-09	3.227718e-12	0.1
3.521962e-09	5.3215283099088e-06	0.1	3.521962e-09	5.825768e-08	0.1	3.521962e-09	3.7560705e-06	0.1	3.521962e-09	1.056395e-09	0.1	3.521962e-09	7.80459e-07	0.1	3.521962e-09	5.853531e-08	0.1	3.521962e-09	3.870798e-12	0.1
4.592641e-09	4.395359295516399e-06	0.1	4.592641e-09	6.984128e-08	0.1	4.592641e-09	4.5024862000000004e-06	0.1	4.592641e-09	1.266349e-09	0.1	4.592641e-09	9.352384e-07	0.1	4.592641e-09	7.017414e-08	0.1	4.592641e-09	4.640473e-12	0.1
6.050554e-09	3.3879387741752795e-06	0.1	6.050554e-09	8.244578e-08	0.1	6.050554e-09	5.3144958000000005e-06	0.1	6.050554e-09	1.494764e-09	0.1	6.050554e-09	1.103477e-06	0.1	6.050554e-09	8.283874e-08	0.1	6.050554e-09	5.477995e-12	0.1
7.508468e-09	2.6115254733225703e-06	0.1	7.508468e-09	9.216372e-08	0.1	7.508468e-09	5.9403967e-06	0.1	7.508468e-09	1.670837e-09	0.1	7.508468e-09	1.233042e-06	0.1	7.508468e-09	9.260304e-08	0.1	7.508468e-09	6.123726e-12	0.1
