Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
0.05607529	9.876328248077201e-06	0.1	0.05607529	3.986195e-09	0.1	0.05607529	4.429105e-08	0.1	0.05607529	7.529479e-08	0.1
0.1554436	9.6610914897327e-06	0.1	0.1554436	1.092934e-08	0.1	0.1554436	1.214371e-07	0.1	0.1554436	2.06443e-07	0.1
0.3199891	9.3149423290506e-06	0.1	0.3199891	2.209543e-08	0.1	0.3199891	2.455048e-07	0.1	0.3199891	4.173582e-07	0.1
0.5942315	8.765368826769602e-06	0.1	0.5942315	3.982365e-08	0.1	0.5942315	4.42485e-07	0.1	0.5942315	7.522246e-07	0.1
1.130626	7.7824198315806e-06	0.1	1.130626	7.153182e-08	0.1	1.130626	7.94798e-07	0.1	1.130626	1.351157e-06	0.1
1.840975	6.6482482419647994e-06	0.1	1.840975	1.081182e-07	0.1	1.840975	1.201314e-06	0.1	1.840975	2.042233e-06	0.1
2.667294	5.5351818457677e-06	0.1	2.667294	1.440239e-07	0.1	2.667294	1.600265e-06	0.1	2.667294	2.720451e-06	0.1
3.665718	4.4359106859234e-06	0.1	3.665718	1.794846e-07	0.1	3.665718	1.994273e-06	0.1	3.665718	3.390265e-06	0.1
4.922301	3.3571689415263998e-06	0.1	4.922301	2.142832e-07	0.1	4.922301	2.380924e-06	0.1	4.922301	4.047571e-06	0.1
6.178884	2.5407602981712e-06	0.1	6.178884	2.406193e-07	0.1	6.178884	2.673548e-06	0.1	6.178884	4.545031e-06	0.1
7.435467	1.9228897719528004e-06	0.1	7.435467	2.605509e-07	0.1	7.435467	2.89501e-06	0.1	7.435467	4.921517e-06	0.1
8.69205	1.4552753679733999e-06	0.1	8.69205	2.756355e-07	0.1	8.69205	3.062617e-06	0.1	8.69205	5.206448e-06	0.1
9.948632	1.1013775139971998e-06	0.1	9.948632	2.870518e-07	0.1	9.948632	3.189464e-06	0.1	9.948632	5.422089e-06	0.1
11.20522	8.3354144576892e-07	0.1	11.20522	2.956918e-07	0.1	11.20522	3.285464e-06	0.1	11.20522	5.58529e-06	0.1
12.4618	6.308386507516299e-07	0.1	12.4618	3.022307e-07	0.1	12.4618	3.358119e-06	0.1	12.4618	5.708803e-06	0.1
13.71838	4.7742963317504e-07	0.1	13.71838	3.071795e-07	0.1	13.71838	3.413105e-06	0.1	13.71838	5.802279e-06	0.1
15.12578	3.4944335561307e-07	0.1	15.12578	3.113082e-07	0.1	15.12578	3.45898e-06	0.1	15.12578	5.880265e-06	0.1
16.63373	2.5012774742756e-07	0.1	16.63373	3.14512e-07	0.1	16.63373	3.494577e-06	0.1	16.63373	5.940781e-06	0.1
18.14167	1.7903870867710002e-07	0.1	18.14167	3.168052e-07	0.1	18.14167	3.520058e-06	0.1	18.14167	5.984098e-06	0.1
19.71037	1.264390217466e-07	0.1	19.71037	3.18502e-07	0.1	19.71037	3.538911e-06	0.1	19.71037	6.016149e-06	0.1
