Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
7.797359e-11	9.73789062012e-06	0.1	7.797359e-11	2.424675e-10	0.1	7.797359e-11	2.55662516e-07	0.1	7.797359e-11	5.38519e-12	0.1	7.797359e-11	3.44277e-09	0.1	7.797359e-11	2.64343166e-09	0.1	7.797359e-11	5.358398e-16	0.1
1.67002e-10	9.44711752788e-06	0.1	1.67002e-10	5.115531e-10	0.1	1.67002e-10	5.393917299999999e-07	0.1	1.67002e-10	1.136157e-11	0.1	1.67002e-10	7.263488e-09	0.1	1.67002e-10	5.57705946e-09	0.1	1.67002e-10	1.130504e-15	0.1
3.730624e-10	8.80697992932e-06	0.1	3.730624e-10	1.103946e-09	0.1	3.730624e-10	1.16402248e-06	0.1	3.730624e-10	2.451858e-11	0.1	3.730624e-10	1.567481e-08	0.1	3.730624e-10	1.20354516e-08	0.1	3.730624e-10	2.439659e-15	0.1
7.439711e-10	7.762057378650001e-06	0.1	7.439711e-10	2.070933e-09	0.1	7.439711e-10	2.18363251e-06	0.1	7.439711e-10	4.59953e-11	0.1	7.439711e-10	2.940496e-08	0.1	7.439711e-10	2.25777459e-08	0.1	7.439711e-10	4.576647e-15	0.1
1.21019e-09	6.62265677277e-06	0.1	1.21019e-09	3.125351e-09	0.1	1.21019e-09	3.2954326e-06	0.1	1.21019e-09	6.941388e-11	0.1	1.21019e-09	4.437654e-08	0.1	1.21019e-09	3.40732356e-08	0.1	1.21019e-09	6.906854e-15	0.1
1.712473e-09	5.5815426258501e-06	0.1	1.712473e-09	4.088813e-09	0.1	1.712473e-09	4.3113253e-06	0.1	1.712473e-09	9.081232e-11	0.1	1.712473e-09	5.805663e-08	0.1	1.712473e-09	4.4577101300000004e-08	0.1	1.712473e-09	9.036051e-15	0.1
2.296518e-09	4.574940792631299e-06	0.1	2.296518e-09	5.020338e-09	0.1	2.296518e-09	5.2935452e-06	0.1	2.296518e-09	1.115014e-10	0.1	2.296518e-09	7.128326e-08	0.1	2.296518e-09	5.4732781299999996e-08	0.1	2.296518e-09	1.109467e-14	0.1
2.935071e-09	3.6809168223646e-06	0.1	2.935071e-09	5.847681e-09	0.1	2.935071e-09	6.1659117e-06	0.1	2.935071e-09	1.298767e-10	0.1	2.935071e-09	8.303061e-08	0.1	2.935071e-09	6.375264400000001e-08	0.1	2.935071e-09	1.292305e-14	0.1
3.573623e-09	2.9616020875168e-06	0.1	3.573623e-09	6.513347e-09	0.1	3.573623e-09	6.8678024e-06	0.1	3.573623e-09	1.446611e-10	0.1	3.573623e-09	9.248232e-08	0.1	3.573623e-09	7.1009872e-08	0.1	3.573623e-09	1.439414e-14	0.1
4.212175e-09	2.3828529329423e-06	0.1	4.212175e-09	7.048929e-09	0.1	4.212175e-09	7.4325313e-06	0.1	4.212175e-09	1.565563e-10	0.1	4.212175e-09	1.00087e-07	0.1	4.212175e-09	7.684890700000001e-08	0.1	4.212175e-09	1.557774e-14	0.1
4.876989e-09	1.9001348084446e-06	0.1	4.876989e-09	7.495644e-09	0.1	4.876989e-09	7.903556500000001e-06	0.1	4.876989e-09	1.664778e-10	0.1	4.876989e-09	1.064299e-07	0.1	4.876989e-09	8.1719093e-08	0.1	4.876989e-09	1.656496e-14	0.1
5.646847e-09	1.4619662339919e-06	0.1	5.646847e-09	7.901132e-09	0.1	5.646847e-09	8.3311101e-06	0.1	5.646847e-09	1.754837e-10	0.1	5.646847e-09	1.121873e-07	0.1	5.646847e-09	8.613979400000001e-08	0.1	5.646847e-09	1.746106e-14	0.1
6.416704e-09	1.1248396390049e-06	0.1	6.416704e-09	8.213114e-09	0.1	6.416704e-09	8.660071e-06	0.1	6.416704e-09	1.824128e-10	0.1	6.416704e-09	1.166171e-07	0.1	6.416704e-09	8.9541091e-08	0.1	6.416704e-09	1.815053e-14	0.1
7.186562e-09	8.6545335883279e-07	0.1	7.186562e-09	8.453154e-09	0.1	7.186562e-09	8.9131737e-06	0.1	7.186562e-09	1.877441e-10	0.1	7.186562e-09	1.200254e-07	0.1	7.186562e-09	9.2158053e-08	0.1	7.186562e-09	1.8681e-14	0.1
7.95642e-09	6.658812745312001e-07	0.1	7.95642e-09	8.637841e-09	0.1	7.95642e-09	9.107911e-06	0.1	7.95642e-09	1.91846e-10	0.1	7.95642e-09	1.226478e-07	0.1	7.95642e-09	9.417155200000001e-08	0.1	7.95642e-09	1.908915e-14	0.1
8.852587e-09	4.9076234325027e-07	0.1	8.852587e-09	8.799899e-09	0.1	8.852587e-09	9.2787879e-06	0.1	8.852587e-09	1.954453e-10	0.1	8.852587e-09	1.249488e-07	0.1	8.852587e-09	9.5938347e-08	0.1	8.852587e-09	1.944729e-14	0.1
9.780332e-09	3.578293858867e-07	0.1	9.780332e-09	8.922917e-09	0.1	9.780332e-09	9.4085008e-06	0.1	9.780332e-09	1.981775e-10	0.1	9.780332e-09	1.266956e-07	0.1	9.780332e-09	9.7279509e-08	0.1	9.780332e-09	1.971915e-14	0.1
1.070808e-08	2.6090396484334004e-07	0.1	1.070808e-08	9.012613e-09	0.1	1.070808e-08	9.503077999999999e-06	0.1	1.070808e-08	2.001696e-10	0.1	1.070808e-08	1.279691e-07	0.1	1.070808e-08	9.825740200000001e-08	0.1	1.070808e-08	1.991738e-14	0.1
1.167318e-08	1.8782800291800998e-07	0.1	1.167318e-08	9.080239e-09	0.1	1.167318e-08	9.5743842e-06	0.1	1.167318e-08	2.016716e-10	0.1	1.167318e-08	1.289294e-07	0.1	1.167318e-08	9.8994663e-08	0.1	1.167318e-08	2.006683e-14	0.1
1.278774e-08	1.2851060202981e-07	0.1	1.278774e-08	9.135132e-09	0.1	1.278774e-08	9.6322646e-06	0.1	1.278774e-08	2.028908e-10	0.1	1.278774e-08	1.297088e-07	0.1	1.278774e-08	9.9593122e-08	0.1	1.278774e-08	2.018814e-14	0.1
