Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
8.512926e-09	0.9879388	0.1	8.512926e-09	0.002735074	0.1	8.512926e-09	0.004389701	0.1	8.512926e-09	0.0002617104	0.1	8.512926e-09	1.165017e-05	0.1
1.760706e-08	0.9752753	0.1	1.760706e-08	0.005606631	0.1	1.760706e-08	0.008998618	0.1	1.760706e-08	0.0005365271	0.1	1.760706e-08	2.388338e-05	0.1
3.276395e-08	0.9546623	0.1	3.276395e-08	0.0102806	0.1	3.276395e-08	0.01650083	0.1	3.276395e-08	0.0009839461	0.1	3.276395e-08	4.379894e-05	0.1
5.837196e-08	0.9211741	0.1	5.837196e-08	0.01787336	0.1	5.837196e-08	0.02868906	0.1	5.837196e-08	0.001711065	0.1	5.837196e-08	7.616191e-05	0.1
9.59389e-08	0.8748864	0.1	9.59389e-08	0.02836678	0.1	9.59389e-08	0.04553589	0.1	9.59389e-08	0.002716621	0.1	9.59389e-08	0.0001209115	0.1
1.56533e-07	0.8066294	0.1	1.56533e-07	0.04383733	0.1	1.56533e-07	0.070379	0.1	1.56533e-07	0.004200712	0.1	1.56533e-07	0.0001869406	0.1
2.304853e-07	0.7326266	0.1	2.304853e-07	0.06060484	0.1	2.304853e-07	0.09731391	0.1	2.304853e-07	0.005811778	0.1	2.304853e-07	0.0002585895	0.1
3.406635e-07	0.6380602	0.1	3.406635e-07	0.08202137	0.1	3.406635e-07	0.1317345	0.1	3.406635e-07	0.007874481	0.1	3.406635e-07	0.0003502601	0.1
4.508417e-07	0.558637	0.1	4.508417e-07	0.09999659	0.1	4.508417e-07	0.1606444	0.1	4.508417e-07	0.00961142	0.1	4.508417e-07	0.0004273712	0.1
5.610199e-07	0.4912808	0.1	5.610199e-07	0.1152294	0.1	5.610199e-07	0.1851632	0.1	5.610199e-07	0.01108886	0.1	5.610199e-07	0.000492875	0.1
