Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
0.0005616393	9.8726722850028e-06	0.1	0.0005616393	3.118212e-11	0.1	0.0005616393	3.734238e-08	0.1	0.0005616393	8.985453e-08	0.1
0.001157005	9.7396016810694e-06	0.1	0.001157005	3.076255e-11	0.1	0.001157005	7.643286e-08	0.1	0.001157005	1.838339e-07	0.1
0.00214928	9.5218710193045e-06	0.1	0.00214928	3.00771e-11	0.1	0.00214928	1.404629e-07	0.1	0.00214928	3.375362e-07	0.1
0.004133831	9.1014317933121e-06	0.1	0.004133831	2.875723e-11	0.1	0.004133831	2.645851e-07	0.1	0.004133831	6.33855e-07	0.1
0.007398529	8.452398796295999e-06	0.1	0.007398529	2.672924e-11	0.1	0.007398529	4.585874e-07	0.1	0.007398529	1.08889e-06	0.1
0.01089913	7.8131716781426e-06	0.1	0.01089913	2.47428e-11	0.1	0.01089913	6.546477e-07	0.1	0.01089913	1.532061e-06	0.1
0.01434364	7.2385263456768e-06	0.1	0.01434364	2.296572e-11	0.1	0.01434364	8.375859e-07	0.1	0.01434364	1.923773e-06	0.1
0.01948811	6.473480606832e-06	0.1	0.01948811	2.061112e-11	0.1	0.01948811	1.096001e-06	0.1	0.01948811	2.430411e-06	0.1
0.02529322	5.7312140424672e-06	0.1	0.02529322	1.833644e-11	0.1	0.02529322	1.370882e-06	0.1	0.02529322	2.897804e-06	0.1
0.03153876	5.0572726455148e-06	0.1	0.03153876	1.627603e-11	0.1	0.03153876	1.651235e-06	0.1	0.03153876	3.2914e-06	0.1
0.0377843	4.492843359848501e-06	0.1	0.0377843	1.455053e-11	0.1	0.0377843	1.918645e-06	0.1	0.0377843	3.588428e-06	0.1
0.04402984	4.019606685264e-06	0.1	0.04402984	1.310076e-11	0.1	0.04402984	2.174879e-06	0.1	0.04402984	3.805437e-06	0.1
0.05027538	3.6215656053499998e-06	0.1	0.05027538	1.187662e-11	0.1	0.05027538	2.420911e-06	0.1	0.05027538	3.957452e-06	0.1
0.05730042	3.2468874513744e-06	0.1	0.05730042	1.071782e-11	0.1	0.05730042	2.686128e-06	0.1	0.05730042	4.06692e-06	0.1
0.06517977	2.8999154105984997e-06	0.1	0.06517977	9.636511e-12	0.1	0.06517977	2.969623e-06	0.1	0.06517977	4.130402e-06	0.1
0.07439767	2.569835284088e-06	0.1	0.07439767	8.597823e-12	0.1	0.07439767	3.283153e-06	0.1	0.07439767	4.146958e-06	0.1
0.08361556	2.3015582616977e-06	0.1	0.08361556	7.744385e-12	0.1	0.08361556	3.577869e-06	0.1	0.08361556	4.120523e-06	0.1
0.09283346	2.0796907728688e-06	0.1	0.09283346	7.031065e-12	0.1	0.09283346	3.854632e-06	0.1	0.09283346	4.065633e-06	0.1
