Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
3.451395e-05	9.796951070079802e-06	0.1	3.451395e-05	1.626974e-10	0.1	3.451395e-05	4.771617e-08	0.1	3.451395e-05	1.550698e-07	0.1
7.026556e-05	9.591166250833599e-06	0.1	7.026556e-05	1.592946e-10	0.1	7.026556e-05	9.61981e-08	0.1	7.026556e-05	3.123767e-07	0.1
0.0001417688	9.1926367184512e-06	0.1	0.0001417688	1.527326e-10	0.1	0.0001417688	1.902248e-07	0.1	0.0001417688	6.168865e-07	0.1
0.0002609408	8.5657483493556e-06	0.1	0.0002609408	1.424852e-10	0.1	0.0002609408	3.38854e-07	0.1	0.0002609408	1.095158e-06	0.1
0.0004375229	7.717777070174399e-06	0.1	0.0004375229	1.287671e-10	0.1	0.0004375229	5.425981e-07	0.1	0.0004375229	1.739402e-06	0.1
0.0006732695	6.7234045775298e-06	0.1	0.0006732695	1.128842e-10	0.1	0.0006732695	7.887414e-07	0.1	0.0006732695	2.487652e-06	0.1
0.000944862	5.7504693421758e-06	0.1	0.000944862	9.754307e-11	0.1	0.000944862	1.042749e-06	0.1	0.000944862	3.206602e-06	0.1
0.001248037	4.8512497450227e-06	0.1	0.001248037	8.351752e-11	0.1	0.001248037	1.297044e-06	0.1	0.001248037	3.851549e-06	0.1
0.001551212	4.1168415411787e-06	0.1	0.001551212	7.21464e-11	0.1	0.001551212	1.527304e-06	0.1	0.001551212	4.355716e-06	0.1
0.001854386	3.5180629510035e-06	0.1	0.001854386	6.290563e-11	0.1	0.001854386	1.738616e-06	0.1	0.001854386	4.7432e-06	0.1
0.00217028	3.011709800063e-06	0.1	0.00217028	5.508707e-11	0.1	0.00217028	1.94256e-06	0.1	0.00217028	5.045624e-06	0.1
0.002537047	2.544013478985e-06	0.1	0.002537047	4.783123e-11	0.1	0.002537047	2.162396e-06	0.1	0.002537047	5.293498e-06	0.1
0.002949661	2.1375627369420997e-06	0.1	0.002949661	4.146148e-11	0.1	0.002949661	2.391823e-06	0.1	0.002949661	5.470534e-06	0.1
0.00339284	1.8068301150934e-06	0.1	0.00339284	3.619335e-11	0.1	0.00339284	2.62077e-06	0.1	0.00339284	5.572332e-06	0.1
0.003836019	1.556551358928e-06	0.1	0.003836019	3.211874e-11	0.1	0.003836019	2.834466e-06	0.1	0.003836019	5.608923e-06	0.1
0.004279198	1.36487461286e-06	0.1	0.004279198	2.891586e-11	0.1	0.004279198	3.035051e-06	0.1	0.004279198	5.60002e-06	0.1
0.004722377	1.2159801391436e-06	0.1	0.004722377	2.635389e-11	0.1	0.004722377	3.224149e-06	0.1	0.004722377	5.559822e-06	0.1
