Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
1.237632e-10	9.7305797201522e-06	0.1	1.237632e-10	1.159159e-08	0.1	1.237632e-10	1.5487013e-07	0.1	1.237632e-10	1.56899e-10	0.1	1.237632e-10	3.963052e-08	0.1	1.237632e-10	6.3057167e-08	0.1	1.237632e-10	5.275052e-12	0.1
2.653248e-10	9.4314117417793e-06	0.1	2.653248e-10	2.446789e-08	0.1	2.653248e-10	3.269048e-07	0.1	2.653248e-10	3.311873e-10	0.1	2.653248e-10	8.365335e-08	0.1	2.653248e-10	1.3310302700000002e-07	0.1	2.653248e-10	1.113475e-11	0.1
5.940222e-10	8.771754527191201e-06	0.1	5.940222e-10	5.285973e-08	0.1	5.940222e-10	7.062357e-07	0.1	5.940222e-10	7.154877e-10	0.1	5.940222e-10	1.807223e-07	0.1	5.940222e-10	2.8755205000000003e-07	0.1	5.940222e-10	2.405519e-11	0.1
1.185678e-09	7.6984629351528e-06	0.1	1.185678e-09	9.905451e-08	0.1	1.185678e-09	1.3234238e-06	0.1	1.185678e-09	1.340761e-09	0.1	1.185678e-09	3.386578e-07	0.1	1.185678e-09	5.3884724e-07	0.1	1.185678e-09	4.507732e-11	0.1
1.923886e-09	6.541560004559e-06	0.1	1.923886e-09	1.488479e-07	0.1	1.923886e-09	1.9886912e-06	0.1	1.923886e-09	2.014744e-09	0.1	1.923886e-09	5.088966e-07	0.1	1.923886e-09	8.097187400000001e-07	0.1	1.923886e-09	6.773709e-11	0.1
2.715969e-09	5.4928451273355e-06	0.1	2.715969e-09	1.93985e-07	0.1	2.715969e-09	2.591748e-06	0.1	2.715969e-09	2.625701e-09	0.1	2.715969e-09	6.632158e-07	0.1	2.715969e-09	1.05526041e-06	0.1	2.715969e-09	8.827788e-11	0.1
3.636893e-09	4.483013686307e-06	0.1	3.636893e-09	2.374485e-07	0.1	3.636893e-09	3.172445e-06	0.1	3.636893e-09	3.214006e-09	0.1	3.636893e-09	8.118134e-07	0.1	3.636893e-09	1.29169802e-06	0.1	3.636893e-09	1.080571e-10	0.1
4.643712e-09	3.59015978976e-06	0.1	4.643712e-09	2.758772e-07	0.1	4.643712e-09	3.6858740000000003e-06	0.1	4.643712e-09	3.734162e-09	0.1	4.643712e-09	9.431975e-07	0.1	4.643712e-09	1.5007459e-06	0.1	4.643712e-09	1.255451e-10	0.1
5.650531e-09	2.8751302231418e-06	0.1	5.650531e-09	3.066523e-07	0.1	5.650531e-09	4.097047e-06	0.1	5.650531e-09	4.150722e-09	0.1	5.650531e-09	1.048415e-06	0.1	5.650531e-09	1.66815978e-06	0.1	5.650531e-09	1.395501e-10	0.1
6.657349e-09	2.302509520836e-06	0.1	6.657349e-09	3.312982e-07	0.1	6.657349e-09	4.426329e-06	0.1	6.657349e-09	4.484318e-09	0.1	6.657349e-09	1.132676e-06	0.1	6.657349e-09	1.8022309500000001e-06	0.1	6.657349e-09	1.507658e-10	0.1
7.705022e-09	1.8273908020208e-06	0.1	7.705022e-09	3.517475e-07	0.1	7.705022e-09	4.699544e-06	0.1	7.705022e-09	4.761112e-09	0.1	7.705022e-09	1.202591e-06	0.1	7.705022e-09	1.91347297e-06	0.1	7.705022e-09	1.600718e-10	0.1
8.91611e-09	1.3989607718668001e-06	0.1	8.91611e-09	3.701872e-07	0.1	8.91611e-09	4.945909e-06	0.1	8.91611e-09	5.010706e-09	0.1	8.91611e-09	1.265634e-06	0.1	8.91611e-09	2.01378434e-06	0.1	8.91611e-09	1.684633e-10	0.1
1.01272e-08	1.0709764694287e-06	0.1	1.01272e-08	3.843038e-07	0.1	1.01272e-08	5.134515e-06	0.1	1.01272e-08	5.201784e-09	0.1	1.01272e-08	1.313898e-06	0.1	1.01272e-08	2.0905767e-06	0.1	1.01272e-08	1.748874e-10	0.1
1.133829e-08	8.198874072051001e-07	0.1	1.133829e-08	3.951108e-07	0.1	1.133829e-08	5.278902e-06	0.1	1.133829e-08	5.348063e-09	0.1	1.133829e-08	1.350846e-06	0.1	1.133829e-08	2.14936597e-06	0.1	1.133829e-08	1.798054e-10	0.1
1.254937e-08	6.2766579345624e-07	0.1	1.254937e-08	4.033841e-07	0.1	1.254937e-08	5.389437e-06	0.1	1.254937e-08	5.460048e-09	0.1	1.254937e-08	1.379131e-06	0.1	1.254937e-08	2.1943720400000003e-06	0.1	1.254937e-08	1.835704e-10	0.1
1.396298e-08	4.5951647764158e-07	0.1	1.396298e-08	4.106213e-07	0.1	1.396298e-08	5.486131e-06	0.1	1.396298e-08	5.558009e-09	0.1	1.396298e-08	1.403875e-06	0.1	1.396298e-08	2.23374189e-06	0.1	1.396298e-08	1.868639e-10	0.1
1.542721e-08	3.3267747435947997e-07	0.1	1.542721e-08	4.160805e-07	0.1	1.542721e-08	5.559069e-06	0.1	1.542721e-08	5.631904e-09	0.1	1.542721e-08	1.422539e-06	0.1	1.542721e-08	2.26343966e-06	0.1	1.542721e-08	1.893483e-10	0.1
