Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	1.0000000199999999	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.00000001	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.339029e-10	1.0000000299999998	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1	1.339029e-10	0.0	0.1
8.973435e-10	0.9999999599999999	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1	8.973435e-10	0.0	0.1
2.741022e-09	1.0000000199999999	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1	2.741022e-09	0.0	0.1
7.296705e-09	0.99999998	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1	7.296705e-09	0.0	0.1
1.51608e-08	1.00000005	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1	1.51608e-08	0.0	0.1
2.651226e-08	1.00000001	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1	2.651226e-08	0.0	0.1
4.185408e-08	1.00000001	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1	4.185408e-08	0.0	0.1
6.313599e-08	0.99999999	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1	6.313599e-08	0.0	0.1
