Batch	m_SP	4	Pr3	W1	Pr1	Pr2					
4.251467e-09	9.87661623285e-06	0.1	4.251467e-09	8.264208e-08	0.1	4.251467e-09	2.008125e-08	0.1	4.251467e-09	1.956635e-08	0.1
1.178764e-08	9.6618044147898e-06	0.1	1.178764e-08	2.26638e-07	0.1	1.178764e-08	5.507091e-08	0.1	1.178764e-08	5.365884e-08	0.1
2.426936e-08	9.3162529732504e-06	0.1	2.426936e-08	4.582739e-07	0.1	2.426936e-08	1.113563e-07	0.1	2.426936e-08	1.08501e-07	0.1
4.507224e-08	8.767578816232e-06	0.1	4.507224e-08	8.260708e-07	0.1	4.507224e-08	2.007275e-07	0.1	4.507224e-08	1.955806e-07	0.1
8.575793e-08	7.7861446873604e-06	0.1	8.575793e-08	1.483964e-06	0.1	8.575793e-08	3.605893e-07	0.1	8.575793e-08	3.513435e-07	0.1
1.396638e-07	6.6529241517222e-06	0.1	1.396638e-07	2.243605e-06	0.1	1.396638e-07	5.45175e-07	0.1	1.396638e-07	5.311961e-07	0.1
2.02383e-07	5.5403128397136e-06	0.1	2.02383e-07	2.989431e-06	0.1	2.02383e-07	7.264038e-07	0.1	2.02383e-07	7.077781e-07	0.1
2.781701e-07	4.4411605936865994e-06	0.1	2.781701e-07	3.726236e-06	0.1	2.781701e-07	9.054406e-07	0.1	2.781701e-07	8.822242e-07	0.1
3.735589e-07	3.3621673172832e-06	0.1	3.735589e-07	4.449528e-06	0.1	3.735589e-07	1.081194e-06	0.1	3.735589e-07	1.053471e-06	0.1
4.689478e-07	2.5453194376476e-06	0.1	4.689478e-07	4.997095e-06	0.1	4.689478e-07	1.214247e-06	0.1	4.689478e-07	1.183113e-06	0.1
5.643366e-07	1.9269267204174e-06	0.1	5.643366e-07	5.411628e-06	0.1	5.643366e-07	1.314975e-06	0.1	5.643366e-07	1.281258e-06	0.1
6.597254e-07	1.4587744733288999e-06	0.1	6.597254e-07	5.725449e-06	0.1	6.597254e-07	1.391231e-06	0.1	6.597254e-07	1.355558e-06	0.1
7.551142e-07	1.1043617535496e-06	0.1	7.551142e-07	5.963027e-06	0.1	7.551142e-07	1.44896e-06	0.1	7.551142e-07	1.411807e-06	0.1
8.50503e-07	8.3605411476279e-07	0.1	8.50503e-07	6.142885e-06	0.1	8.50503e-07	1.492664e-06	0.1	8.50503e-07	1.45439e-06	0.1
9.458919e-07	6.329325717696e-07	0.1	9.458919e-07	6.279045e-06	0.1	9.458919e-07	1.525749e-06	0.1	9.458919e-07	1.486628e-06	0.1
1.041281e-06	4.7915992292278e-07	0.1	1.041281e-06	6.382125e-06	0.1	1.041281e-06	1.550797e-06	0.1	1.041281e-06	1.511033e-06	0.1
1.144724e-06	3.5432055833988e-07	0.1	1.144724e-06	6.46581e-06	0.1	1.144724e-06	1.571131e-06	0.1	1.144724e-06	1.530846e-06	0.1
1.260251e-06	2.5293048656722e-07	0.1	1.260251e-06	6.533776e-06	0.1	1.260251e-06	1.587647e-06	0.1	1.260251e-06	1.546938e-06	0.1
1.375777e-06	1.8055351666212e-07	0.1	1.375777e-06	6.582294e-06	0.1	1.375777e-06	1.599436e-06	0.1	1.375777e-06	1.558425e-06	0.1
1.491303e-06	1.2888749866255999e-07	0.1	1.491303e-06	6.616927e-06	0.1	1.491303e-06	1.607852e-06	0.1	1.491303e-06	1.566625e-06	0.1
