Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
1.80652e-11	9.736488992637531e-06	0.1	1.80652e-11	1.8123259699999999e-07	0.1	1.80652e-11	1.010581075e-11	0.1	1.80652e-11	5.7972995e-16	0.1
3.862869e-11	9.44519490320886e-06	0.1	3.862869e-11	3.81633849e-07	0.1	3.862869e-11	2.133173809e-11	0.1	3.862869e-11	2.5953009e-15	0.1
8.634718e-11	8.80238302772296e-06	0.1	8.634718e-11	8.234996100000001e-07	0.1	8.634718e-11	4.629149703e-11	0.1	8.634718e-11	1.2350823299999999e-14	0.1
1.722405e-10	7.7536044970645e-06	0.1	1.722405e-10	1.54316808e-06	0.1	1.722405e-10	8.765891590000001e-11	0.1	1.722405e-10	4.5061451000000003e-14	0.1
2.549585e-10	6.8619384962654e-06	0.1	2.549585e-10	2.1535216799999997e-06	0.1	2.549585e-10	1.236092026e-10	0.1	2.549585e-10	9.0936971e-14	0.1
3.185981e-10	6.2463935736488005e-06	0.1	3.185981e-10	2.5738618099999998e-06	0.1	3.185981e-10	1.489548734e-10	0.1	3.185981e-10	1.33400719e-13	0.1
4.064221e-10	5.486600404238653e-06	0.1	4.064221e-10	3.09128907e-06	0.1	4.064221e-10	1.809916891e-10	0.1	4.064221e-10	1.9939101e-13	0.1
5.296007e-10	4.574133759143466e-06	0.1	5.296007e-10	3.7100073000000003e-06	0.1	5.296007e-10	2.209070693e-10	0.1	5.296007e-10	3.0121984000000003e-13	0.1
6.967419e-10	3.57382338415578e-06	0.1	6.967419e-10	4.38347741e-06	0.1	6.967419e-10	2.6728996429999997e-10	0.1	6.967419e-10	4.4684809999999997e-13	0.1
8.638832e-10	2.7923641688903877e-06	0.1	8.638832e-10	4.90418322e-06	0.1	8.638832e-10	3.065296388e-10	0.1	8.638832e-10	5.9178241e-13	0.1
1.031024e-09	2.1818632669719e-06	0.1	1.031024e-09	5.3056084000000005e-06	0.1	1.031024e-09	3.4020363550000006e-10	0.1	1.031024e-09	7.298420999999999e-13	0.1
1.198166e-09	1.7049101576608778e-06	0.1	1.198166e-09	5.6139078700000005e-06	0.1	1.198166e-09	3.695423899e-10	0.1	1.198166e-09	8.5773572e-13	0.1
1.365307e-09	1.332281663285488e-06	0.1	1.365307e-09	5.84949595e-06	0.1	1.365307e-09	3.9550585529999996e-10	0.1	1.365307e-09	9.740389700000001e-13	0.1
1.532448e-09	1.0411536970343338e-06	0.1	1.532448e-09	6.0283214200000006e-06	0.1	1.532448e-09	4.1884280500000006e-10	0.1	1.532448e-09	1.07849738e-12	0.1
1.713344e-09	7.973586283297361e-07	0.1	1.713344e-09	6.172245570000001e-06	0.1	1.713344e-09	4.4181404289999995e-10	0.1	1.713344e-09	1.1787315499999999e-12	0.1
1.914872e-09	5.924146009065933e-07	0.1	1.914872e-09	6.28623915e-06	0.1	1.914872e-09	4.6528068789999997e-10	0.1	1.914872e-09	1.27599563e-12	0.1
2.116399e-09	4.4021051187918e-07	0.1	2.116399e-09	6.363606110000001e-06	0.1	2.116399e-09	4.870801611e-10	0.1	2.116399e-09	1.3598347000000002e-12	0.1
2.317927e-09	3.2717096773882973e-07	0.1	2.317927e-09	6.41381746e-06	0.1	2.317927e-09	5.076552069000001e-10	0.1	2.317927e-09	1.4321283000000001e-12	0.1
2.54434e-09	2.3447573158815654e-07	0.1	2.54434e-09	6.44649268e-06	0.1	2.54434e-09	5.297143563e-10	0.1	2.54434e-09	1.5017869e-12	0.1
2.787342e-09	1.640648767920456e-07	0.1	2.787342e-09	6.461498539999999e-06	0.1	2.787342e-09	5.525127763e-10	0.1	2.787342e-09	1.5654115e-12	0.1
3.030345e-09	1.148713809467854e-07	0.1	3.030345e-09	6.46192061e-06	0.1	3.030345e-09	5.746904374e-10	0.1	3.030345e-09	1.6198229e-12	0.1
