Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
2.010675e-06	0.9894273	0.1	2.010675e-06	7.910309e-08	0.1	2.010675e-06	7.465689e-06	0.1	2.010675e-06	0.000229552	0.1	2.010675e-06	0.0003516317	0.1	2.010675e-06	0.003873952	0.1	2.010675e-06	0.0008004041	0.1	2.010675e-06	0.0001084254	0.1	2.010675e-06	6.944974e-08	0.1	2.010675e-06	3.331224e-05	0.1	2.010675e-06	4.878473e-11	0.1
2.165378e-06	0.9886949	0.1	2.165378e-06	7.918227e-08	0.1	2.165378e-06	8.088603e-06	0.1	2.165378e-06	0.0002416177	0.1	2.165378e-06	0.000374698	0.1	2.165378e-06	0.004209521	0.1	2.165378e-06	0.0008008815	0.1	2.165378e-06	0.0001086709	0.1	2.165378e-06	7.690889e-08	0.1	2.165378e-06	3.382645e-05	0.1	2.165378e-06	5.150216e-11	0.1
2.333318e-06	0.9879023	0.1	2.333318e-06	7.924151e-08	0.1	2.333318e-06	8.765167e-06	0.1	2.333318e-06	0.0002539675	0.1	2.333318e-06	0.0003985739	0.1	2.333318e-06	0.00457455	0.1	2.333318e-06	0.0008010581	0.1	2.333318e-06	0.0001088741	0.1	2.333318e-06	8.506813e-08	0.1	2.333318e-06	3.428831e-05	0.1	2.333318e-06	5.413669e-11	0.1
2.521115e-06	0.9870191	0.1	2.521115e-06	7.928814e-08	0.1	2.521115e-06	9.521996e-06	0.1	2.521115e-06	0.0002669075	0.1	2.521115e-06	0.0004238161	0.1	2.521115e-06	0.004983498	0.1	2.521115e-06	0.0008010319	0.1	2.521115e-06	0.0001090545	0.1	2.521115e-06	9.426144e-08	0.1	2.521115e-06	3.471003e-05	0.1	2.521115e-06	5.674686e-11	0.1
2.724867e-06	0.9860642	0.1	2.724867e-06	7.932546e-08	0.1	2.724867e-06	1.034332e-05	0.1	2.724867e-06	0.0002799739	0.1	2.724867e-06	0.0004494584	0.1	2.724867e-06	0.005427952	0.1	2.724867e-06	0.0008008753	0.1	2.724867e-06	0.0001092177	0.1	2.724867e-06	1.043129e-07	0.1	2.724867e-06	3.507874e-05	0.1	2.724867e-06	5.923847e-11	0.1
2.952554e-06	0.9850013	0.1	2.952554e-06	7.935848e-08	0.1	2.952554e-06	1.126126e-05	0.1	2.952554e-06	0.0002934612	0.1	2.952554e-06	0.0004759858	0.1	2.952554e-06	0.005925411	0.1	2.952554e-06	0.000800635	0.1	2.952554e-06	0.0001093768	0.1	2.952554e-06	1.156343e-07	0.1	2.952554e-06	3.540647e-05	0.1	2.952554e-06	6.167319e-11	0.1
3.210236e-06	0.9838035	0.1	3.210236e-06	7.939032e-08	0.1	3.210236e-06	1.230017e-05	0.1	3.210236e-06	0.0003074183	0.1	3.210236e-06	0.0005033666	0.1	3.210236e-06	0.006489262	0.1	3.210236e-06	0.0008003354	0.1	3.210236e-06	0.0001095383	0.1	3.210236e-06	1.285544e-07	0.1	3.210236e-06	3.569634e-05	0.1	3.210236e-06	6.406306e-11	0.1
3.4999e-06	0.9824634	0.1	3.4999e-06	7.942285e-08	0.1	3.4999e-06	1.346795e-05	0.1	3.4999e-06	0.0003215966	0.1	3.4999e-06	0.0005309382	0.1	3.4999e-06	0.007123997	0.1	3.4999e-06	0.0007999879	0.1	3.4999e-06	0.0001097026	0.1	3.4999e-06	1.432053e-07	0.1	3.4999e-06	3.594641e-05	0.1	3.4999e-06	6.637409e-11	0.1
3.837507e-06	0.9809097	0.1	3.837507e-06	7.945874e-08	0.1	3.837507e-06	1.482868e-05	0.1	3.837507e-06	0.0003363044	0.1	3.837507e-06	0.0005590591	0.1	3.837507e-06	0.00786474	0.1	3.837507e-06	0.0007995707	0.1	3.837507e-06	0.000109873	0.1	3.837507e-06	1.604371e-07	0.1	3.837507e-06	3.616515e-05	0.1	3.837507e-06	6.866607e-11	0.1
4.242327e-06	0.9790575	0.1	4.242327e-06	7.950026e-08	0.1	4.242327e-06	1.645948e-05	0.1	4.242327e-06	0.0003516586	0.1	4.242327e-06	0.0005875946	0.1	4.242327e-06	0.008753928	0.1	4.242327e-06	0.0007990388	0.1	4.242327e-06	0.0001100463	0.1	4.242327e-06	1.812969e-07	0.1	4.242327e-06	3.635531e-05	0.1	4.242327e-06	7.096234e-11	0.1
4.663951e-06	0.9771404	0.1	4.663951e-06	7.954221e-08	0.1	4.663951e-06	1.815646e-05	0.1	4.663951e-06	0.0003653461	0.1	4.663951e-06	0.000612015	0.1	4.663951e-06	0.009680697	0.1	4.663951e-06	0.000798431	0.1	4.663951e-06	0.0001101889	0.1	4.663951e-06	2.03219e-07	0.1	4.663951e-06	3.649551e-05	0.1	4.663951e-06	7.293658e-11	0.1
5.173609e-06	0.9748377	0.1	5.173609e-06	7.959126e-08	0.1	5.173609e-06	2.020493e-05	0.1	5.173609e-06	0.0003792125	0.1	5.173609e-06	0.0006354137	0.1	5.173609e-06	0.01080125	0.1	5.173609e-06	0.0007976093	0.1	5.173609e-06	0.0001103086	0.1	5.173609e-06	2.299366e-07	0.1	5.173609e-06	3.661056e-05	0.1	5.173609e-06	7.486824e-11	0.1
5.683267e-06	0.9725496	0.1	5.683267e-06	7.963852e-08	0.1	5.683267e-06	2.224942e-05	0.1	5.683267e-06	0.0003906069	0.1	5.683267e-06	0.0006533144	0.1	5.683267e-06	0.01192143	0.1	5.683267e-06	0.000796691	0.1	5.683267e-06	0.0001103733	0.1	5.683267e-06	2.568389e-07	0.1	5.683267e-06	3.668326e-05	0.1	5.683267e-06	7.639614e-11	0.1
6.235045e-06	0.9700871	0.1	6.235045e-06	7.968778e-08	0.1	6.235045e-06	2.445743e-05	0.1	6.235045e-06	0.00040063	0.1	6.235045e-06	0.000667788	0.1	6.235045e-06	0.01313307	0.1	6.235045e-06	0.0007955979	0.1	6.235045e-06	0.0001103879	0.1	6.235045e-06	2.861143e-07	0.1	6.235045e-06	3.672724e-05	0.1	6.235045e-06	7.7681e-11	0.1
6.850004e-06	0.9673589	0.1	6.850004e-06	7.974061e-08	0.1	6.850004e-06	2.691058e-05	0.1	6.850004e-06	0.0004094772	0.1	6.850004e-06	0.0006793056	0.1	6.850004e-06	0.01448132	0.1	6.850004e-06	0.0007942783	0.1	6.850004e-06	0.000110347	0.1	6.850004e-06	3.188617e-07	0.1	6.850004e-06	3.67447e-05	0.1	6.850004e-06	7.874848e-11	0.1
7.601654e-06	0.964045	0.1	7.601654e-06	7.98027e-08	0.1	7.601654e-06	2.989671e-05	0.1	7.601654e-06	0.0004176388	0.1	7.601654e-06	0.0006885693	0.1	7.601654e-06	0.01612523	0.1	7.601654e-06	0.000792554	0.1	7.601654e-06	0.0001102328	0.1	7.601654e-06	3.589778e-07	0.1	7.601654e-06	3.67331e-05	0.1	7.601654e-06	7.964755e-11	0.1
8.463043e-06	0.9602727	0.1	8.463043e-06	7.987116e-08	0.1	8.463043e-06	3.33007e-05	0.1	8.463043e-06	0.000424234	0.1	8.463043e-06	0.0006947326	0.1	8.463043e-06	0.0180025	0.1	8.463043e-06	0.000790473	0.1	8.463043e-06	0.0001100391	0.1	8.463043e-06	4.049773e-07	0.1	8.463043e-06	3.668869e-05	0.1	8.463043e-06	8.02743e-11	0.1
9.397591e-06	0.9562081	0.1	9.397591e-06	7.994299e-08	0.1	9.397591e-06	3.697059e-05	0.1	9.397591e-06	0.0004289254	0.1	9.397591e-06	0.0006979826	0.1	9.397591e-06	0.02003002	0.1	9.397591e-06	0.000788136	0.1	9.397591e-06	0.0001097789	0.1	9.397591e-06	4.548252e-07	0.1	9.397591e-06	3.661581e-05	0.1	9.397591e-06	8.061913e-11	0.1
1.033214e-05	0.9521707	0.1	1.033214e-05	8.001286e-08	0.1	1.033214e-05	4.061548e-05	0.1	1.033214e-05	0.0004317638	0.1	1.033214e-05	0.0006990458	0.1	1.033214e-05	0.02204708	0.1	1.033214e-05	0.0007857529	0.1	1.033214e-05	0.0001094864	0.1	1.033214e-05	5.045471e-07	0.1	1.033214e-05	3.652685e-05	0.1	1.033214e-05	8.073662e-11	0.1
1.126669e-05	0.9481596	0.1	1.126669e-05	8.008122e-08	0.1	1.126669e-05	4.423489e-05	0.1	1.126669e-05	0.000433277	0.1	1.126669e-05	0.0006988016	0.1	1.126669e-05	0.02405309	0.1	1.126669e-05	0.0007833472	0.1	1.126669e-05	0.000109175	0.1	1.126669e-05	5.541008e-07	0.1	1.126669e-05	3.642823e-05	0.1	1.126669e-05	8.071113e-11	0.1
1.220124e-05	0.9441739	0.1	1.220124e-05	8.014833e-08	0.1	1.220124e-05	4.782863e-05	0.1	1.220124e-05	0.0004338435	0.1	1.220124e-05	0.0006977804	0.1	1.220124e-05	0.02604767	0.1	1.220124e-05	0.0007809335	0.1	1.220124e-05	0.0001088529	0.1	1.220124e-05	6.034605e-07	0.1	1.220124e-05	3.632396e-05	0.1	1.220124e-05	8.059739e-11	0.1
1.313578e-05	0.9402132	0.1	1.313578e-05	8.021436e-08	0.1	1.313578e-05	5.139668e-05	0.1	1.313578e-05	0.0004337347	0.1	1.313578e-05	0.0006963003	0.1	1.313578e-05	0.02803059	0.1	1.313578e-05	0.0007785207	0.1	1.313578e-05	0.0001085251	0.1	1.313578e-05	6.5261e-07	0.1	1.313578e-05	3.621652e-05	0.1	1.313578e-05	8.043007e-11	0.1
1.422468e-05	0.9356293	0.1	1.422468e-05	8.029009e-08	0.1	1.422468e-05	5.552172e-05	0.1	1.422468e-05	0.0004330119	0.1	1.422468e-05	0.0006942454	0.1	1.422468e-05	0.03032612	0.1	1.422468e-05	0.0007757172	0.1	1.422468e-05	0.0001081401	0.1	1.422468e-05	7.095979e-07	0.1	1.422468e-05	3.608934e-05	0.1	1.422468e-05	8.019572e-11	0.1
1.535215e-05	0.9309178	0.1	1.535215e-05	8.036723e-08	0.1	1.535215e-05	5.975656e-05	0.1	1.535215e-05	0.0004318025	0.1	1.535215e-05	0.0006919147	0.1	1.535215e-05	0.03268607	0.1	1.535215e-05	0.000772828	0.1	1.535215e-05	0.0001077405	0.1	1.535215e-05	7.682788e-07	0.1	1.535215e-05	3.595675e-05	0.1	1.535215e-05	7.992843e-11	0.1
1.666613e-05	0.925471	0.1	1.666613e-05	8.045561e-08	0.1	1.666613e-05	6.464561e-05	0.1	1.666613e-05	0.0004300102	0.1	1.666613e-05	0.0006890723	0.1	1.666613e-05	0.03541464	0.1	1.666613e-05	0.0007694821	0.1	1.666613e-05	0.000107276	0.1	1.666613e-05	8.362378e-07	0.1	1.666613e-05	3.580219e-05	0.1	1.666613e-05	7.960135e-11	0.1
1.802673e-05	0.9198804	0.1	1.802673e-05	8.054546e-08	0.1	1.802673e-05	6.965621e-05	0.1	1.802673e-05	0.000427885	0.1	1.802673e-05	0.0006860701	0.1	1.802673e-05	0.03821551	0.1	1.802673e-05	0.0007660434	0.1	1.802673e-05	0.0001067976	0.1	1.802673e-05	9.06114e-07	0.1	1.802673e-05	3.564277e-05	0.1	1.802673e-05	7.925521e-11	0.1
1.966389e-05	0.9132193	0.1	1.966389e-05	8.06514e-08	0.1	1.966389e-05	7.561616e-05	0.1	1.966389e-05	0.0004251216	0.1	1.966389e-05	0.0006824394	0.1	1.966389e-05	0.0415529	0.1	1.966389e-05	0.0007619423	0.1	1.966389e-05	0.0001062264	0.1	1.966389e-05	9.895184e-07	0.1	1.966389e-05	3.545227e-05	0.1	1.966389e-05	7.883619e-11	0.1
2.137862e-05	0.9063185	0.1	2.137862e-05	8.075988e-08	0.1	2.137862e-05	8.177876e-05	0.1	2.137862e-05	0.0004221033	0.1	2.137862e-05	0.0006786499	0.1	2.137862e-05	0.04501046	0.1	2.137862e-05	0.0007576899	0.1	2.137862e-05	0.0001056338	0.1	2.137862e-05	1.076075e-06	0.1	2.137862e-05	3.525457e-05	0.1	2.137862e-05	7.839861e-11	0.1
2.340363e-05	0.8982676	0.1	2.340363e-05	8.08848e-08	0.1	2.340363e-05	8.895317e-05	0.1	2.340363e-05	0.0004184733	0.1	2.340363e-05	0.0006742126	0.1	2.340363e-05	0.04904438	0.1	2.340363e-05	0.0007527246	0.1	2.340363e-05	0.0001049416	0.1	2.340363e-05	1.177227e-06	0.1	2.340363e-05	3.502363e-05	0.1	2.340363e-05	7.788611e-11	0.1
2.569156e-05	0.8892974	0.1	2.569156e-05	8.102187e-08	0.1	2.569156e-05	9.692697e-05	0.1	2.569156e-05	0.0004143588	0.1	2.569156e-05	0.0006692585	0.1	2.569156e-05	0.05353895	0.1	2.569156e-05	0.0007471872	0.1	2.569156e-05	0.0001041697	0.1	2.569156e-05	1.290107e-06	0.1	2.569156e-05	3.476605e-05	0.1	2.569156e-05	7.731387e-11	0.1
