Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
7.257599e-12	9.79158808314e-06	0.1	7.257599e-12	2.990346e-11	0.1	7.257599e-12	1.993511e-07	0.1	7.257599e-12	4.555929e-11	0.1	7.257599e-12	8.363168e-09	0.1	7.257599e-12	3.4701894e-10	0.1	7.257599e-12	7.585105e-11	0.1
1.622658e-11	9.540140597640001e-06	0.1	1.622658e-11	6.600119e-11	0.1	1.622658e-11	4.399815e-07	0.1	1.622658e-11	1.005532e-10	0.1	1.622658e-11	1.845849e-08	0.1	1.622658e-11	7.6590062e-10	0.1	1.622658e-11	1.674096e-10	0.1
3.373619e-11	9.067713321960002e-06	0.1	3.373619e-11	1.338296e-10	0.1	3.373619e-11	8.92085e-07	0.1	3.373619e-11	2.038799e-10	0.1	3.373619e-11	3.742717e-08	0.1	3.373619e-11	1.5529268900000001e-09	0.1	3.373619e-11	3.394358e-10	0.1
6.483234e-11	8.285639314197701e-06	0.1	6.483234e-11	2.461369e-10	0.1	6.483234e-11	1.640511e-06	0.1	6.483234e-11	3.749376e-10	0.1	6.483234e-11	6.883259e-08	0.1	6.483234e-11	2.8558544e-09	0.1	6.483234e-11	6.242244e-10	0.1
1.081787e-10	7.306736201219e-06	0.1	1.081787e-10	3.867548e-10	0.1	1.081787e-10	2.577289e-06	0.1	1.081787e-10	5.890608e-10	0.1	1.081787e-10	1.081503e-07	0.1	1.081787e-10	4.4868116e-09	0.1	1.081787e-10	9.807077e-10	0.1
1.694833e-10	6.116472611343e-06	0.1	1.694833e-10	5.578225e-10	0.1	1.694833e-10	3.716319e-06	0.1	1.694833e-10	8.494449e-10	0.1	1.694833e-10	1.559735e-07	0.1	1.694833e-10	6.4701432999999996e-09	0.1	1.694833e-10	1.414201e-09	0.1
2.307878e-10	5.1201307741334004e-06	0.1	2.307878e-10	7.011218e-10	0.1	2.307878e-10	4.669759e-06	0.1	2.307878e-10	1.067439e-09	0.1	2.307878e-10	1.96024e-07	0.1	2.307878e-10	8.1306058e-09	0.1	2.307878e-10	1.777115e-09	0.1
3.2415e-10	3.9055877720316e-06	0.1	3.2415e-10	8.759945e-10	0.1	3.2415e-10	5.831973e-06	0.1	3.2415e-10	1.333236e-09	0.1	3.2415e-10	2.448807e-07	0.1	3.2415e-10	1.01551957e-08	0.1	3.2415e-10	2.219594e-09	0.1
4.175122e-10	2.9792053138691997e-06	0.1	4.175122e-10	1.009604e-09	0.1	4.175122e-10	6.718405e-06	0.1	4.175122e-10	1.536042e-09	0.1	4.175122e-10	2.821875e-07	0.1	4.175122e-10	1.17000096e-08	0.1	4.175122e-10	2.557193e-09	0.1
5.108744e-10	2.2726145918286e-06	0.1	5.108744e-10	1.111739e-09	0.1	5.108744e-10	7.394488e-06	0.1	5.108744e-10	1.690804e-09	0.1	5.108744e-10	3.106846e-07	0.1	5.108744e-10	1.2878885599999999e-08	0.1	5.108744e-10	2.814797e-09	0.1
