Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
0.0	0.999999952374	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.699235e-08	0.999999948771	0.1	1.699235e-08	3.007968e-14	0.1	1.699235e-08	3.223883e-12	0.1	1.699235e-08	8.277608e-12	0.1	1.699235e-08	1.78111e-10	0.1	1.699235e-08	1.70467e-09	0.1	1.699235e-08	1.497007e-09	0.1	1.699235e-08	1.759256e-10	0.1	1.699235e-08	3.083725e-14	0.1	1.699235e-08	3.496658e-11	0.1	1.699235e-08	2.972166e-19	0.1
9.972549e-07	0.999999544342	0.1	9.972549e-07	5.722763e-13	0.1	9.972549e-07	1.862397e-10	0.1	9.972549e-07	3.462227e-10	0.1	9.972549e-07	1.028599e-08	0.1	9.972549e-07	9.857826e-08	0.1	9.972549e-07	8.64522e-08	0.1	9.972549e-07	1.015973e-08	0.1	9.972549e-07	1.856897e-12	0.1	9.972549e-07	2.019331e-09	0.1	9.972549e-07	1.732045e-17	0.1
3.367456e-06	0.999998676505	0.1	3.367456e-06	6.368458e-13	0.1	3.367456e-06	5.976283e-10	0.1	3.367456e-06	5.925289e-10	0.1	3.367456e-06	3.341895e-08	0.1	3.367456e-06	3.208187e-07	0.1	3.367456e-06	2.808615e-07	0.1	3.367456e-06	3.300694e-08	0.1	3.367456e-06	6.632802e-12	0.1	3.367456e-06	6.56061e-09	0.1	3.367456e-06	6.138143e-17	0.1
6.437612e-06	0.999997512404	0.1	6.437612e-06	6.614902e-13	0.1	6.437612e-06	1.067562e-09	0.1	6.437612e-06	5.914362e-10	0.1	6.437612e-06	6.082257e-08	0.1	6.437612e-06	5.843954e-07	0.1	6.437612e-06	5.110672e-07	0.1	6.437612e-06	6.006351e-08	0.1	6.437612e-06	1.35097e-11	0.1	6.437612e-06	1.193954e-08	0.1	6.437612e-06	1.378572e-16	0.1
1.075111e-05	0.999996112862	0.1	1.075111e-05	6.77666e-13	0.1	1.075111e-05	1.621167e-09	0.1	1.075111e-05	5.196504e-10	0.1	1.075111e-05	9.494127e-08	0.1	1.075111e-05	9.126557e-07	0.1	1.075111e-05	7.973799e-07	0.1	1.075111e-05	9.372264e-08	0.1	1.075111e-05	2.430732e-11	0.1	1.075111e-05	1.863422e-08	0.1	1.075111e-05	3.11354e-16	0.1
1.838857e-05	0.999994198553	0.1	1.838857e-05	6.904693e-13	0.1	1.838857e-05	2.347032e-09	0.1	1.838857e-05	4.046035e-10	0.1	1.838857e-05	1.447029e-07	0.1	1.838857e-05	1.391489e-06	0.1	1.838857e-05	1.213721e-06	0.1	1.838857e-05	1.427014e-07	0.1	1.838857e-05	4.596696e-11	0.1	1.838857e-05	2.838875e-08	0.1	1.838857e-05	8.846379e-16	0.1
2.877309e-05	0.9999921719189999	0.1	2.877309e-05	6.81841e-13	0.1	2.877309e-05	2.938381e-09	0.1	2.877309e-05	2.874047e-10	0.1	2.877309e-05	1.95252e-07	0.1	2.877309e-05	1.877996e-06	0.1	2.877309e-05	1.633439e-06	0.1	2.877309e-05	1.92164e-07	0.1	2.877309e-05	7.881679e-11	0.1	2.877309e-05	3.827285e-08	0.1	2.877309e-05	2.294473e-15	0.1
4.142953e-05	0.999990412725	0.1	4.142953e-05	6.460853e-13	0.1	4.142953e-05	3.242662e-09	0.1	4.142953e-05	1.89539e-10	0.1	4.142953e-05	2.377904e-07	0.1	4.142953e-05	2.287512e-06	0.1	4.142953e-05	1.980945e-06	0.1	4.142953e-05	2.332706e-07	0.1	4.142953e-05	1.212138e-10	0.1	4.142953e-05	4.654638e-08	0.1	4.142953e-05	4.946986e-15	0.1
5.788606e-05	0.9999890163973	0.1	5.788606e-05	5.791715e-13	0.1	5.788606e-05	3.236043e-09	0.1	5.788606e-05	1.104367e-10	0.1	5.788606e-05	2.727067e-07	0.1	5.788606e-05	2.623768e-06	0.1	5.788606e-05	2.256546e-06	0.1	5.788606e-05	2.66135e-07	0.1	5.788606e-05	1.761345e-10	0.1	5.788606e-05	5.326212e-08	0.1	5.788606e-05	9.59716e-15	0.1
