Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
2.005582e-13	9.77328053048e-06	0.1	2.005582e-13	1.350609e-07	0.1	2.005582e-13	1.34117e-10	0.1	2.005582e-13	6.622723e-09	0.1	2.005582e-13	2.874732e-08	0.1	2.005582e-13	1.18339e-08	0.1	2.005582e-13	1.661014e-11	0.1
4.851604e-13	9.51317373272e-06	0.1	4.851604e-13	3.228403e-07	0.1	4.851604e-13	3.204084e-10	0.1	4.851604e-13	1.583267e-08	0.1	4.851604e-13	6.862882e-08	0.1	4.851604e-13	2.764335e-08	0.1	4.851604e-13	3.969439e-11	0.1
1.091657e-12	8.982044457277501e-06	0.1	1.091657e-12	7.082447e-07	0.1	1.091657e-12	7.021246e-10	0.1	1.091657e-12	3.47433e-08	0.1	1.091657e-12	1.501694e-07	0.1	1.091657e-12	5.773948e-08	0.1	1.091657e-12	8.703952e-11	0.1
2.153331e-12	8.1235480886261e-06	0.1	2.153331e-12	1.336918e-06	0.1	2.153331e-12	1.322982e-09	0.1	2.153331e-12	6.561274e-08	0.1	2.153331e-12	2.822888e-07	0.1	2.153331e-12	1.000083e-07	0.1	2.153331e-12	1.641732e-10	0.1
3.626388e-12	7.0680401022075e-06	0.1	3.626388e-12	2.119926e-06	0.1	3.626388e-12	2.093221e-09	0.1	3.626388e-12	1.040983e-07	0.1	3.626388e-12	4.453403e-07	0.1	3.626388e-12	1.407007e-07	0.1	3.626388e-12	2.600804e-10	0.1
5.594046e-12	5.8707954720181e-06	0.1	5.594046e-12	3.022246e-06	0.1	5.594046e-12	2.976831e-09	0.1	5.594046e-12	1.48499e-07	0.1	5.594046e-12	6.31253e-07	0.1	5.594046e-12	1.708624e-07	0.1	5.594046e-12	3.703867e-10	0.1
7.561704e-12	4.877879050197101e-06	0.1	7.561704e-12	3.782726e-06	0.1	7.561704e-12	3.718408e-09	0.1	7.561704e-12	1.859609e-07	0.1	7.561704e-12	7.863783e-07	0.1	7.561704e-12	1.82022e-07	0.1	7.561704e-12	4.631835e-10	0.1
1.029243e-11	3.773482500475e-06	0.1	1.029243e-11	4.642519e-06	0.1	1.029243e-11	4.553669e-09	0.1	1.029243e-11	2.283582e-07	0.1	1.029243e-11	9.601696e-07	0.1	1.029243e-11	1.783602e-07	0.1	1.029243e-11	5.679248e-10	0.1
1.321392e-11	2.86844350085202e-06	0.1	1.321392e-11	5.358955e-06	0.1	1.321392e-11	5.247421e-09	0.1	1.321392e-11	2.637201e-07	0.1	1.321392e-11	1.103832e-06	0.1	1.321392e-11	1.61485e-07	0.1	1.321392e-11	6.550753e-10	0.1
1.613542e-11	2.1811545041699e-06	0.1	1.613542e-11	5.910795e-06	0.1	1.613542e-11	5.78069e-09	0.1	1.613542e-11	2.90978e-07	0.1	1.613542e-11	1.213895e-06	0.1	1.613542e-11	1.393911e-07	0.1	1.613542e-11	7.221381e-10	0.1
1.905691e-11	1.65890486688088e-06	0.1	1.905691e-11	6.335011e-06	0.1	1.905691e-11	6.190219e-09	0.1	1.905691e-11	3.11944e-07	0.1	1.905691e-11	1.298247e-06	0.1	1.905691e-11	1.166484e-07	0.1	1.905691e-11	7.736628e-10	0.1
2.19784e-11	1.26188141657904e-06	0.1	2.19784e-11	6.660569e-06	0.1	2.19784e-11	6.504463e-09	0.1	2.19784e-11	3.280417e-07	0.1	2.19784e-11	1.362904e-06	0.1	2.19784e-11	9.554138e-08	0.1	2.19784e-11	8.131965e-10	0.1
2.489989e-11	9.599597684209801e-07	0.1	2.489989e-11	6.910057e-06	0.1	2.489989e-11	6.745424e-09	0.1	2.489989e-11	3.403834e-07	0.1	2.489989e-11	1.412466e-06	0.1	2.489989e-11	7.704409e-08	0.1	2.489989e-11	8.434949e-10	0.1
2.782139e-11	7.3030777894334e-07	0.1	2.782139e-11	7.101013e-06	0.1	2.782139e-11	6.930085e-09	0.1	2.782139e-11	3.498341e-07	0.1	2.782139e-11	1.450456e-06	0.1	2.782139e-11	6.140779e-08	0.1	2.782139e-11	8.666927e-10	0.1
3.074288e-11	5.556018876148e-07	0.1	3.074288e-11	7.247017e-06	0.1	3.074288e-11	7.071541e-09	0.1	3.074288e-11	3.57064e-07	0.1	3.074288e-11	1.479574e-06	0.1	3.074288e-11	4.850955e-08	0.1	3.074288e-11	8.844392e-10	0.1
3.425773e-11	3.9985157304567806e-07	0.1	3.425773e-11	7.377747e-06	0.1	3.425773e-11	7.198556e-09	0.1	3.425773e-11	3.635428e-07	0.1	3.425773e-11	1.505743e-06	0.1	3.425773e-11	3.619802e-08	0.1	3.425773e-11	9.003427e-10	0.1
3.777258e-11	2.87752568080747e-07	0.1	3.777258e-11	7.472185e-06	0.1	3.777258e-11	7.290687e-09	0.1	3.777258e-11	3.682287e-07	0.1	3.777258e-11	1.524748e-06	0.1	3.777258e-11	2.680625e-08	0.1	3.777258e-11	9.118458e-10	0.1
4.128743e-11	2.07073114999465e-07	0.1	4.128743e-11	7.540338e-06	0.1	4.128743e-11	7.357534e-09	0.1	4.128743e-11	3.716163e-07	0.1	4.128743e-11	1.538555e-06	0.1	4.128743e-11	1.973654e-08	0.1	4.128743e-11	9.20161e-10	0.1
4.509161e-11	1.4502878380007598e-07	0.1	4.509161e-11	7.59285e-06	0.1	4.509161e-11	7.409423e-09	0.1	4.509161e-11	3.742333e-07	0.1	4.509161e-11	1.549286e-06	0.1	4.509161e-11	1.409979e-08	0.1	4.509161e-11	9.265826e-10	0.1
