# T[K]         W1         Pr1         Pr3         Pr2         sum_k_Pr_i
3.00e+02	3.68e-44	4.32e-53	6.88e-62	3.68e-44	3.68e-44
4.00e+02	2.55e-31	3.02e-37	9.90e-43	2.55e-31	2.55e-31
5.00e+02	3.16e-23	2.44e-27	3.61e-31	3.16e-23	3.16e-23
6.00e+02	1.52e-17	1.17e-20	1.95e-23	1.53e-17	1.53e-17
7.00e+02	2.17e-13	8.51e-16	6.55e-18	2.18e-13	2.18e-13
8.00e+02	3.10e-10	4.22e-12	9.06e-14	3.14e-10	3.14e-10
9.00e+02	9.20e-08	3.28e-09	1.48e-10	9.55e-08	9.55e-08
1.00e+03	8.81e-06	6.78e-07	5.36e-08	9.54e-06	9.54e-06
1.10e+03	3.62e-04	5.21e-05	6.48e-06	4.21e-04	4.21e-04
1.20e+03	7.80e-03	1.91e-03	3.46e-04	1.01e-02	1.01e-02
1.30e+03	1.01e-01	3.91e-02	9.83e-03	1.50e-01	1.50e-01
1.40e+03	8.69e-01	5.10e-01	1.71e-01	1.55e+00	1.55e+00
1.50e+03	5.38e+00	4.61e+00	1.99e+00	1.20e+01	1.20e+01
1.60e+03	2.54e+01	3.11e+01	1.69e+01	7.33e+01	7.33e+01
1.70e+03	9.56e+01	1.65e+02	1.11e+02	3.71e+02	3.71e+02
1.80e+03	2.99e+02	7.15e+02	5.80e+02	1.59e+03	1.59e+03
1.90e+03	7.99e+02	2.63e+03	2.55e+03	5.98e+03	5.98e+03
2.00e+03	1.88e+03	8.45e+03	9.61e+03	1.99e+04	1.99e+04
2.10e+03	3.94e+03	2.41e+04	3.18e+04	5.98e+04	5.98e+04
2.20e+03	7.53e+03	6.24e+04	9.39e+04	1.64e+05	1.64e+05
2.30e+03	1.33e+04	1.48e+05	2.52e+05	4.13e+05	4.13e+05
2.40e+03	2.20e+04	3.29e+05	6.22e+05	9.73e+05	9.73e+05
2.50e+03	3.43e+04	6.84e+05	1.43e+06	2.15e+06	2.15e+06
