Batch	m_SP	2	P2_L	W4_L	
1.872736e-11	9.722074554619998e-06	0.1	1.872736e-11	2.2775061e-07	0.1
4.001738e-11	9.4157297400281e-06	0.1	4.001738e-11	4.7921819e-07	0.1
8.951259e-11	8.7404304397386e-06	0.1	8.951259e-11	1.03448446e-06	0.1
1.78604e-10	7.6449020408168e-06	0.1	1.78604e-10	1.9381305999999997e-06	0.1
2.643535e-10	6.720656223722999e-06	0.1	2.643535e-10	2.7033776e-06	0.1
3.302416e-10	6.087296799102679e-06	0.1	3.302416e-10	3.2293929e-06	0.1
4.210344e-10	5.31133245314232e-06	0.1	4.210344e-10	3.8757347e-06	0.1
5.490015e-10	4.38288899570546e-06	0.1	5.490015e-10	4.6520018e-06	0.1
7.233909e-10	3.3735539538792e-06	0.1	7.233909e-10	5.499842099999999e-06	0.1
8.977804e-10	2.5968819046356297e-06	0.1	8.977804e-10	6.1553573e-06	0.1
1.07217e-09	1.9991507171062803e-06	0.1	1.07217e-09	6.6619196000000005e-06	0.1
1.246559e-09	1.53907841693144e-06	0.1	1.246559e-09	7.0532038e-06	0.1
1.420949e-09	1.1849281419951e-06	0.1	1.420949e-09	7.3553233e-06	0.1
1.595338e-09	9.122932765060801e-07	0.1	1.595338e-09	7.588519e-06	0.1
1.777044e-09	6.947371323072e-07	0.1	1.777044e-09	7.7750346e-06	0.1
1.988019e-09	5.06355263127775e-07	0.1	1.988019e-09	7.9368892e-06	0.1
2.198993e-09	3.6905627511948505e-07	0.1	2.198993e-09	8.055089e-06	0.1
2.409968e-09	2.6898574668210494e-07	0.1	2.409968e-09	8.1413813e-06	0.1
2.638913e-09	1.9083666692344502e-07	0.1	2.638913e-09	8.2088662e-06	0.1
2.894815e-09	1.3002794433908999e-07	0.1	2.894815e-09	8.2614465e-06	0.1
