Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
0.002799666	0.9898854	0.1	0.002799666	2.124604e-06	0.1	0.002799666	3.425841e-05	0.1	0.002799666	0.004309415	0.1	0.002799666	0.000117647441	0.1	0.002799666	5.418602e-06	0.1	0.002799666	3.042075e-09	0.1
0.003221374	0.9885612	0.1	0.003221374	2.448525e-06	0.1	0.003221374	3.768462e-05	0.1	0.003221374	0.004967645	0.1	0.003221374	0.000117610769	0.1	0.003221374	5.432879e-06	0.1	0.003221374	3.594749e-09	0.1
0.003870683	0.9865279	0.1	0.003870683	2.945905e-06	0.1	0.003870683	4.1909e-05	0.1	0.003870683	0.005979629	0.1	0.003870683	0.00011754226199999999	0.1	0.003870683	5.451869e-06	0.1	0.003870683	4.458078e-09	0.1
0.004519991	0.9845014000000001	0.1	0.004519991	3.441502e-06	0.1	0.004519991	4.504197e-05	0.1	0.004519991	0.00698955	0.1	0.004519991	0.000117454898	0.1	0.004519991	5.46648e-06	0.1	0.004519991	5.333875e-09	0.1
0.005197318	0.9823947	0.1	0.005197318	3.956419e-06	0.1	0.005197318	4.738886e-05	0.1	0.005197318	0.008040595	0.1	0.005197318	0.000117342887	0.1	0.005197318	5.476721e-06	0.1	0.005197318	6.257406e-09	0.1
0.005986719	0.9799484	0.1	0.005986719	4.553661e-06	0.1	0.005986719	4.924143e-05	0.1	0.005986719	0.009262106	0.1	0.005986719	0.000117188884	0.1	0.005986719	5.482807e-06	0.1	0.005986719	7.342324e-09	0.1
0.006875897	0.9772043	0.1	0.006875897	5.222447e-06	0.1	0.006875897	5.054033e-05	0.1	0.006875897	0.01063328	0.1	0.006875897	0.000116992206	0.1	0.006875897	5.483696e-06	0.1	0.006875897	8.570536e-09	0.1
0.007893307	0.9740789999999999	0.1	0.007893307	5.982311e-06	0.1	0.007893307	5.137528e-05	0.1	0.007893307	0.01219575	0.1	0.007893307	0.000116746636	0.1	0.007893307	5.47932e-06	0.1	0.007893307	9.978654e-09	0.1
0.009157572	0.9702165	0.1	0.009157572	6.918306e-06	0.1	0.009157572	5.185704e-05	0.1	0.009157572	0.01412744	0.1	0.009157572	0.000116423975	0.1	0.009157572	5.46902e-06	0.1	0.009157572	1.172675e-08	0.1
0.01042184	0.966377	0.1	0.01042184	7.84504e-06	0.1	0.01042184	5.201528e-05	0.1	0.01042184	0.01604803	0.1	0.01042184	0.000116091637	0.1	0.01042184	5.455819e-06	0.1	0.01042184	1.346886e-08	0.1
0.0116861	0.9625600999999999	0.1	0.0116861	8.762479e-06	0.1	0.0116861	5.201445e-05	0.1	0.0116861	0.01795746	0.1	0.0116861	0.00011575526300000001	0.1	0.0116861	5.441203e-06	0.1	0.0116861	1.520267e-08	0.1
0.01310653	0.9582987000000001	0.1	0.01310653	9.782191e-06	0.1	0.01310653	5.19233e-05	0.1	0.01310653	0.02008946	0.1	0.01310653	0.000115376363	0.1	0.01310653	5.42402e-06	0.1	0.01310653	1.713933e-08	0.1
0.01463106	0.9537560999999999	0.1	0.01463106	1.086373e-05	0.1	0.01463106	5.177767e-05	0.1	0.01463106	0.02236217	0.1	0.01463106	0.000114970412	0.1	0.01463106	5.405233e-06	0.1	0.01463106	1.92038e-08	0.1
0.01647814	0.9482953000000001	0.1	0.01647814	1.215638e-05	0.1	0.01647814	5.157492e-05	0.1	0.01647814	0.02509433	0.1	0.01647814	0.000114481219	0.1	0.01647814	5.382374e-06	0.1	0.01647814	2.16849e-08	0.1
0.01861125	0.9420462999999999	0.1	0.01861125	1.362539e-05	0.1	0.01861125	5.13291e-05	0.1	0.01861125	0.02822079	0.1	0.01861125	0.000113920552	0.1	0.01861125	5.35607e-06	0.1	0.01861125	2.452242e-08	0.1
0.02107678	0.9348995	0.1	0.02107678	1.529203e-05	0.1	0.02107678	5.104219e-05	0.1	0.02107678	0.03179651	0.1	0.02107678	0.000113278716	0.1	0.02107678	5.325914e-06	0.1	0.02107678	2.776484e-08	0.1
