Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
1.552132e-09	0.9855803	0.1	1.552132e-09	0.0006768555	0.1	1.552132e-09	8.656383e-06	0.1	1.552132e-09	0.001826435	0.1	1.552132e-09	0.003286049	0.1	1.552132e-09	0.0007397831	0.1	1.552132e-09	8.288026e-07	0.1
3.722147e-09	0.9677457	0.1	3.722147e-09	0.001601184	0.1	3.722147e-09	2.047773e-05	0.1	3.722147e-09	0.004320655	0.1	3.722147e-09	0.0077735480999999995	0.1	3.722147e-09	0.001750047	0.1	3.722147e-09	1.960633e-06	0.1
8.062177e-09	0.9334897	0.1	8.062177e-09	0.003376603	0.1	8.062177e-09	4.318377e-05	0.1	8.062177e-09	0.009111468	0.1	8.062177e-09	0.0163929833	0.1	8.062177e-09	0.003690527	0.1	8.062177e-09	4.134616e-06	0.1
1.396662e-08	0.8896984	0.1	1.396662e-08	0.005646213	0.1	1.396662e-08	7.221007e-05	0.1	1.396662e-08	0.01523581	0.1	1.396662e-08	0.027411656	0.1	1.396662e-08	0.006171144	0.1	1.396662e-08	6.91373e-06	0.1
2.20193e-08	0.8346832	0.1	2.20193e-08	0.008497531	0.1	2.20193e-08	0.0001086759	0.1	2.20193e-08	0.02292984	0.1	2.20193e-08	0.041254453999999996	0.1	2.20193e-08	0.009287551	0.1	2.20193e-08	1.040514e-05	0.1
3.420284e-08	0.7604044	0.1	3.420284e-08	0.01234725	0.1	3.420284e-08	0.0001579104	0.1	3.420284e-08	0.03331796	0.1	3.420284e-08	0.059944340000000006	0.1	3.420284e-08	0.01349518	0.1	3.420284e-08	1.511908e-05	0.1
5.082555e-08	0.6734543	0.1	5.082555e-08	0.01685369	0.1	5.082555e-08	0.0002155437	0.1	5.082555e-08	0.0454782	0.1	5.082555e-08	0.081822545	0.1	5.082555e-08	0.01842058	0.1	5.082555e-08	2.063718e-05	0.1
7.252876e-08	0.5795553	0.1	7.252876e-08	0.02172027	0.1	7.252876e-08	0.0002777831	0.1	7.252876e-08	0.05861026	0.1	7.252876e-08	0.105449218	0.1	7.252876e-08	0.02373962	0.1	7.252876e-08	2.659627e-05	0.1
9.550208e-08	0.4986147	0.1	9.550208e-08	0.02591525	0.1	9.550208e-08	0.0003314332	0.1	9.550208e-08	0.06993004	0.1	9.550208e-08	0.125815287	0.1	9.550208e-08	0.02832461	0.1	9.550208e-08	3.173298e-05	0.1
1.184754e-07	0.4320678	0.1	1.184754e-07	0.02936424	0.1	1.184754e-07	0.0003755426	0.1	1.184754e-07	0.07923683	0.1	1.184754e-07	0.142559699	0.1	1.184754e-07	0.03209425	0.1	1.184754e-07	3.595623e-05	0.1
1.414487e-07	0.3766326	0.1	1.414487e-07	0.03223733	0.1	1.414487e-07	0.0004122869	0.1	1.414487e-07	0.08698961	0.1	1.414487e-07	0.156508157	0.1	1.414487e-07	0.03523445	0.1	1.414487e-07	3.94743e-05	0.1
1.690314e-07	0.3214713	0.1	1.690314e-07	0.03509622	0.1	1.690314e-07	0.0004488496	0.1	1.690314e-07	0.09470408	0.1	1.690314e-07	0.170387742	0.1	1.690314e-07	0.03835913	0.1	1.690314e-07	4.297499e-05	0.1
1.966142e-07	0.2760071	0.1	1.966142e-07	0.03745253	0.1	1.966142e-07	0.0004789847	0.1	1.966142e-07	0.1010624	0.1	1.966142e-07	0.181827328	0.1	1.966142e-07	0.04093451	0.1	1.966142e-07	4.586027e-05	0.1
2.241969e-07	0.2381302	0.1	2.241969e-07	0.03941561	0.1	2.241969e-07	0.0005040908	0.1	2.241969e-07	0.1063596	0.1	2.241969e-07	0.191357836	0.1	2.241969e-07	0.0430801	0.1	2.241969e-07	4.826404e-05	0.1
2.517796e-07	0.2062907	0.1	2.517796e-07	0.04106579	0.1	2.517796e-07	0.0005251951	0.1	2.517796e-07	0.1108124	0.1	2.517796e-07	0.19936929	0.1	2.517796e-07	0.04488369	0.1	2.517796e-07	5.028467e-05	0.1
2.793623e-07	0.1793242	0.1	2.793623e-07	0.0424634	0.1	2.793623e-07	0.0005430693	0.1	2.793623e-07	0.1145838	0.1	2.793623e-07	0.20615447	0.1	2.793623e-07	0.04641125	0.1	2.793623e-07	5.199603e-05	0.1
3.069451e-07	0.1563392	0.1	3.069451e-07	0.04365466	0.1	3.069451e-07	0.0005583045	0.1	3.069451e-07	0.1177983	0.1	3.069451e-07	0.21193790999999998	0.1	3.069451e-07	0.04771326	0.1	3.069451e-07	5.345472e-05	0.1
3.345278e-07	0.1366413	0.1	3.345278e-07	0.04467557	0.1	3.345278e-07	0.000571361	0.1	3.345278e-07	0.1205531	0.1	3.345278e-07	0.21689427	0.1	3.345278e-07	0.04882908	0.1	3.345278e-07	5.470481e-05	0.1
3.621105e-07	0.1196818	0.1	3.621105e-07	0.04555454	0.1	3.621105e-07	0.0005826023	0.1	3.621105e-07	0.122925	0.1	3.621105e-07	0.22116161	0.1	3.621105e-07	0.04978977	0.1	3.621105e-07	5.578111e-05	0.1
3.896932e-07	0.1050215	0.1	3.896932e-07	0.04631435	0.1	3.896932e-07	0.0005923196	0.1	3.896932e-07	0.1249752	0.1	3.896932e-07	0.22485046	0.1	3.896932e-07	0.05062023	0.1	3.896932e-07	5.671149e-05	0.1
4.172759e-07	0.09230484	0.1	4.172759e-07	0.04697343	0.1	4.172759e-07	0.0006007486	0.1	4.172759e-07	0.1267537	0.1	4.172759e-07	0.22805014	0.1	4.172759e-07	0.05134058	0.1	4.172759e-07	5.751852e-05	0.1
4.448587e-07	0.08124109	0.1	4.448587e-07	0.04754684	0.1	4.448587e-07	0.000608082	0.1	4.448587e-07	0.128301	0.1	4.448587e-07	0.23083397	0.1	4.448587e-07	0.0519673	0.1	4.448587e-07	5.822066e-05	0.1
4.724414e-07	0.07159027	0.1	4.724414e-07	0.04804702	0.1	4.724414e-07	0.0006144789	0.1	4.724414e-07	0.1296507	0.1	4.724414e-07	0.23326227	0.1	4.724414e-07	0.05251398	0.1	4.724414e-07	5.883312e-05	0.1
5.000241e-07	0.06315276	0.1	5.000241e-07	0.04848432	0.1	5.000241e-07	0.0006200716	0.1	5.000241e-07	0.1308307	0.1	5.000241e-07	0.23538534000000003	0.1	5.000241e-07	0.05299194	0.1	5.000241e-07	5.936859e-05	0.1
5.276068e-07	0.05576137	0.1	5.276068e-07	0.0488674	0.1	5.276068e-07	0.0006249708	0.1	5.276068e-07	0.1318644	0.1	5.276068e-07	0.23724516	0.1	5.276068e-07	0.05341063	0.1	5.276068e-07	5.983767e-05	0.1
5.551895e-07	0.04927511	0.1	5.551895e-07	0.04920357	0.1	5.551895e-07	0.0006292701	0.1	5.551895e-07	0.1327715	0.1	5.551895e-07	0.23887717	0.1	5.551895e-07	0.05377805	0.1	5.551895e-07	6.024931e-05	0.1
5.827723e-07	0.04357445	0.1	5.827723e-07	0.04949902	0.1	5.827723e-07	0.0006330487	0.1	5.827723e-07	0.1335688	0.1	5.827723e-07	0.24031154	0.1	5.827723e-07	0.05410098	0.1	5.827723e-07	6.061109e-05	0.1
6.10355e-07	0.0385575	0.1	6.10355e-07	0.04975904	0.1	6.10355e-07	0.0006363741	0.1	6.10355e-07	0.1342704	0.1	6.10355e-07	0.24157399	0.1	6.10355e-07	0.05438517	0.1	6.10355e-07	6.092947e-05	0.1
6.379377e-07	0.03413705	0.1	6.379377e-07	0.04998814	0.1	6.379377e-07	0.0006393041	0.1	6.379377e-07	0.1348886	0.1	6.379377e-07	0.24268615000000002	0.1	6.379377e-07	0.05463557	0.1	6.379377e-07	6.121001e-05	0.1
6.655204e-07	0.03023812	0.1	6.655204e-07	0.05019022	0.1	6.655204e-07	0.0006418885	0.1	6.655204e-07	0.1354339	0.1	6.655204e-07	0.24366721	0.1	6.655204e-07	0.05485643	0.1	6.655204e-07	6.145745e-05	0.1
6.953142e-07	0.02653814	0.1	6.953142e-07	0.05038198	0.1	6.953142e-07	0.0006443409	0.1	6.953142e-07	0.1359514	0.1	6.953142e-07	0.24459818	0.1	6.953142e-07	0.05506602	0.1	6.953142e-07	6.169226e-05	0.1
7.284247e-07	0.02296671	0.1	7.284247e-07	0.05056708	0.1	7.284247e-07	0.0006467082	0.1	7.284247e-07	0.1364508	0.1	7.284247e-07	0.24549687	0.1	7.284247e-07	0.05526833	0.1	7.284247e-07	6.191891e-05	0.1
7.615352e-07	0.01988521	0.1	7.615352e-07	0.05072679	0.1	7.615352e-07	0.0006487507	0.1	7.615352e-07	0.1368818	0.1	7.615352e-07	0.24627227	0.1	7.615352e-07	0.05544288	0.1	7.615352e-07	6.211447e-05	0.1
7.946457e-07	0.01722411	0.1	7.946457e-07	0.05086471	0.1	7.946457e-07	0.0006505146	0.1	7.946457e-07	0.137254	0.1	7.946457e-07	0.24694178	0.1	7.946457e-07	0.05559363	0.1	7.946457e-07	6.228335e-05	0.1
8.277562e-07	0.01492433	0.1	8.277562e-07	0.0509839	0.1	8.277562e-07	0.0006520389	0.1	8.277562e-07	0.1375756	0.1	8.277562e-07	0.24752048000000001	0.1	8.277562e-07	0.0557239	0.1	8.277562e-07	6.24293e-05	0.1
8.608667e-07	0.01293553	0.1	8.608667e-07	0.05108697	0.1	8.608667e-07	0.0006533572	0.1	8.608667e-07	0.1378537	0.1	8.608667e-07	0.24802093	0.1	8.608667e-07	0.05583656	0.1	8.608667e-07	6.255552e-05	0.1
