Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
0.005822868	9.99988800012e-06	0.1	0.005822868	9.35036021e-18	0.1	0.005822868	7.512779e-18	0.1	0.005822868	3.000145e-22	0.1	0.005822868	1.36488127062e-18	0.1	0.005822868	3.000427e-22	0.1	0.005822868	3.57785e-25	0.1
0.07276913	9.9997600014e-06	0.1	0.07276913	1.410725495e-16	0.1	0.07276913	1.131777e-16	0.1	0.07276913	3.768723e-21	0.1	0.07276913	1.77287264592e-17	0.1	0.07276913	3.771808e-21	0.1	0.07276913	4.505698e-24	0.1
0.1837575	9.99958800312e-06	0.1	0.1837575	4.4854434e-16	0.1	0.1837575	3.592766e-16	0.1	0.1837575	9.602948e-21	0.1	0.1837575	4.7329298332e-17	0.1	0.1837575	9.623694e-21	0.1	0.1837575	1.156689e-23	0.1
0.3656921	9.99938800512e-06	0.1	0.3656921	1.1337625219999999e-15	0.1	0.3656921	9.067417e-16	0.1	0.3656921	1.940071e-20	0.1	0.3656921	1.00882127235e-16	0.1	0.3656921	1.948943e-20	0.1	0.3656921	2.382223e-23	0.1
0.6707675	9.99919900701e-06	0.1	0.6707675	2.60105567e-15	0.1	0.6707675	2.077009e-15	0.1	0.6707675	3.650964e-20	0.1	0.6707675	1.99536807441e-16	0.1	0.6707675	3.683693e-20	0.1	0.6707675	4.684152e-23	0.1
1.073837	9.99909100809e-06	0.1	1.073837	4.8488999299999996e-15	0.1	1.073837	3.86626e-15	0.1	1.073837	6.046308e-20	0.1	1.073837	3.385305343e-16	0.1	1.073837	6.137036e-20	0.1	1.073837	8.29176e-23	0.1
1.524669	9.999047008530002e-06	0.1	1.524669	7.53194281e-15	0.1	1.524669	5.997002e-15	0.1	1.524669	8.910926e-20	0.1	1.524669	4.987928952e-16	0.1	1.524669	9.104324e-20	0.1	1.524669	1.316485e-22	0.1
2.062607	9.9990300087e-06	0.1	2.062607	1.081099502e-14	0.1	2.062607	8.593943e-15	0.1	2.062607	1.258736e-19	0.1	2.062607	6.9234290374e-16	0.1	2.062607	1.295678e-19	0.1	2.062607	2.018147e-22	0.1
2.74756	9.999025008750001e-06	0.1	2.74756	1.501825554e-14	0.1	2.74756	1.191445e-14	0.1	2.74756	1.767643e-19	0.1	2.74756	9.3995242644e-16	0.1	2.74756	1.835495e-19	0.1	2.74756	3.102903e-22	0.1
3.672148	9.99902400876e-06	0.1	3.672148	2.07051745e-14	0.1	3.672148	1.638202e-14	0.1	3.672148	2.527079e-19	0.1	3.672148	1.2748940855e-15	0.1	3.672148	2.651784e-19	0.1	3.672148	4.906961e-22	0.1
5.046092	9.99902400876e-06	0.1	5.046092	2.91491248e-14	0.1	5.046092	2.297155e-14	0.1	5.046092	3.809305e-19	0.1	5.046092	1.7734659480599999e-15	0.1	5.046092	4.050577e-19	0.1	5.046092	8.304715e-22	0.1
7.2806	9.99902400876e-06	0.1	7.2806	4.28567776e-14	0.1	7.2806	3.355773e-14	0.1	7.2806	6.286471e-19	0.1	7.2806	2.5862636696e-15	0.1	7.2806	6.799104e-19	0.1	7.2806	1.564254e-21	0.1
11.74962	9.99902400876e-06	0.1	11.74962	7.01774372e-14	0.1	11.74962	5.42522e-14	0.1	11.74962	1.269259e-18	0.1	11.74962	4.2189903398999995e-15	0.1	11.74962	1.40508e-18	0.1	11.74962	3.6928e-21	0.1
