Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
2.41286e-07	9.99989500005e-06	0.1	2.41286e-07	3.39510185e-16	0.1	2.41286e-07	2.425029e-16	0.1	2.41286e-07	6.932144e-19	0.1	2.41286e-07	2.994847841e-16	0.1	2.41286e-07	7.912848e-19	0.1	2.41286e-07	3.711538e-20	0.1
2.385778e-06	9.99985200048e-06	0.1	2.385778e-06	3.7861050600000004e-15	0.1	2.385778e-06	2.728992e-15	0.1	2.385778e-06	6.980999e-18	0.1	2.385778e-06	3.10373505e-15	0.1	2.385778e-06	7.953905e-18	0.1	2.385778e-06	3.740507e-19	0.1
7.823991e-06	9.999786001140002e-06	0.1	7.823991e-06	1.51934126e-14	0.1	7.823991e-06	1.109588e-14	0.1	7.823991e-06	2.404503e-17	0.1	7.823991e-06	1.110603104e-14	0.1	7.823991e-06	2.726476e-17	0.1	7.823991e-06	1.300272e-18	0.1
1.375252e-05	9.99975100149e-06	0.1	1.375252e-05	3.0081820000000003e-14	0.1	1.375252e-05	2.212149e-14	0.1	1.375252e-05	4.45735e-17	0.1	1.375252e-05	2.0663476309999998e-14	0.1	1.375252e-05	5.029139e-17	0.1	1.375252e-05	2.451536e-18	0.1
2.095822e-05	9.99973300167e-06	0.1	2.095822e-05	4.9711765999999995e-14	0.1	2.095822e-05	3.672909e-14	0.1	2.095822e-05	7.232121e-17	0.1	2.095822e-05	3.2826769290000003e-14	0.1	2.095822e-05	8.114618e-17	0.1	2.095822e-05	4.073567e-18	0.1
2.985803e-05	9.99972500175e-06	0.1	2.985803e-05	7.4817175e-14	0.1	2.985803e-05	5.547433e-14	0.1	2.985803e-05	1.108903e-16	0.1	2.985803e-05	4.819999511e-14	0.1	2.985803e-05	1.236615e-16	0.1	2.985803e-05	6.432348e-18	0.1
4.151225e-05	9.999722001780001e-06	0.1	4.151225e-05	1.0803813200000001e-13	0.1	4.151225e-05	8.035695e-14	0.1	4.151225e-05	1.686039e-16	0.1	4.151225e-05	6.855931677000001e-14	0.1	4.151225e-05	1.86725e-16	0.1	4.151225e-05	1.012778e-17	0.1
5.800419e-05	9.99972100179e-06	0.1	5.800419e-05	1.5495973e-13	0.1	5.800419e-05	1.156348e-13	0.1	5.800419e-05	2.642011e-16	0.1	5.800419e-05	9.756289432999999e-14	0.1	5.800419e-05	2.902449e-16	0.1	5.800419e-05	1.653933e-17	0.1
8.660603e-05	9.99972100179e-06	0.1	8.660603e-05	2.35552095e-13	0.1	8.660603e-05	1.76586e-13	0.1	8.660603e-05	4.683792e-16	0.1	8.660603e-05	1.4821983950000002e-13	0.1	8.660603e-05	5.091341e-16	0.1	8.660603e-05	3.093742e-17	0.1
0.0001517501	9.9997200018e-06	0.1	0.0001517501	4.1494924899999997e-13	0.1	0.0001517501	3.139946e-13	0.1	0.0001517501	1.119467e-15	0.1	0.0001517501	2.652047684e-13	0.1	0.0001517501	1.198433e-15	0.1	0.0001517501	7.979445e-17	0.1
0.0003797543	9.999719001810001e-06	0.1	0.0003797543	9.9957157e-13	0.1	0.0003797543	7.797328e-13	0.1	0.0003797543	5.327614e-15	0.1	0.0003797543	6.91285916e-13	0.1	0.0003797543	5.589096e-15	0.1	0.0003797543	4.222299e-16	0.1
0.0009009067	9.99971500185e-06	0.1	0.0009009067	2.1265093e-12	0.1	0.0009009067	1.765524e-12	0.1	0.0009009067	2.428131e-14	0.1	0.0009009067	1.7456580719999998e-12	0.1	0.0009009067	2.519585e-14	0.1	0.0009009067	2.093429e-15	0.1
0.0020735	9.99970900191e-06	0.1	0.0020735	3.8461255e-12	0.1	0.0020735	3.624432e-12	0.1	0.0020735	1.03324e-13	0.1	0.0020735	4.4316155599999996e-12	0.1	0.0020735	1.066236e-13	0.1	0.0020735	9.903877e-15	0.1
0.004418686	9.99969800202e-06	0.1	0.004418686	5.4059031e-12	0.1	0.004418686	6.207956e-12	0.1	0.004418686	3.453264e-13	0.1	0.004418686	1.0524781420000001e-11	0.1	0.004418686	3.554372e-13	0.1	0.004418686	3.831085e-14	0.1
0.009109057	9.99968100219e-06	0.1	0.009109057	6.1076312e-12	0.1	0.009109057	8.741864e-12	0.1	0.009109057	9.380077e-13	0.1	0.009109057	2.36238201e-11	0.1	0.009109057	9.634569e-13	0.1	0.009109057	1.247875e-13	0.1
0.01651431	9.99965600244e-06	0.1	0.01651431	6.2176942e-12	0.1	0.01651431	9.923469e-12	0.1	0.01651431	1.922453e-12	0.1	0.01651431	4.4582288499999996e-11	0.1	0.01651431	1.966819e-12	0.1	0.01651431	2.930579e-13	0.1
0.02862337	9.999619002810002e-06	0.1	0.02862337	6.3194516e-12	0.1	0.02862337	1.021313e-11	0.1	0.02862337	3.555324e-12	0.1	0.02862337	7.835066719999999e-11	0.1	0.02862337	3.597903e-12	0.1	0.02862337	5.866905e-13	0.1
