Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
1.33585e-11	9.737173242640201e-06	0.1	1.33585e-11	5.567772e-08	0.1	1.33585e-11	2.34767241e-07	0.1	1.33585e-11	1.472918775e-12	0.1	1.33585e-11	3.5785421e-19	0.1
2.859204e-11	9.446090749759538e-06	0.1	2.859204e-11	1.173863e-07	0.1	2.859204e-11	4.94972174e-07	0.1	2.859204e-11	3.106028711e-12	0.1	2.859204e-11	1.6229938000000001e-18	0.1
6.385024e-11	8.80532030950427e-06	0.1	6.385024e-11	2.532213e-07	0.1	6.385024e-11	1.06777522e-06	0.1	6.385024e-11	6.703490291000001e-12	0.1	6.385024e-11	7.9093651e-18	0.1
1.27315e-10	7.759484275251395e-06	0.1	1.27315e-10	4.749037e-07	0.1	1.27315e-10	2.00268846e-06	0.1	1.27315e-10	1.2583457750000001e-11	0.1	1.27315e-10	3.0189264000000005e-17	0.1
2.070043e-10	6.6203787515182764e-06	0.1	2.070043e-10	7.163224e-07	0.1	2.070043e-10	3.02099472e-06	0.1	2.070043e-10	1.900275689e-11	0.1	2.070043e-10	7.5914683e-17	0.1
2.928089e-10	5.580104265517471e-06	0.1	2.928089e-10	9.367602e-07	0.1	2.928089e-10	3.9509698e-06	0.1	2.928089e-10	2.488360252e-11	0.1	2.928089e-10	1.4413963499999998e-16	0.1
3.925339e-10	4.574652120224984e-06	0.1	3.925339e-10	1.149781e-06	0.1	3.925339e-10	4.8498329e-06	0.1	3.925339e-10	3.0591486159999994e-11	0.1	3.925339e-10	2.4419627e-16	0.1
5.015393e-10	3.681672777795907e-06	0.1	5.015393e-10	1.338935e-06	0.1	5.015393e-10	5.648166100000001e-06	0.1	5.015393e-10	3.569000863e-11	0.1	5.015393e-10	3.7458201e-16	0.1
6.105446e-10	2.963011274396973e-06	0.1	6.105446e-10	1.491133e-06	0.1	6.105446e-10	6.290674400000001e-06	0.1	6.105446e-10	3.98236697e-11	0.1	6.105446e-10	5.2275594e-16	0.1
7.195499e-10	2.38463769850416e-06	0.1	7.195499e-10	1.613596e-06	0.1	7.195499e-10	6.8077706e-06	0.1	7.195499e-10	4.3180892089999995e-11	0.1	7.195499e-10	6.8525201e-16	0.1
8.329844e-10	1.9023056269814328e-06	0.1	8.329844e-10	1.715702e-06	0.1	8.329844e-10	7.2390125000000005e-06	0.1	8.329844e-10	4.601294029e-11	0.1	8.329844e-10	8.665618100000001e-16	0.1
9.641352e-10	1.4649121056970894e-06	0.1	9.641352e-10	1.808274e-06	0.1	9.641352e-10	7.6300869e-06	0.1	9.641352e-10	4.862174299000001e-11	0.1	9.641352e-10	1.08848399e-15	0.1
1.095286e-09	1.1280905864139723e-06	0.1	1.095286e-09	1.879543e-06	0.1	1.095286e-09	7.9312461e-06	0.1	1.095286e-09	5.067405931e-11	0.1	1.095286e-09	1.3206990300000001e-15	0.1
1.226437e-09	8.687158125848241e-07	0.1	1.226437e-09	1.934412e-06	0.1	1.226437e-09	8.1631665e-06	0.1	1.226437e-09	5.2297855559999994e-11	0.1	1.226437e-09	1.56085124e-15	0.1
1.357588e-09	6.689794681361429e-07	0.1	1.357588e-09	1.976655e-06	0.1	1.357588e-09	8.3417666e-06	0.1	1.357588e-09	5.359174705e-11	0.1	1.357588e-09	1.8071291e-15	0.1
1.510134e-09	4.936725716582809e-07	0.1	1.510134e-09	2.013722e-06	0.1	1.510134e-09	8.4985279e-06	0.1	1.510134e-09	5.478133038e-11	0.1	1.510134e-09	2.0994539e-15	0.1
1.66803e-09	3.60445294489856e-07	0.1	1.66803e-09	2.041884e-06	0.1	1.66803e-09	8.6176644e-06	0.1	1.66803e-09	5.574591344e-11	0.1	1.66803e-09	2.4070129e-15	0.1
1.825925e-09	2.6317314224795096e-07	0.1	1.825925e-09	2.06244e-06	0.1	1.825925e-09	8.70465e-06	0.1	1.825925e-09	5.651168981e-11	0.1	1.825925e-09	2.7183086e-15	0.1
1.990152e-09	1.8974402989169338e-07	0.1	1.990152e-09	2.077953e-06	0.1	1.990152e-09	8.7703179e-06	0.1	1.990152e-09	5.715480264e-11	0.1	1.990152e-09	3.0449924e-15	0.1
2.179707e-09	1.3007274771493468e-07	0.1	2.179707e-09	2.090556e-06	0.1	2.179707e-09	8.8236844e-06	0.1	2.179707e-09	5.7758502420000003e-11	0.1	2.179707e-09	3.424712e-15	0.1
