Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.939777e-09	9.99989600004e-06	0.1	4.939777e-09	1.610683e-14	0.1	4.939777e-09	1.50735e-14	0.1	4.939777e-09	1.453576e-15	0.1	4.939777e-09	6.19187321e-14	0.1	4.939777e-09	2.108513e-15	0.1	4.939777e-09	1.118997e-15	0.1
2.771544e-08	9.99988800012e-06	0.1	2.771544e-08	8.949267e-14	0.1	2.771544e-08	8.583726e-14	0.1	2.771544e-08	8.546279e-15	0.1	2.771544e-08	3.50949002e-13	0.1	2.771544e-08	1.229112e-14	0.1	2.771544e-08	6.592326e-15	0.1
5.933813e-08	9.999884000160001e-06	0.1	5.933813e-08	1.853926e-13	0.1	5.933813e-08	1.845952e-13	0.1	5.933813e-08	1.94004e-14	0.1	5.933813e-08	7.5858826e-13	0.1	5.933813e-08	2.761608e-14	0.1	5.933813e-08	1.505207e-14	0.1
1.02205e-07	9.99988300017e-06	0.1	1.02205e-07	3.019006e-13	0.1	1.02205e-07	3.166661e-13	0.1	1.02205e-07	3.580551e-14	0.1	1.02205e-07	1.31927131e-12	0.1	1.02205e-07	5.038539e-14	0.1	1.02205e-07	2.810303e-14	0.1
1.734575e-07	9.999881000190002e-06	0.1	1.734575e-07	4.640247e-13	0.1	1.734575e-07	5.300923e-13	0.1	1.734575e-07	6.678305e-14	0.1	1.734575e-07	2.2675284e-12	0.1	1.734575e-07	9.260721e-14	0.1	1.734575e-07	5.373732e-14	0.1
3.397135e-07	9.99987800022e-06	0.1	3.397135e-07	7.276477e-13	0.1	3.397135e-07	9.989608e-13	0.1	3.397135e-07	1.524423e-13	0.1	3.397135e-07	4.538204e-12	0.1	3.397135e-07	2.069052e-13	0.1	3.397135e-07	1.317577e-13	0.1
7.67229e-07	9.9998700003e-06	0.1	7.67229e-07	1.004558e-12	0.1	7.67229e-07	2.032323e-12	0.1	7.67229e-07	4.195259e-13	0.1	7.67229e-07	1.05803354e-11	0.1	7.67229e-07	5.56043e-13	0.1	7.67229e-07	4.396905e-13	0.1
1.90727e-06	9.99984800052e-06	0.1	1.90727e-06	1.095106e-12	0.1	1.90727e-06	3.899165e-12	0.1	1.90727e-06	1.207837e-12	0.1	1.90727e-06	2.70242021e-11	0.1	1.90727e-06	1.576891e-12	0.1	1.90727e-06	1.812917e-12	0.1
4.260125e-06	9.99980400096e-06	0.1	4.260125e-06	1.108633e-12	0.1	4.260125e-06	5.54669e-12	0.1	4.260125e-06	2.856568e-12	0.1	4.260125e-06	6.10602246e-11	0.1	4.260125e-06	3.709643e-12	0.1	4.260125e-06	6.01537e-12	0.1
