Batch	m_SP	2	P2_L	W4_L	
2.328133e-13	9.8456710980331e-06	0.1	2.328133e-13	3.241143e-08	0.1
5.643802e-13	9.6310084496994e-06	0.1	5.643802e-13	7.804482e-08	0.1
1.296211e-12	9.1765668765225e-06	0.1	1.296211e-12	1.766021e-07	0.1
2.532202e-12	8.4654620681449e-06	0.1	2.532202e-12	3.364294e-07	0.1
4.181825e-12	7.6153500280218005e-06	0.1	4.181825e-12	5.372105e-07	0.1
5.281407e-12	7.1044638297894e-06	0.1	5.281407e-12	6.633978e-07	0.1
6.584088e-12	6.550423887504001e-06	0.1	6.584088e-12	8.053119e-07	0.1
8.191416e-12	5.9349940531552e-06	0.1	8.191416e-12	9.695818e-07	0.1
1.097197e-11	5.021950492482e-06	0.1	1.097197e-11	1.227328e-06	0.1
1.375253e-11	4.2668522999092e-06	0.1	1.375253e-11	1.454425e-06	0.1
1.653308e-11	3.638235680248e-06	0.1	1.653308e-11	1.654036e-06	0.1
1.931364e-11	3.1117740708599995e-06	0.1	1.931364e-11	1.829115e-06	0.1
2.209419e-11	2.6685100861728e-06	0.1	2.209419e-11	1.982387e-06	0.1
2.510732e-11	2.264872776765e-06	0.1	2.510732e-11	2.126739e-06	0.1
2.846931e-11	1.8910377555343199e-06	0.1	2.846931e-11	2.264505e-06	0.1
3.183131e-11	1.58249388711936e-06	0.1	3.183131e-11	2.381069e-06	0.1
3.546862e-11	1.30785485647412e-06	0.1	3.546862e-11	2.486833e-06	0.1
3.951892e-11	1.0599616402808e-06	0.1	3.951892e-11	2.583677e-06	0.1
4.356923e-11	8.606269509831e-07	0.1	4.356923e-11	2.662222e-06	0.1
4.82823e-11	6.766735353470399e-07	0.1	4.82823e-11	2.734871e-06	0.1
5.316108e-11	5.285956918429499e-07	0.1	5.316108e-11	2.793051e-06	0.1
5.864024e-11	4.0147892037664e-07	0.1	5.864024e-11	2.842261e-06	0.1
6.451966e-11	2.9972219720366003e-07	0.1	6.451966e-11	2.880546e-06	0.1
7.088117e-11	2.19315552185676e-07	0.1	7.088117e-11	2.909358e-06	0.1
7.796581e-11	1.55829993644244e-07	0.1	7.796581e-11	2.930271e-06	0.1
8.505046e-11	1.1167175594895599e-07	0.1	8.505046e-11	2.942846e-06	0.1
