Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.062964e-15	1.0000000599999999	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1	1.062964e-15	0.0	0.1
8.090752e-15	0.99999998	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1	8.090752e-15	0.0	0.1
2.113215e-14	1.00000003	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1	2.113215e-14	0.0	0.1
4.386386e-14	0.99999997	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1	4.386386e-14	0.0	0.1
7.502032e-14	0.99999996	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1	7.502032e-14	0.0	0.1
1.061768e-13	1.0000000599999999	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1	1.061768e-13	0.0	0.1
1.674368e-13	1.00000001	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1	1.674368e-13	0.0	0.1
2.777047e-13	1.00000009	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1	2.777047e-13	0.0	0.1
4.144894e-13	1.00000008	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1	4.144894e-13	0.0	0.1
5.726712e-13	1.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1	5.726712e-13	0.0	0.1
7.721758e-13	1.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1	7.721758e-13	0.0	0.1
