Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
1.748843e-11	9.72806756191169e-06	0.1	1.748843e-11	1.243016e-07	0.1	1.748843e-11	3.32863e-09	0.1	1.748843e-11	2.670186e-08	0.1	1.748843e-11	4.632687e-08	0.1	1.748843e-11	4.975339e-08	0.1	1.748843e-11	4.455753e-08	0.1	1.748843e-11	3.883688e-08	0.1	1.748843e-11	1.602938e-11	0.1	1.748843e-11	6.084111e-11	0.1	1.748843e-11	1.662053e-12	0.1	1.748843e-11	2.092982e-12	0.1	1.748843e-11	4.905991e-13	0.1	1.748843e-11	8.127663e-14	0.1	1.748843e-11	3.227599e-14	0.1	1.748843e-11	1.850177e-12	0.1	1.748843e-11	2.820074e-14	0.1	1.748843e-11	8.664324e-15	0.1	1.748843e-11	4.818072e-18	0.1	1.748843e-11	6.888856e-17	0.1	1.748843e-11	1.556081e-17	0.1
3.737631e-11	9.428020992968952e-06	0.1	3.737631e-11	2.616143e-07	0.1	3.737631e-11	6.988675e-09	0.1	3.737631e-11	5.589038e-08	0.1	3.737631e-11	9.790684e-08	0.1	3.737631e-11	1.050012e-07	0.1	3.737631e-11	9.380098e-08	0.1	3.737631e-11	8.12242e-08	0.1	3.737631e-11	3.372246e-11	0.1	3.737631e-11	1.280397e-10	0.1	3.737631e-11	3.492526e-12	0.1	3.737631e-11	4.420731e-12	0.1	3.737631e-11	1.033455e-12	0.1	3.737631e-11	1.710884e-13	0.1	3.737631e-11	6.824859e-14	0.1	3.737631e-11	3.894478e-12	0.1	3.737631e-11	5.928206e-14	0.1	3.737631e-11	1.804534e-14	0.1	3.737631e-11	2.162577e-17	0.1	3.737631e-11	3.070194e-16	0.1	3.737631e-11	6.984858e-17	0.1
8.36009e-11	8.76591714826947e-06	0.1	8.36009e-11	5.648557e-07	0.1	8.36009e-11	1.500253e-08	0.1	8.36009e-11	1.191461e-07	0.1	8.36009e-11	2.133982e-07	0.1	8.36009e-11	2.281083e-07	0.1	8.36009e-11	2.026344e-07	0.1	8.36009e-11	1.728191e-07	0.1	8.36009e-11	7.273801e-11	0.1	8.36009e-11	2.763957e-10	0.1	8.36009e-11	7.513203e-12	0.1	8.36009e-11	9.623805e-12	0.1	8.36009e-11	2.235977e-12	0.1	8.36009e-11	3.695478e-13	0.1	8.36009e-11	1.4895e-13	0.1	8.36009e-11	8.411275e-12	0.1	8.36009e-11	1.276433e-13	0.1	8.36009e-11	3.802507e-14	0.1	8.36009e-11	1.039024e-16	0.1	8.36009e-11	1.45118e-15	0.1	8.36009e-11	3.356414e-16	0.1
1.668052e-10	7.6891621689441e-06	0.1	1.668052e-10	1.058841e-06	0.1	1.668052e-10	2.782065e-08	0.1	1.668052e-10	2.1832e-07	0.1	1.668052e-10	4.066471e-07	0.1	1.668052e-10	4.320547e-07	0.1	1.668052e-10	3.801865e-07	0.1	1.668052e-10	3.155404e-07	0.1	1.668052e-10	1.360933e-10	0.1	1.668052e-10	5.1791e-10	0.1	1.668052e-10	1.399284e-11	0.1	1.668052e-10	1.830765e-11	0.1	1.668052e-10	4.207651e-12	0.1	1.668052e-10	6.932881e-13	0.1	1.668052e-10	2.845637e-13	0.1	1.668052e-10	1.57784e-11	0.1	1.668052e-10	2.381077e-13	0.1	1.668052e-10	6.823506e-14	0.1	1.668052e-10	3.848177e-16	0.1	1.668052e-10	5.221677e-15	0.1	1.668052e-10	1.243439e-15	0.1
2.469461e-10	6.77735540583901e-06	0.1	2.469461e-10	1.478179e-06	0.1	2.469461e-10	3.841884e-08	0.1	2.469461e-10	2.982547e-07	0.1	2.469461e-10	5.763466e-07	0.1	2.469461e-10	6.087188e-07	0.1	2.469461e-10	5.311746e-07	0.1	2.469461e-10	4.295389e-07	0.1	2.469461e-10	1.896273e-10	0.1	2.469461e-10	7.227283e-10	0.1	2.469461e-10	1.941606e-11	0.1	2.469461e-10	2.591931e-11	0.1	2.469461e-10	5.896913e-12	0.1	2.469461e-10	9.687023e-13	0.1	2.469461e-10	4.044098e-13	0.1	2.469461e-10	2.204617e-11	0.1	2.469461e-10	3.308929e-13	0.1	2.469461e-10	9.136315e-14	0.1	2.469461e-10	7.873299e-16	0.1	2.469461e-10	1.039752e-14	0.1	2.469461e-10	2.54476e-15	0.1
3.086247e-10	6.14996896296225e-06	0.1	3.086247e-10	1.767416e-06	0.1	3.086247e-10	4.554087e-08	0.1	3.086247e-10	3.507924e-07	0.1	3.086247e-10	6.968714e-07	0.1	3.086247e-10	7.325938e-07	0.1	3.086247e-10	6.354651e-07	0.1	3.086247e-10	5.037805e-07	0.1	3.086247e-10	2.263827e-10	0.1	3.086247e-10	8.638624e-10	0.1	3.086247e-10	2.310955e-11	0.1	3.086247e-10	3.132421e-11	0.1	3.086247e-10	7.072675e-12	0.1	3.086247e-10	1.159107e-12	0.1	3.086247e-10	4.900777e-13	0.1	3.086247e-10	2.638066e-11	0.1	3.086247e-10	3.942897e-13	0.1	3.086247e-10	1.05813e-13	0.1	3.086247e-10	1.166905e-15	0.1	3.086247e-10	1.50988e-14	0.1	3.086247e-10	3.772438e-15	0.1
3.936851e-10	5.37893590205766e-06	0.1	3.936851e-10	2.123891e-06	0.1	3.936851e-10	5.405777e-08	0.1	3.936851e-10	4.122163e-07	0.1	3.936851e-10	8.498893e-07	0.1	3.936851e-10	8.876663e-07	0.1	3.936851e-10	7.641606e-07	0.1	3.936851e-10	5.896326e-07	0.1	3.936851e-10	2.714389e-10	0.1	3.936851e-10	1.037603e-09	0.1	3.936851e-10	2.760142e-11	0.1	3.936851e-10	3.819505e-11	0.1	3.936851e-10	8.536915e-12	0.1	3.936851e-10	1.394436e-12	0.1	3.936851e-10	5.996745e-13	0.1	3.936851e-10	3.174133e-11	0.1	3.936851e-10	4.716561e-13	0.1	3.936851e-10	1.217421e-13	0.1	3.936851e-10	1.767567e-15	0.1	3.936851e-10	2.225095e-14	0.1	3.936851e-10	5.716119e-15	0.1
5.132246e-10	4.45600498507213e-06	0.1	5.132246e-10	2.552558e-06	0.1	5.132246e-10	6.381641e-08	0.1	5.132246e-10	4.804216e-07	0.1	5.132246e-10	1.041549e-06	0.1	5.132246e-10	1.077834e-06	0.1	5.132246e-10	9.191292e-07	0.1	5.132246e-10	6.832111e-07	0.1	5.132246e-10	3.251484e-10	0.1	5.132246e-10	1.246133e-09	0.1	5.132246e-10	3.290162e-11	0.1	5.132246e-10	4.683803e-11	0.1	5.132246e-10	1.032703e-11	0.1	5.132246e-10	1.678777e-12	0.1	5.132246e-10	7.386595e-13	0.1	5.132246e-10	3.822857e-11	0.1	5.132246e-10	5.633983e-13	0.1	5.132246e-10	1.377922e-13	0.1	5.132246e-10	2.720303e-15	0.1	5.132246e-10	3.299146e-14	0.1	5.132246e-10	8.801323e-15	0.1
6.757142e-10	3.4501336205323e-06	0.1	6.757142e-10	3.023374e-06	0.1	6.757142e-10	7.370332e-08	0.1	6.757142e-10	5.465947e-07	0.1	6.757142e-10	1.263922e-06	0.1	6.757142e-10	1.291495e-06	0.1	6.757142e-10	1.08948e-06	0.1	6.757142e-10	7.709455e-07	0.1	6.757142e-10	3.832722e-10	0.1	6.757142e-10	1.474428e-09	0.1	6.757142e-10	3.857031e-11	0.1	6.757142e-10	5.697591e-11	0.1	6.757142e-10	1.23472e-11	0.1	6.757142e-10	1.993705e-12	0.1	6.757142e-10	9.032937e-13	0.1	6.757142e-10	4.544026e-11	0.1	6.757142e-10	6.62213e-13	0.1	6.757142e-10	1.508289e-13	0.1	6.757142e-10	4.131971e-15	0.1	6.757142e-10	4.775878e-14	0.1	6.757142e-10	1.33779e-14	0.1
8.382039e-10	2.67141992892957e-06	0.1	8.382039e-10	3.392046e-06	0.1	8.382039e-10	8.057108e-08	0.1	8.382039e-10	5.902494e-07	0.1	8.382039e-10	1.449142e-06	0.1	8.382039e-10	1.462158e-06	0.1	8.382039e-10	1.22274e-06	0.1	8.382039e-10	8.254372e-07	0.1	8.382039e-10	4.277926e-10	0.1	8.382039e-10	1.652338e-09	0.1	8.382039e-10	4.28741e-11	0.1	8.382039e-10	6.55909e-11	0.1	8.382039e-10	1.399146e-11	0.1	8.382039e-10	2.243481e-12	0.1	8.382039e-10	1.044564e-12	0.1	8.382039e-10	5.12007e-11	0.1	8.382039e-10	7.378648e-13	0.1	8.382039e-10	1.569945e-13	0.1	8.382039e-10	5.588961e-15	0.1	8.382039e-10	6.175165e-14	0.1	8.382039e-10	1.810862e-14	0.1
