Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0007091935	9.9999e-06	0.1	0.0007091935	1.077778e-15	0.1	0.0007091935	1.284842e-15	0.1	0.0007091935	5.396887e-17	0.1	0.0007091935	1.65775429e-15	0.1	0.0007091935	5.444675e-17	0.1	0.0007091935	7.962339e-18	0.1
0.009384846	9.9999e-06	0.1	0.009384846	6.9176e-15	0.1	0.009384846	8.510862e-15	0.1	0.009384846	8.155242e-16	0.1	0.009384846	2.3952465800000002e-14	0.1	0.009384846	8.266707e-16	0.1	0.009384846	1.175117e-16	0.1
0.4429485	9.99989800002e-06	0.1	0.4429485	8.193612e-15	0.1	0.4429485	1.031499e-14	0.1	0.4429485	4.288371e-14	0.1	0.4429485	1.217828865e-12	0.1	0.4429485	4.361856e-14	0.1	0.4429485	6.105928e-15	0.1
2.514638	9.999892000080001e-06	0.1	2.514638	8.17874e-15	0.1	2.514638	1.02909e-14	0.1	2.514638	2.440065e-13	0.1	2.514638	6.92362411e-12	0.1	2.514638	2.481767e-13	0.1	2.514638	3.473265e-14	0.1
8.541373	9.99987500025e-06	0.1	8.541373	8.187328e-15	0.1	8.541373	1.029091e-14	0.1	8.541373	8.301894e-13	0.1	8.541373	2.34974407e-11	0.1	8.541373	8.431611e-13	0.1	8.541373	1.180115e-13	0.1
29.53058	9.99981300087e-06	0.1	29.53058	8.294392e-15	0.1	29.53058	1.029122e-14	0.1	29.53058	2.91529e-12	0.1	29.53058	8.02344823e-11	0.1	29.53058	2.911285e-12	0.1	29.53058	4.080969e-13	0.1
77.32703	9.99968700213e-06	0.1	77.32703	8.873757e-15	0.1	77.32703	1.029311e-14	0.1	77.32703	8.262756e-12	0.1	77.32703	1.95970111e-10	0.1	77.32703	7.537696e-12	0.1	77.32703	1.069381e-12	0.1
137.9798	9.999568003319999e-06	0.1	137.9798	9.823839e-15	0.1	137.9798	1.029632e-14	0.1	137.9798	1.696477e-11	0.1	137.9798	3.00213986e-10	0.1	137.9798	1.289049e-11	0.1	137.9798	1.910675e-12	0.1
187.5907	9.99950400396e-06	0.1	187.5907	1.044233e-14	0.1	187.5907	1.029846e-14	0.1	187.5907	2.564514e-11	0.1	187.5907	3.5108055099999995e-10	0.1	187.5907	1.647452e-11	0.1	187.5907	2.600289e-12	0.1
270.2754	9.99944100459e-06	0.1	270.2754	1.102805e-14	0.1	270.2754	1.030052e-14	0.1	270.2754	4.205954e-11	0.1	270.2754	3.91985086e-10	0.1	270.2754	2.060832e-11	0.1	270.2754	3.750383e-12	0.1
413.4279	9.999387005130001e-06	0.1	413.4279	1.134605e-14	0.1	413.4279	1.030176e-14	0.1	413.4279	7.204443e-11	0.1	413.4279	4.11055733e-10	0.1	413.4279	2.391088e-11	0.1	413.4279	5.735547e-12	0.1
577.0224	9.99934700553e-06	0.1	577.0224	1.143034e-14	0.1	577.0224	1.030226e-14	0.1	577.0224	1.044708e-10	0.1	577.0224	4.14827896e-10	0.1	577.0224	2.516371e-11	0.1	577.0224	7.983712e-12	0.1
825.1339	9.999300006e-06	0.1	825.1339	1.149233e-14	0.1	825.1339	1.030289e-14	0.1	825.1339	1.459839e-10	0.1	825.1339	4.16774895e-10	0.1	825.1339	2.587907e-11	0.1	825.1339	1.133013e-11	0.1
1179.579	9.99925100649e-06	0.1	1179.579	1.157431e-14	0.1	1179.579	1.030396e-14	0.1	1179.579	1.877292e-10	0.1	1179.579	4.19027937e-10	0.1	1179.579	2.653554e-11	0.1	1179.579	1.592785e-11	0.1
1626.79	9.999213006870001e-06	0.1	1626.79	1.164191e-14	0.1	1626.79	1.030543e-14	0.1	1626.79	2.169726e-10	0.1	1626.79	4.2103379e-10	0.1	1626.79	2.711237e-11	0.1	1626.79	2.132542e-11	0.1
2184.059	9.999190007100001e-06	0.1	2184.059	1.16874e-14	0.1	2184.059	1.030731e-14	0.1	2184.059	2.326349e-10	0.1	2184.059	4.22238189e-10	0.1	2184.059	2.747014e-11	0.1	2184.059	2.728676e-11	0.1
2969.234	9.99917600724e-06	0.1	2969.234	1.170537e-14	0.1	2969.234	1.030985e-14	0.1	2969.234	2.393455e-10	0.1	2969.234	4.2280506e-10	0.1	2969.234	2.763718e-11	0.1	2969.234	3.411495e-11	0.1
4062.376	9.999167007330002e-06	0.1	4062.376	1.171023e-14	0.1	4062.376	1.031278e-14	0.1	4062.376	2.410789e-10	0.1	4062.376	4.22969264e-10	0.1	4062.376	2.768333e-11	0.1	4062.376	4.075955e-11	0.1
