Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
1.328786e-07	9.880203208939701e-06	0.1	1.328786e-07	2.0120150999999998e-116	0.1	1.328786e-07	6.706717e-117	0.1	1.328786e-07	8.182195e-10	0.1	1.328786e-07	1.113315e-07	0.1	1.328786e-07	6.0843335e-09	0.1	1.328786e-07	1.462064e-09	0.1
3.693406e-07	9.6707313904407e-06	0.1	3.693406e-07	5.533086e-116	0.1	3.693406e-07	1.844362e-116	0.1	3.693406e-07	2.250121e-09	0.1	3.693406e-07	3.061641e-07	0.1	3.693406e-07	1.6732051e-08	0.1	3.693406e-07	4.020709e-09	0.1
7.619381e-07	9.332706138975799e-06	0.1	7.619381e-07	1.121502e-115	0.1	7.619381e-07	3.73834e-116	0.1	7.619381e-07	4.560776e-09	0.1	7.619381e-07	6.205645e-07	0.1	7.619381e-07	3.3914217e-08	0.1	7.619381e-07	8.149582e-09	0.1
1.416267e-06	8.7953854905792e-06	0.1	1.416267e-06	2.0247015e-115	0.1	1.416267e-06	6.749005e-116	0.1	1.416267e-06	8.233789e-09	0.1	1.416267e-06	1.120335e-06	0.1	1.416267e-06	6.1226961e-08	0.1	1.416267e-06	1.471283e-08	0.1
2.694747e-06	7.8331624342524e-06	0.1	2.694747e-06	3.6421320000000003e-115	0.1	2.694747e-06	1.214044e-115	0.1	2.694747e-06	1.481135e-08	0.1	2.694747e-06	2.015312e-06	0.1	2.694747e-06	1.1013792699999999e-07	0.1	2.694747e-06	2.646614e-08	0.1
4.398584e-06	6.7124117237367e-06	0.1	4.398584e-06	5.526039e-115	0.1	4.398584e-06	1.842013e-115	0.1	4.398584e-06	2.247262e-08	0.1	4.398584e-06	3.057741e-06	0.1	4.398584e-06	1.6710702e-07	0.1	4.398584e-06	4.015584e-08	0.1
6.385992e-06	5.606084271224e-06	0.1	6.385992e-06	7.385711999999999e-115	0.1	6.385992e-06	2.461904e-115	0.1	6.385992e-06	3.003539e-08	0.1	6.385992e-06	4.086758e-06	0.1	6.385992e-06	2.2334283e-07	0.1	6.385992e-06	5.366936e-08	0.1
8.789373e-06	4.5088861111820005e-06	0.1	8.789373e-06	9.230046e-115	0.1	8.789373e-06	3.076682e-115	0.1	8.789373e-06	3.753589e-08	0.1	8.789373e-06	5.107286e-06	0.1	8.789373e-06	2.7911411e-07	0.1	8.789373e-06	6.707134e-08	0.1
1.181672e-05	3.4270611098412e-06	0.1	1.181672e-05	1.104855e-114	0.1	1.181672e-05	3.68285e-115	0.1	1.181672e-05	4.493152e-08	0.1	1.181672e-05	6.113518e-06	0.1	1.181672e-05	3.3410313e-07	0.1	1.181672e-05	8.028544e-08	0.1
1.484406e-05	2.6048016756622e-06	0.1	1.484406e-05	1.2430746e-114	0.1	1.484406e-05	4.143582e-115	0.1	1.484406e-05	5.055297e-08	0.1	1.484406e-05	6.878325e-06	0.1	1.484406e-05	3.7589721e-07	0.1	1.484406e-05	9.032893e-08	0.1
1.78714e-05	1.9798283624480002e-06	0.1	1.78714e-05	1.3481316000000001e-114	0.1	1.78714e-05	4.493772e-115	0.1	1.78714e-05	5.482592e-08	0.1	1.78714e-05	7.459632e-06	0.1	1.78714e-05	4.0766238e-07	0.1	1.78714e-05	9.796252e-08	0.1
2.089874e-05	1.504806160571e-06	0.1	2.089874e-05	1.4279835000000001e-114	0.1	2.089874e-05	4.759945e-115	0.1	2.089874e-05	5.807394e-08	0.1	2.089874e-05	7.901466e-06	0.1	2.089874e-05	4.3180467e-07	0.1	2.089874e-05	1.037644e-07	0.1
2.392608e-05	1.1437573825769e-06	0.1	2.392608e-05	1.4886771000000001e-114	0.1	2.392608e-05	4.962257e-115	0.1	2.392608e-05	6.054294e-08	0.1	2.392608e-05	8.237292e-06	0.1	2.392608e-05	4.5015318000000004e-07	0.1	2.392608e-05	1.081741e-07	0.1
2.695342e-05	8.6933499538444e-07	0.1	2.695342e-05	1.5348096e-114	0.1	2.695342e-05	5.116032e-115	0.1	2.695342e-05	6.241984e-08	0.1	2.695342e-05	8.492544e-06	0.1	2.695342e-05	4.6409790999999997e-07	0.1	2.695342e-05	1.115256e-07	0.1
2.998077e-05	6.607551471795299e-07	0.1	2.998077e-05	1.5698742e-114	0.1	2.998077e-05	5.232914e-115	0.1	2.998077e-05	6.38467e-08	0.1	2.998077e-05	8.686555e-06	0.1	2.998077e-05	4.7469552e-07	0.1	2.998077e-05	1.140729e-07	0.1
3.300811e-05	5.0221990652085e-07	0.1	3.300811e-05	1.5965271e-114	0.1	3.300811e-05	5.321757e-115	0.1	3.300811e-05	6.493151e-08	0.1	3.300811e-05	8.834018e-06	0.1	3.300811e-05	4.8274905e-07	0.1	3.300811e-05	1.160088e-07	0.1
