Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
1.002614e-06	9.829132707690001e-06	0.1	1.002614e-06	7.765637299999999e-20	0.1	1.002614e-06	1.02657125514e-09	0.1	1.002614e-06	3.802571e-24	0.1	1.002614e-06	1.265781e-19	0.1
1.162057e-06	9.828945709560001e-06	0.1	1.162057e-06	9.02910646e-20	0.1	1.162057e-06	1.2085071763699998e-09	0.1	1.162057e-06	4.475893e-24	0.1	1.162057e-06	1.490129e-19	0.1
1.36935e-06	9.8287117119e-06	0.1	1.36935e-06	1.0671724740000001e-19	0.1	1.36935e-06	1.44504346872e-09	0.1	1.36935e-06	5.351286e-24	0.1	1.36935e-06	1.781805e-19	0.1
1.632618e-06	9.828415714860002e-06	0.1	1.632618e-06	1.275783356e-19	0.1	1.632618e-06	1.74544396811e-09	0.1	1.632618e-06	6.463033e-24	0.1	1.632618e-06	2.152234e-19	0.1
1.961903e-06	9.82804671855e-06	0.1	1.961903e-06	1.536698588e-19	0.1	1.961903e-06	2.12116186508e-09	0.1	1.961903e-06	7.853519e-24	0.1	1.961903e-06	2.615537e-19	0.1
2.620474e-06	9.82730772594e-06	0.1	2.620474e-06	2.058498546e-19	0.1	2.620474e-06	2.8725554684899997e-09	0.1	2.620474e-06	1.063433e-23	0.1	2.620474e-06	3.542091e-19	0.1
3.805901e-06	9.82597873923e-06	0.1	3.805901e-06	2.997639304e-19	0.1	3.805901e-06	4.2249208768299996e-09	0.1	3.805901e-06	1.563928e-23	0.1	3.805901e-06	5.209713e-19	0.1
5.913327e-06	9.823615762860002e-06	0.1	5.913327e-06	4.66690885e-19	0.1	5.913327e-06	6.62867445484e-09	0.1	5.913327e-06	2.453528e-23	0.1	5.913327e-06	8.173816e-19	0.1
1.012818e-05	9.8188918101e-06	0.1	1.012818e-05	8.0042441800000005e-19	0.1	1.012818e-05	1.1434448418999999e-08	0.1	1.012818e-05	4.232086e-23	0.1	1.012818e-05	1.409989e-18	0.1
1.96116e-05	9.80827091631e-06	0.1	1.96116e-05	1.5507379850000003e-18	0.1	1.96116e-05	2.22389855842e-08	0.1	1.96116e-05	8.230716e-23	0.1	1.96116e-05	2.742312e-18	0.1
4.068586e-05	9.784710151920001e-06	0.1	4.068586e-05	3.21519853e-18	0.1	4.068586e-05	4.62072536901e-08	0.1	4.068586e-05	1.710108e-22	0.1	4.068586e-05	5.697875e-18	0.1
8.283439e-05	9.73775762145e-06	0.1	8.283439e-05	6.532133009999999e-18	0.1	8.283439e-05	9.397120312400001e-08	0.1	8.283439e-05	3.477794e-22	0.1	8.283439e-05	1.158772e-17	0.1
0.0001671314	9.644528553749999e-06	0.1	0.0001671314	1.311833172e-17	0.1	0.0001671314	1.88812663527e-07	0.1	0.0001671314	6.98776e-22	0.1	0.0001671314	2.328275e-17	0.1
0.0003357255	9.46073839167e-06	0.1	0.0003357255	2.610215155e-17	0.1	0.0003357255	3.7578009576199997e-07	0.1	0.0003357255	1.39072e-21	0.1	0.0003357255	4.633798e-17	0.1
0.0006391949	9.138698612100001e-06	0.1	0.0006391949	4.88527028e-17	0.1	0.0006391949	7.03388641542e-07	0.1	0.0006391949	2.60316e-21	0.1	0.0006391949	8.673588e-17	0.1
0.001178696	8.59301006904e-06	0.1	0.001178696	8.740288449999999e-17	0.1	0.001178696	1.25851229181e-06	0.1	0.001178696	4.657605e-21	0.1	0.001178696	1.55189e-16	0.1
0.002122823	7.71528584637e-06	0.1	0.002122823	1.49409777e-16	0.1	0.002122823	2.1514125031999997e-06	0.1	0.002122823	7.962122e-21	0.1	0.002122823	2.652939e-16	0.1
0.003471576	6.61461285321e-06	0.1	0.003471576	2.2716676589999996e-16	0.1	0.003471576	3.2711169551e-06	0.1	0.003471576	1.210601e-20	0.1	0.003471576	4.033662e-16	0.1
0.0051683	5.45017649769e-06	0.1	0.0051683	3.0942852289999996e-16	0.1	0.0051683	4.455687355679999e-06	0.1	0.0051683	1.648996e-20	0.1	0.0051683	5.494374e-16	0.1
0.006952018	4.44636453591e-06	0.1	0.006952018	3.80342871e-16	0.1	0.006952018	5.47685653395e-06	0.1	0.006952018	2.026919e-20	0.1	0.006952018	6.753592e-16	0.1
0.008735736	3.6274337253e-06	0.1	0.008735736	4.3819622200000003e-16	0.1	0.008735736	6.309945718459999e-06	0.1	0.008735736	2.335235e-20	0.1	0.008735736	7.780887e-16	0.1
0.01051945	2.95933440636e-06	0.1	0.01051945	4.85394109e-16	0.1	0.01051945	6.98959783641e-06	0.1	0.01051945	2.586766e-20	0.1	0.01051945	8.618975e-16	0.1
0.01230317	2.41428485691e-06	0.1	0.01230317	5.23899153e-16	0.1	0.01230317	7.54407161448e-06	0.1	0.01230317	2.79197e-20	0.1	0.01230317	9.302705e-16	0.1
0.01408689	1.96962230358e-06	0.1	0.01408689	5.553123299999999e-16	0.1	0.01408689	7.9964221436e-06	0.1	0.01408689	2.959379e-20	0.1	0.01408689	9.860505e-16	0.1
0.01601661	1.5803051967900002e-06	0.1	0.01601661	5.828156439999999e-16	0.1	0.01601661	8.3924702522e-06	0.1	0.01601661	3.105952e-20	0.1	0.01601661	1.034888e-15	0.1
0.01816535	1.2366426334500001e-06	0.1	0.01816535	6.070937009999999e-16	0.1	0.01816535	8.742074574600002e-06	0.1	0.01816535	3.235337e-20	0.1	0.01816535	1.077998e-15	0.1
0.02031408	9.67715422749e-07	0.1	0.02031408	6.260920759999999e-16	0.1	0.02031408	9.0156521475e-06	0.1	0.02031408	3.336584e-20	0.1	0.02031408	1.111733e-15	0.1
0.02246281	7.5727042722e-07	0.1	0.02246281	6.409589889999999e-16	0.1	0.02246281	9.2297361994e-06	0.1	0.02246281	3.415814e-20	0.1	0.02246281	1.138132e-15	0.1
0.02461155	5.925900740400001e-07	0.1	0.02461155	6.52592855e-16	0.1	0.02461155	9.397263933800002e-06	0.1	0.02461155	3.477814e-20	0.1	0.02461155	1.15879e-15	0.1
0.02710662	4.45750842447e-07	0.1	0.02710662	6.629663400000001e-16	0.1	0.02710662	9.5466417991e-06	0.1	0.02710662	3.533097e-20	0.1	0.02710662	1.17721e-15	0.1
0.02968828	3.32000479962e-07	0.1	0.02968828	6.710022260000001e-16	0.1	0.02968828	9.6623593696e-06	0.1	0.02968828	3.575923e-20	0.1	0.02968828	1.19148e-15	0.1
0.03226994	2.47277827197e-07	0.1	0.03226994	6.76987446e-16	0.1	0.03226994	9.748546207399999e-06	0.1	0.03226994	3.60782e-20	0.1	0.03226994	1.202108e-15	0.1
0.0348516	1.84175458227e-07	0.1	0.0348516	6.81445311e-16	0.1	0.0348516	9.8127399776e-06	0.1	0.0348516	3.631577e-20	0.1	0.0348516	1.210023e-15	0.1
0.03786937	1.30515794829e-07	0.1	0.03786937	6.85236065e-16	0.1	0.03786937	9.8673272865e-06	0.1	0.03786937	3.651779e-20	0.1	0.03786937	1.216755e-15	0.1
