Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
1.160297e-07	9.88519014711e-06	0.1	1.160297e-07	7.98047006e-21	0.1	1.160297e-07	5.2994656039099996e-11	0.1	1.160297e-07	1.983929e-25	0.1	1.160297e-07	6.52818e-21	0.1
1.374096e-07	9.874854250469999e-06	0.1	1.374096e-07	9.56551039e-21	0.1	1.374096e-07	7.02464326995e-11	0.1	1.374096e-07	2.624436e-25	0.1	1.374096e-07	8.654922e-21	0.1
1.694739e-07	9.86285737044e-06	0.1	1.694739e-07	1.1979793149999998e-20	0.1	1.694739e-07	9.8547811054e-11	0.1	1.694739e-07	3.674201e-25	0.1	1.694739e-07	1.214411e-20	0.1
2.095568e-07	9.85224947652e-06	0.1	2.095568e-07	1.504438654e-20	0.1	2.095568e-07	1.3696928370499999e-10	0.1	2.095568e-07	5.098224e-25	0.1	2.095568e-07	1.688131e-20	0.1
2.549854e-07	9.84427555626e-06	0.1	2.549854e-07	1.856062011e-20	0.1	2.549854e-07	1.8332134569e-10	0.1	2.549854e-07	6.815222e-25	0.1	2.549854e-07	2.259658e-20	0.1
3.097782e-07	9.83831361588e-06	0.1	3.097782e-07	2.284039681e-20	0.1	3.097782e-07	2.417617038e-10	0.1	3.097782e-07	8.979198e-25	0.1	3.097782e-07	2.980261e-20	0.1
3.64571e-07	9.834784651170001e-06	0.1	3.64571e-07	2.714594283e-20	0.1	3.64571e-07	3.0188732972699997e-10	0.1	3.64571e-07	1.120506e-24	0.1	3.64571e-07	3.721658e-20	0.1
4.286753e-07	9.832422674790001e-06	0.1	4.286753e-07	3.2201871e-20	0.1	4.286753e-07	3.73455497045e-10	0.1	4.286753e-07	1.385416e-24	0.1	4.286753e-07	4.604162e-20	0.1
4.951074e-07	9.831086688150002e-06	0.1	4.951074e-07	3.74531606e-20	0.1	4.951074e-07	4.48392302857e-10	0.1	4.951074e-07	1.662773e-24	0.1	4.951074e-07	5.528211e-20	0.1
5.736593e-07	9.83025469647e-06	0.1	5.736593e-07	4.36703489e-20	0.1	5.736593e-07	5.37518048739e-10	0.1	5.736593e-07	1.992632e-24	0.1	5.736593e-07	6.62723e-20	0.1
6.55241e-07	9.82980770094e-06	0.1	6.55241e-07	5.01317085e-20	0.1	6.55241e-07	6.303694236330001e-10	0.1	6.55241e-07	2.33627e-24	0.1	6.55241e-07	7.772192e-20	0.1
7.561466e-07	9.829509703920001e-06	0.1	7.561466e-07	5.81261656e-20	0.1	7.561466e-07	7.45390303326e-10	0.1	7.561466e-07	2.761952e-24	0.1	7.561466e-07	9.190529e-20	0.1
8.71173e-07	9.82930670595e-06	0.1	8.71173e-07	6.72407033e-20	0.1	8.71173e-07	8.7659948733e-10	0.1	8.71173e-07	3.247543e-24	0.1	8.71173e-07	1.080849e-19	0.1
