Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
2.948746e-12	9.797953057185e-06	0.1	2.948746e-12	1.383292e-08	0.1	2.948746e-12	2.063205e-10	0.1	2.948746e-12	2.409335e-08	0.1	2.948746e-12	9.417377e-08	0.1	2.948746e-12	5.093943e-08	0.1	2.948746e-12	5.876475e-10	0.1
6.405492e-12	9.5878593213294e-06	0.1	6.405492e-12	2.985774e-08	0.1	6.405492e-12	4.446768e-10	0.1	6.405492e-12	5.211455e-08	0.1	6.405492e-12	2.025664e-07	0.1	6.405492e-12	1.076613e-07	0.1	6.405492e-12	1.26715e-09	0.1
1.312835e-11	9.1953224920245e-06	0.1	1.312835e-11	6.043896e-08	0.1	1.312835e-11	8.976516e-10	0.1	1.312835e-11	1.0591e-07	0.1	1.312835e-11	4.073847e-07	0.1	1.312835e-11	2.092263e-07	0.1	1.312835e-11	2.560271e-09	0.1
2.508009e-11	8.5462753791114e-06	0.1	2.508009e-11	1.129338e-07	0.1	2.508009e-11	1.66971e-09	0.1	2.508009e-11	1.99199e-07	0.1	2.508009e-11	7.530448e-07	0.1	2.508009e-11	3.638012e-07	0.1	2.508009e-11	4.769599e-09	0.1
4.117439e-11	7.760617143144e-06	0.1	4.117439e-11	1.799507e-07	0.1	4.117439e-11	2.646054e-09	0.1	4.117439e-11	3.199372e-07	0.1	4.117439e-11	1.184265e-06	0.1	4.117439e-11	5.266481e-07	0.1	4.117439e-11	7.572876e-09	0.1
6.188719e-11	6.8776919996476004e-06	0.1	6.188719e-11	2.602656e-07	0.1	6.188719e-11	3.803974e-09	0.1	6.188719e-11	4.668868e-07	0.1	6.188719e-11	1.687752e-06	0.1	6.188719e-11	6.742701e-07	0.1	6.188719e-11	1.091062e-08	0.1
8.26e-11	6.1158481670951e-06	0.1	8.26e-11	3.342632e-07	0.1	8.26e-11	4.860749e-09	0.1	8.26e-11	6.042876e-07	0.1	8.26e-11	2.140437e-06	0.1	8.26e-11	7.678711e-07	0.1	8.26e-11	1.396881e-08	0.1
1.134028e-10	5.164128640125e-06	0.1	1.134028e-10	4.334562e-07	0.1	1.134028e-10	6.265099e-09	0.1	1.134028e-10	7.912557e-07	0.1	1.134028e-10	2.733188e-06	0.1	1.134028e-10	8.351533e-07	0.1	1.134028e-10	1.804999e-08	0.1
1.442055e-10	4.3845348916878e-06	0.1	1.442055e-10	5.207775e-07	0.1	1.442055e-10	7.49271e-09	0.1	1.442055e-10	9.583107e-07	0.1	1.442055e-10	3.244388e-06	0.1	1.442055e-10	8.443406e-07	0.1	1.442055e-10	2.163325e-08	0.1
1.750083e-10	3.7393532617391996e-06	0.1	1.750083e-10	5.97416e-07	0.1	1.750083e-10	8.565958e-09	0.1	1.750083e-10	1.106755e-06	0.1	1.750083e-10	3.687083e-06	0.1	1.750083e-10	8.175241e-07	0.1	1.750083e-10	2.477802e-08	0.1
2.05811e-10	3.200649021531e-06	0.1	2.05811e-10	6.644889e-07	0.1	2.05811e-10	9.504017e-09	0.1	2.05811e-10	1.238088e-06	0.1	2.05811e-10	4.071592e-06	0.1	2.05811e-10	7.696278e-07	0.1	2.05811e-10	2.753634e-08	0.1
2.366138e-10	2.747454113855e-06	0.1	2.366138e-10	7.230336e-07	0.1	2.366138e-10	1.032349e-08	0.1	2.366138e-10	1.353878e-06	0.1	2.366138e-10	4.406247e-06	0.1	2.366138e-10	7.106159e-07	0.1	2.366138e-10	2.995406e-08	0.1
2.674165e-10	2.36380366672128e-06	0.1	2.674165e-10	7.74003e-07	0.1	2.674165e-10	1.103887e-08	0.1	2.674165e-10	1.455677e-06	0.1	2.674165e-10	4.697905e-06	0.1	2.674165e-10	6.470321e-07	0.1	2.674165e-10	3.207175e-08	0.1
2.994695e-10	2.0251745314527e-06	0.1	2.994695e-10	8.199317e-07	0.1	2.994695e-10	1.168642e-08	0.1	2.994695e-10	1.548354e-06	0.1	2.994695e-10	4.961911e-06	0.1	2.994695e-10	5.805104e-07	0.1	2.994695e-10	3.399546e-08	0.1
3.365235e-10	1.6968198543180499e-06	0.1	3.365235e-10	8.651278e-07	0.1	3.365235e-10	1.232805e-08	0.1	3.365235e-10	1.640665e-06	0.1	3.365235e-10	5.22393e-06	0.1	3.365235e-10	5.068225e-07	0.1	3.365235e-10	3.590963e-08	0.1
3.735776e-10	1.42381167126912e-06	0.1	3.735776e-10	9.030053e-07	0.1	3.735776e-10	1.287101e-08	0.1	3.735776e-10	1.71917e-06	0.1	3.735776e-10	5.446386e-06	0.1	3.735776e-10	4.388599e-07	0.1	3.735776e-10	3.753768e-08	0.1
4.138828e-10	1.1779396057700001e-06	0.1	4.138828e-10	9.371295e-07	0.1	4.138828e-10	1.336647e-08	0.1	4.138828e-10	1.791173e-06	0.1	4.138828e-10	5.650382e-06	0.1	4.138828e-10	3.726612e-07	0.1	4.138828e-10	3.903239e-08	0.1
4.59065e-10	9.5350398720792e-07	0.1	4.59065e-10	9.680223e-07	0.1	4.59065e-10	1.382304e-08	0.1	4.59065e-10	1.857932e-06	0.1	4.59065e-10	5.839709e-06	0.1	4.59065e-10	3.08318e-07	0.1	4.59065e-10	4.04209e-08	0.1
5.061048e-10	7.658844312281801e-07	0.1	5.061048e-10	9.933637e-07	0.1	5.061048e-10	1.420683e-08	0.1	5.061048e-10	1.914489e-06	0.1	5.061048e-10	6.000388e-06	0.1	5.061048e-10	2.518386e-07	0.1	5.061048e-10	4.160046e-08	0.1
5.605754e-10	5.9484398441433e-07	0.1	5.605754e-10	1.0157e-06	0.1	5.605754e-10	1.45571e-08	0.1	5.605754e-10	1.966675e-06	0.1	5.605754e-10	6.148978e-06	0.1	5.605754e-10	1.98367e-07	0.1	5.605754e-10	4.269281e-08	0.1
6.172753e-10	4.5773494573443e-07	0.1	6.172753e-10	1.032638e-06	0.1	6.172753e-10	1.483681e-08	0.1	6.172753e-10	2.009014e-06	0.1	6.172753e-10	6.269803e-06	0.1	6.172753e-10	1.542427e-07	0.1	6.172753e-10	4.358315e-08	0.1
6.82893e-10	3.385263855776e-07	0.1	6.82893e-10	1.046082e-06	0.1	6.82893e-10	1.507747e-08	0.1	6.82893e-10	2.04632e-06	0.1	6.82893e-10	6.376468e-06	0.1	6.82893e-10	1.150427e-07	0.1	6.82893e-10	4.437232e-08	0.1
7.485107e-10	2.50890694320918e-07	0.1	7.485107e-10	1.054562e-06	0.1	7.485107e-10	1.525104e-08	0.1	7.485107e-10	2.074206e-06	0.1	7.485107e-10	6.456272e-06	0.1	7.485107e-10	8.576923e-08	0.1	7.485107e-10	4.496665e-08	0.1
8.280539e-10	1.75173852366144e-07	0.1	8.280539e-10	1.060028e-06	0.1	8.280539e-10	1.539611e-08	0.1	8.280539e-10	2.098863e-06	0.1	8.280539e-10	6.526794e-06	0.1	8.280539e-10	6.019084e-08	0.1	8.280539e-10	4.549744e-08	0.1
9.07597e-10	1.23059518090465e-07	0.1	9.07597e-10	1.061771e-06	0.1	9.07597e-10	1.549041e-08	0.1	9.07597e-10	2.11643e-06	0.1	9.07597e-10	6.576889e-06	0.1	9.07597e-10	4.244235e-08	0.1	9.07597e-10	4.588087e-08	0.1
