Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
5.530877e-08	0.9853739	0.1	5.530877e-08	1.6410543e-107	0.1	5.530877e-08	5.180309e-06	0.1	5.530877e-08	0.006783026	0.1	5.530877e-08	4.0156372e-05	0.1	5.530877e-08	5.524888e-06	0.1	5.530877e-08	0.0004791865	0.1
1.158721e-07	0.9697223	0.1	1.158721e-07	3.397158e-107	0.1	1.158721e-07	1.072413e-05	0.1	1.158721e-07	0.01404159	0.1	1.158721e-07	8.3126366e-05	0.1	1.158721e-07	1.143715e-05	0.1	1.158721e-07	0.0009919579	0.1
2.168109e-07	0.9444484	0.1	2.168109e-07	6.232896e-107	0.1	2.168109e-07	1.967796e-05	0.1	2.168109e-07	0.02576272	0.1	2.168109e-07	0.00015250584	0.1	2.168109e-07	2.098441e-05	0.1	2.168109e-07	0.00181993	0.1
3.991415e-07	0.9012086	0.1	3.991415e-07	1.1084403e-106	0.1	3.991415e-07	3.500641e-05	0.1	3.991415e-07	0.04581603	0.1	3.991415e-07	0.000271156541	0.1	3.991415e-07	3.731943e-05	0.1	3.991415e-07	0.003236191	0.1
6.672233e-07	0.8427436	0.1	6.672233e-07	1.7644188e-106	0.1	6.672233e-07	5.577019e-05	0.1	6.672233e-07	0.07293153	0.1	6.672233e-07	0.00043140621	0.1	6.672233e-07	5.941064e-05	0.1	6.672233e-07	0.0051501	0.1
1.103065e-06	0.7588443	0.1	1.103065e-06	2.7057714e-106	0.1	1.103065e-06	8.571498e-05	0.1	1.103065e-06	0.1118477	0.1	1.103065e-06	0.00066067082	0.1	1.103065e-06	9.112929e-05	0.1	1.103065e-06	0.007892584	0.1
1.636455e-06	0.6715434	0.1	1.636455e-06	3.685296e-106	0.1	1.636455e-06	0.0001172227	0.1	1.636455e-06	0.1523526	0.1	1.636455e-06	0.00089758824	0.1	1.636455e-06	0.000124173	0.1	1.636455e-06	0.01073674	0.1
2.408945e-06	0.5682121	0.1	2.408945e-06	4.844694e-106	0.1	2.408945e-06	0.0001553938	0.1	2.408945e-06	0.2003222	0.1	2.408945e-06	0.0011738921	0.1	2.408945e-06	0.000163377	0.1	2.408945e-06	0.01407907	0.1
3.181434e-06	0.4853984	0.1	3.181434e-06	5.773899000000001e-106	0.1	3.181434e-06	0.0001872303	0.1	3.181434e-06	0.2388057	0.1	3.181434e-06	0.00138953261	0.1	3.181434e-06	0.0001949153	0.1	3.181434e-06	0.01672345	0.1
3.953923e-06	0.4178714	0.1	3.953923e-06	6.5316e-106	0.1	3.953923e-06	0.0002145953	0.1	3.953923e-06	0.2702294	0.1	3.953923e-06	0.00155888138	0.1	3.953923e-06	0.0002207463	0.1	3.953923e-06	0.01884066	0.1
4.726413e-06	0.362029	0.1	4.726413e-06	7.158212999999999e-106	0.1	4.726413e-06	0.000238726	0.1	4.726413e-06	0.2962631	0.1	4.726413e-06	0.0016920757100000001	0.1	4.726413e-06	0.0002422046	0.1	4.726413e-06	0.02054945	0.1
5.498902e-06	0.3153095	0.1	5.498902e-06	7.682478000000001e-106	0.1	5.498902e-06	0.0002604636	0.1	5.498902e-06	0.3180928	0.1	5.498902e-06	0.0017965257299999999	0.1	5.498902e-06	0.0002602283	0.1	5.498902e-06	0.02193517	0.1
6.271391e-06	0.2758411	0.1	6.271391e-06	8.125398000000001e-106	0.1	6.271391e-06	0.0002803912	0.1	6.271391e-06	0.3365847	0.1	6.271391e-06	0.00187781214	0.1	6.271391e-06	0.0002754945	0.1	6.271391e-06	0.02306101	0.1
7.200806e-06	0.2360091	0.1	7.200806e-06	8.572428e-106	0.1	7.200806e-06	0.0003025389	0.1	7.200806e-06	0.355313	0.1	7.200806e-06	0.00195093469	0.1	7.200806e-06	0.0002909063	0.1	7.200806e-06	0.02413806	0.1
8.130222e-06	0.2028446	0.1	8.130222e-06	8.944662e-106	0.1	8.130222e-06	0.0003231471	0.1	8.130222e-06	0.3709775	0.1	8.130222e-06	0.0020024965500000003	0.1	8.130222e-06	0.0003036888	0.1	8.130222e-06	0.0249709	0.1
9.059637e-06	0.1750015	0.1	9.059637e-06	9.257205e-106	0.1	9.059637e-06	0.000342548	0.1	9.059637e-06	0.3841983	0.1	9.059637e-06	0.00203692766	0.1	9.059637e-06	0.0003143154	0.1	9.059637e-06	0.0256072	0.1
9.989052e-06	0.1514625	0.1	9.989052e-06	9.521463e-106	0.1	9.989052e-06	0.0003609675	0.1	9.989052e-06	0.3954433	0.1	9.989052e-06	0.0020576872	0.1	9.989052e-06	0.0003231438	0.1	9.989052e-06	0.02608363	0.1
1.091847e-05	0.131445	0.1	1.091847e-05	9.74622e-106	0.1	1.091847e-05	0.000378561	0.1	1.091847e-05	0.405072	0.1	1.091847e-05	0.0020675062100000002	0.1	1.091847e-05	0.0003304517	0.1	1.091847e-05	0.02642898	0.1
1.184788e-05	0.1143367	0.1	1.184788e-05	9.938343e-106	0.1	1.184788e-05	0.0003954366	0.1	1.184788e-05	0.413365	0.1	1.184788e-05	0.0020685679800000003	0.1	1.184788e-05	0.0003364596	0.1	1.184788e-05	0.02666617	0.1
1.27773e-05	0.09965226	0.1	1.27773e-05	1.0103276999999999e-105	0.1	1.27773e-05	0.0004116706	0.1	1.27773e-05	0.4205445	0.1	1.27773e-05	0.00206262951	0.1	1.27773e-05	0.0003413469	0.1	1.27773e-05	0.02681367	0.1
1.370671e-05	0.08700193	0.1	1.370671e-05	1.0245393000000001e-105	0.1	1.370671e-05	0.000427318	0.1	1.370671e-05	0.4267888	0.1	1.370671e-05	0.00205111382	0.1	1.370671e-05	0.0003452619	0.1	1.370671e-05	0.02688657	0.1
1.463613e-05	0.07606947	0.1	1.463613e-05	1.036824e-105	0.1	1.463613e-05	0.0004424191	0.1	1.463613e-05	0.432242	0.1	1.463613e-05	0.00203517926	0.1	1.463613e-05	0.0003483294	0.1	1.463613e-05	0.02689728	0.1
1.556554e-05	0.06659576	0.1	1.556554e-05	1.0474724999999999e-105	0.1	1.556554e-05	0.0004570045	0.1	1.556554e-05	0.4370226	0.1	1.556554e-05	0.0020157695	0.1	1.556554e-05	0.000350656	0.1	1.556554e-05	0.02685608	0.1
1.649496e-05	0.05836672	0.1	1.649496e-05	1.0567244999999998e-105	0.1	1.649496e-05	0.0004710982	0.1	1.649496e-05	0.4412279	0.1	1.649496e-05	0.0019936589	0.1	1.649496e-05	0.0003523334	0.1	1.649496e-05	0.02677159	0.1
1.742437e-05	0.05120411	0.1	1.742437e-05	1.0647800999999999e-105	0.1	1.742437e-05	0.00048472	0.1	1.742437e-05	0.4449393	0.1	1.742437e-05	0.0019694811	0.1	1.742437e-05	0.0003534414	0.1	1.742437e-05	0.02665102	0.1
1.835379e-05	0.04495857	0.1	1.835379e-05	1.0718073e-105	0.1	1.835379e-05	0.0004978866	0.1	1.835379e-05	0.4482246	0.1	1.835379e-05	0.0019437561	0.1	1.835379e-05	0.0003540498	0.1	1.835379e-05	0.02650045	0.1
1.92832e-05	0.03950415	0.1	1.92832e-05	1.0779465e-105	0.1	1.92832e-05	0.0005106127	0.1	1.92832e-05	0.4511411	0.1	1.92832e-05	0.0019169102	0.1	1.92832e-05	0.00035422	0.1	1.92832e-05	0.02632505	0.1
2.021262e-05	0.03473416	0.1	2.021262e-05	1.0833180000000001e-105	0.1	2.021262e-05	0.0005229121	0.1	2.021262e-05	0.4537375	0.1	2.021262e-05	0.0018892924999999998	0.1	2.021262e-05	0.0003540063	0.1	2.021262e-05	0.02612919	0.1
2.114203e-05	0.03055773	0.1	2.114203e-05	1.0880238e-105	0.1	2.114203e-05	0.0005347975	0.1	2.114203e-05	0.4560551	0.1	2.114203e-05	0.0018611894	0.1	2.114203e-05	0.0003534567	0.1	2.114203e-05	0.02591659	0.1
2.207145e-05	0.02689717	0.1	2.207145e-05	1.0921506e-105	0.1	2.207145e-05	0.0005462811	0.1	2.207145e-05	0.4581292	0.1	2.207145e-05	0.0018328347999999998	0.1	2.207145e-05	0.0003526135	0.1	2.207145e-05	0.02569045	0.1
