Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
3.358332e-12	9.784871773350506e-06	0.1	3.358332e-12	9.995325e-10	0.1	3.358332e-12	2.14434672e-07	0.1	3.358332e-12	2.4918541659e-16	0.1	3.358332e-12	3.8271426e-32	0.1
7.411709e-12	9.531605569375893e-06	0.1	7.411709e-12	2.177348e-09	0.1	7.411709e-12	4.6711943700000004e-07	0.1	7.411709e-12	5.428232560299999e-16	0.1	7.411709e-12	1.8479912499999999e-31	0.1
1.53234e-11	9.055991743342663e-06	0.1	1.53234e-11	4.38916e-09	0.1	1.53234e-11	9.4164162e-07	0.1	1.53234e-11	1.0942630589e-15	0.1	1.53234e-11	7.7670331e-31	0.1
2.936454e-11	8.269584167708745e-06	0.1	2.936454e-11	8.046197e-09	0.1	2.936454e-11	1.7262434400000001e-06	0.1	2.936454e-11	2.0060775059e-15	0.1	2.936454e-11	2.76919408e-30	0.1
4.890973e-11	7.287295866667689e-06	0.1	4.890973e-11	1.261395e-08	0.1	4.890973e-11	2.70627579e-06	0.1	4.890973e-11	3.1450720595e-15	0.1	4.890973e-11	7.3781881e-30	0.1
7.647012e-11	6.097177202217035e-06	0.1	7.647012e-11	1.814784e-08	0.1	7.647012e-11	3.89366319e-06	0.1	7.647012e-11	4.5251622256000005e-15	0.1	7.647012e-11	1.70617809e-29	0.1
1.040305e-10	5.101425911641157e-06	0.1	1.040305e-10	2.277763e-08	0.1	1.040305e-10	4.88712798e-06	0.1	1.040305e-10	5.679966471199999e-15	0.1	1.040305e-10	2.99197416e-29	0.1
1.458999e-10	3.8909063990156255e-06	0.1	1.458999e-10	2.840552e-08	0.1	1.458999e-10	6.09486808e-06	0.1	1.458999e-10	7.084003631699999e-15	0.1	1.458999e-10	5.4389044e-29	0.1
1.877693e-10	2.967638746737986e-06	0.1	1.877693e-10	3.269749e-08	0.1	1.877693e-10	7.016017e-06	0.1	1.877693e-10	8.1550213946e-15	0.1	1.877693e-10	8.3549649e-29	0.1
2.296387e-10	2.2634573209981786e-06	0.1	2.296387e-10	3.597066e-08	0.1	2.296387e-10	7.7185824e-06	0.1	2.296387e-10	8.972009491e-15	0.1	2.296387e-10	1.16288299e-28	0.1
2.715081e-10	1.72637326934405e-06	0.1	2.715081e-10	3.846688e-08	0.1	2.715081e-10	8.2544342e-06	0.1	2.715081e-10	9.595221161e-15	0.1	2.715081e-10	1.51755963e-28	0.1
3.133775e-10	1.3167335861915723e-06	0.1	3.133775e-10	4.037056e-08	0.1	3.133775e-10	8.663134e-06	0.1	3.133775e-10	1.0070619942e-14	0.1	3.133775e-10	1.8930505899999999e-28	0.1
3.552469e-10	1.0042974413094468e-06	0.1	3.552469e-10	4.182237e-08	0.1	3.552469e-10	8.974852900000001e-06	0.1	3.552469e-10	1.0433264618e-14	0.1	3.552469e-10	2.28441522e-28	0.1
3.971163e-10	7.659982463886668e-07	0.1	3.971163e-10	4.292957e-08	0.1	3.971163e-10	9.212605599999999e-06	0.1	3.971163e-10	1.0709899198e-14	0.1	3.971163e-10	2.68788877e-28	0.1
4.389856e-10	5.842439947364029e-07	0.1	4.389856e-10	4.377396e-08	0.1	4.389856e-10	9.393943100000001e-06	0.1	4.389856e-10	1.0920923298999999e-14	0.1	4.389856e-10	3.1005965999999998e-28	0.1
4.80855e-10	4.4561706102052924e-07	0.1	4.80855e-10	4.441792e-08	0.1	4.80855e-10	9.5322524e-06	0.1	4.80855e-10	1.1081899099999999e-14	0.1	4.80855e-10	3.52034826e-28	0.1
5.311699e-10	3.2181256360000037e-07	0.1	5.311699e-10	4.499295e-08	0.1	5.311699e-10	9.6557743e-06	0.1	5.311699e-10	1.1225686157e-14	0.1	5.311699e-10	4.0317558e-28	0.1
5.814848e-10	2.324051232435712e-07	0.1	5.814848e-10	4.540817e-08	0.1	5.814848e-10	9.744976e-06	0.1	5.814848e-10	1.1329542913999999e-14	0.1	5.814848e-10	4.5487808e-28	0.1
6.317997e-10	1.6783794382498696e-07	0.1	6.317997e-10	4.570799e-08	0.1	6.317997e-10	9.809395299999999e-06	0.1	6.317997e-10	1.1404560591e-14	0.1	6.317997e-10	5.069862200000001e-28	0.1
6.863054e-10	1.1796747161237982e-07	0.1	6.863054e-10	4.593953e-08	0.1	6.863054e-10	9.8591498e-06	0.1	6.863054e-10	1.1462512333e-14	0.1	6.863054e-10	5.6376245e-28	0.1
