Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
0.5248848	0.9881086429157899	0.1	0.5248848	2.2387006800000003e-08	0.1	0.5248848	0.0004927499	0.1	0.5248848	4.28762e-11	0.1	0.5248848	0.005452912	0.1
1.056339	0.97628280676121	0.1	1.056339	4.46506225e-08	0.1	1.056339	0.0009827838	0.1	1.056339	8.551606e-11	0.1	1.056339	0.01087577	0.1
2.012958	0.9555224824898501	0.1	2.012958	8.373462579999999e-08	0.1	2.012958	0.001843044	0.1	2.012958	1.603708e-10	0.1	2.012958	0.02039565	0.1
3.713613	0.92020268302818	0.1	3.713613	1.5022885899999998e-07	0.1	3.713613	0.003306617	0.1	3.713613	2.877224e-10	0.1	3.713613	0.03659198	0.1
6.689758	0.8628723172788	0.1	6.689758	2.5816061200000003e-07	0.1	6.689758	0.005682253	0.1	6.689758	4.944362e-10	0.1	6.689758	0.06288145	0.1
10.9414	0.7896261913213799	0.1	10.9414	3.9605606700000004e-07	0.1	10.9414	0.008717403	0.1	10.9414	7.585371e-10	0.1	10.9414	0.09646929	0.1
16.95834	0.700392673154991	0.1	16.95834	5.640497299999999e-07	0.1	16.95834	0.01241503	0.1	16.95834	1.080283e-09	0.1	16.95834	0.1373883	0.1
24.64695	0.6057773549182531	0.1	24.64695	7.42175403e-07	0.1	24.64695	0.01633567	0.1	24.64695	1.421434e-09	0.1	24.64695	0.1807753	0.1
33.45	0.517770502767895	0.1	33.45	9.07859739e-07	0.1	33.45	0.01998247	0.1	33.45	1.738757e-09	0.1	33.45	0.2211318	0.1
42.25306	0.446101174831089	0.1	42.25306	1.0427866129999998e-06	0.1	42.25306	0.02295229	0.1	42.25306	1.997173e-09	0.1	42.25306	0.2539966	0.1
51.4155	0.38468489802830297	0.1	51.4155	1.1584106809999999e-06	0.1	51.4155	0.02549723	0.1	51.4155	2.218619e-09	0.1	51.4155	0.2821597	0.1
62.01554	0.326462046267259	0.1	62.01554	1.268022873e-06	0.1	62.01554	0.02790986	0.1	62.01554	2.428551e-09	0.1	62.01554	0.3088585	0.1
72.61557	0.27882572464459404	0.1	72.61557	1.3577047e-06	0.1	72.61557	0.02988379	0.1	72.61557	2.600312e-09	0.1	72.61557	0.3307027	0.1
83.2156	0.239394833129184	0.1	83.2156	1.4319382e-06	0.1	83.2156	0.03151772	0.1	83.2156	2.742486e-09	0.1	83.2156	0.3487842	0.1
93.81563	0.206440281598428	0.1	93.81563	1.4939796399999998e-06	0.1	93.81563	0.03288328	0.1	93.81563	2.861309e-09	0.1	93.81563	0.3638958	0.1
104.4157	0.178676212335518	0.1	104.4157	1.5462485599999999e-06	0.1	104.4157	0.03403375	0.1	104.4157	2.961417e-09	0.1	104.4157	0.3766273	0.1
115.0157	0.15512626842769098	0.1	115.0157	1.5905845500000001e-06	0.1	115.0157	0.03500961	0.1	115.0157	3.04633e-09	0.1	115.0157	0.3874265	0.1
125.6157	0.135035810165084	0.1	125.6157	1.6284072400000002e-06	0.1	125.6157	0.03584211	0.1	125.6157	3.11877e-09	0.1	125.6157	0.3966391	0.1
136.2158	0.117812722739957	0.1	136.2158	1.66083248e-06	0.1	136.2158	0.0365558	0.1	136.2158	3.18087e-09	0.1	136.2158	0.404537	0.1
146.8158	0.102985582446148	0.1	146.8158	1.68874665e-06	0.1	146.8158	0.0371702	0.1	146.8158	3.234332e-09	0.1	146.8158	0.4113361	0.1
157.4158	0.090175092278699	0.1	157.4158	1.71286348e-06	0.1	157.4158	0.03770104	0.1	157.4158	3.280522e-09	0.1	157.4158	0.4172106	0.1
168.0159	0.07907231383357201	0.1	168.0159	1.73376568e-06	0.1	168.0159	0.03816111	0.1	168.0159	3.320555e-09	0.1	168.0159	0.4223019	0.1
