Batch	m_SP	2	P2_L	W4_L	
2.217431e-13	9.828361445964101e-06	0.1	2.217431e-13	6.517242e-08	0.1
5.354035e-13	9.5913442509324e-06	0.1	5.354035e-13	1.559787e-07	0.1
1.225239e-12	9.091811523261198e-06	0.1	1.225239e-12	3.500977e-07	0.1
2.37598e-12	8.3206929259872e-06	0.1	2.37598e-12	6.573572e-07	0.1
3.895966e-12	7.4094719158652e-06	0.1	3.895966e-12	1.033096e-06	0.1
4.925822e-12	6.853992635990001e-06	0.1	4.925822e-12	1.269329e-06	0.1
6.150917e-12	6.2512393451625e-06	0.1	6.150917e-12	1.532223e-06	0.1
7.66887e-12	5.5825156236781e-06	0.1	7.66887e-12	1.832355e-06	0.1
1.023279e-11	4.621102022865001e-06	0.1	1.023279e-11	2.280662e-06	0.1
1.279671e-11	3.8341681955375995e-06	0.1	1.279671e-11	2.663667e-06	0.1
1.536063e-11	3.1876227266599003e-06	0.1	1.536063e-11	2.990146e-06	0.1
1.792455e-11	2.6546556141269998e-06	0.1	1.792455e-11	3.267895e-06	0.1
2.048847e-11	2.2140413045628e-06	0.1	2.048847e-11	3.50378e-06	0.1
2.34816e-11	1.7940985406016e-06	0.1	2.34816e-11	3.734159e-06	0.1
2.658203e-11	1.4450180297174e-06	0.1	2.658203e-11	3.929973e-06	0.1
2.968247e-11	1.16529636607488e-06	0.1	2.968247e-11	4.089786e-06	0.1
3.329037e-11	9.083585446704001e-07	0.1	3.329037e-11	4.238875e-06	0.1
3.702513e-11	7.027240125640199e-07	0.1	3.702513e-11	4.359737e-06	0.1
4.075989e-11	5.4418305834645e-07	0.1	4.075989e-11	4.453776e-06	0.1
4.528376e-11	3.9971458683239996e-07	0.1	4.528376e-11	4.539979e-06	0.1
4.980762e-11	2.9395498033873e-07	0.1	4.980762e-11	4.603222e-06	0.1
5.452654e-11	2.1362598058062998e-07	0.1	5.452654e-11	4.651135e-06	0.1
6.002572e-11	1.47582030357e-07	0.1	6.002572e-11	4.69018e-06	0.1
6.552491e-11	1.0226793323775001e-07	0.1	6.552491e-11	4.716487e-06	0.1
