Batch	m_SP	5	N1a_L	N7a_L	Nphln	Flvln	Azln							
1.977897e-13	0.98852023	0.1	1.977897e-13	0.0007316892000000001	0.1	1.977897e-13	1.604152e-06	0.1	1.977897e-13	0.005208907	0.1	1.977897e-13	2.183317e-07	0.1
3.250776e-13	0.981213979	0.1	3.250776e-13	0.0012244074	0.1	3.250776e-13	2.668448e-06	0.1	3.250776e-13	0.008523954	0.1	3.250776e-13	3.597766e-07	0.1
4.796447e-13	0.9724270550000002	0.1	4.796447e-13	0.0018413319	0.1	4.796447e-13	3.989778e-06	0.1	4.796447e-13	0.01251084	0.1	4.796447e-13	5.321431e-07	0.1
6.867555e-13	0.9607972730000001	0.1	6.867555e-13	0.0026935292999999997	0.1	6.867555e-13	5.803072e-06	0.1	6.867555e-13	0.01778753	0.1	6.867555e-13	7.635965e-07	0.1
8.938663e-13	0.9493299179999999	0.1	8.938663e-13	0.0035677918999999997	0.1	8.938663e-13	7.657452e-06	0.1	8.938663e-13	0.02299034	0.1	8.938663e-13	9.949974e-07	0.1
1.100977e-12	0.9380225969999999	0.1	1.100977e-12	0.0044576618	0.1	1.100977e-12	9.545686e-06	0.1	1.100977e-12	0.02812051	0.1	1.100977e-12	1.225797e-06	0.1
1.308088e-12	0.926872408	0.1	1.308088e-12	0.0053579213	0.1	1.308088e-12	1.14618e-05	0.1	1.308088e-12	0.03317923	0.1	1.308088e-12	1.455556e-06	0.1
1.515199e-12	0.915877	0.1	1.515199e-12	0.0062643570999999995	0.1	1.515199e-12	1.340083e-05	0.1	1.515199e-12	0.03816768	0.1	1.515199e-12	1.683924e-06	0.1
1.722309e-12	0.905033674	0.1	1.722309e-12	0.0071735718	0.1	1.722309e-12	1.535867e-05	0.1	1.722309e-12	0.04308701	0.1	1.722309e-12	1.910621e-06	0.1
1.92942e-12	0.8943401280000001	0.1	1.92942e-12	0.0080828355	0.1	1.92942e-12	1.733189e-05	0.1	1.92942e-12	0.04793835	0.1	1.92942e-12	2.135429e-06	0.1
2.153626e-12	0.882929631	0.1	2.153626e-12	0.009064675	0.1	2.153626e-12	1.948204e-05	0.1	2.153626e-12	0.05311475	0.1	2.153626e-12	2.376465e-06	0.1
2.403474e-12	0.8704139529999999	0.1	2.403474e-12	0.010153170900000001	0.1	2.403474e-12	2.189175e-05	0.1	2.403474e-12	0.05879251	0.1	2.403474e-12	2.64202e-06	0.1
2.653322e-12	0.85810471	0.1	2.653322e-12	0.011233467300000001	0.1	2.653322e-12	2.431258e-05	0.1	2.653322e-12	0.06437648	0.1	2.653322e-12	2.9042e-06	0.1
2.90317e-12	0.84599785	0.1	2.90317e-12	0.012303782999999999	0.1	2.90317e-12	2.674177e-05	0.1	2.90317e-12	0.06986849	0.1	2.90317e-12	3.162887e-06	0.1
