Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
1.076524e-10	9.7213247796158e-06	0.1	1.076524e-10	2.58206257e-07	0.1	1.076524e-10	2.008495e-12	0.1	1.076524e-10	7.188702e-11	0.1	1.076524e-10	2.803307e-09	0.1	1.076524e-10	7.141349e-11	0.1	1.076524e-10	1.807587e-17	0.1
2.308098e-10	9.430691302401599e-06	0.1	2.308098e-10	5.4532362e-07	0.1	2.308098e-10	4.241675e-12	0.1	2.308098e-10	1.51825e-10	0.1	2.308098e-10	5.916053e-09	0.1	2.308098e-10	1.471696e-10	0.1	2.308098e-10	3.817612e-17	0.1
5.159545e-10	8.7907246119914e-06	0.1	5.159545e-10	1.1775822299999999e-06	0.1	5.159545e-10	9.158571e-12	0.1	5.159545e-10	3.278626e-10	0.1	5.159545e-10	1.275391e-08	0.1	5.159545e-10	3.002055e-10	0.1	5.159545e-10	8.244038e-17	0.1
1.029215e-09	7.746299830904801e-06	0.1	1.029215e-09	2.2095292499999998e-06	0.1	1.029215e-09	1.71814e-11	0.1	1.029215e-09	6.152049e-10	0.1	1.029215e-09	2.386401e-08	0.1	1.029215e-09	5.080666e-10	0.1	1.029215e-09	1.546917e-16	0.1
1.674096e-09	6.6082063332300005e-06	0.1	1.674096e-09	3.3341744999999996e-06	0.1	1.674096e-09	2.592152e-11	0.1	1.674096e-09	9.283889e-10	0.1	1.674096e-09	3.589863e-08	0.1	1.674096e-09	6.726697e-10	0.1	1.674096e-09	2.334406e-16	0.1
2.368704e-09	5.56875562266e-06	0.1	2.368704e-09	4.361487200000001e-06	0.1	2.368704e-09	3.390199e-11	0.1	2.368704e-09	1.214497e-09	0.1	2.368704e-09	4.682182e-08	0.1	2.368704e-09	7.631842e-10	0.1	2.368704e-09	3.053809e-16	0.1
3.176442e-09	4.563888770398999e-06	0.1	3.176442e-09	5.3547545000000005e-06	0.1	3.176442e-09	4.161491e-11	0.1	3.176442e-09	1.49115e-09	0.1	3.176442e-09	5.73164e-08	0.1	3.176442e-09	7.92565e-10	0.1	3.176442e-09	3.749437e-16	0.1
4.059599e-09	3.67156080014454e-06	0.1	4.059599e-09	6.236902999999999e-06	0.1	4.059599e-09	4.846228e-11	0.1	4.059599e-09	1.736877e-09	0.1	4.059599e-09	6.657894e-08	0.1	4.059599e-09	7.670006e-10	0.1	4.059599e-09	4.367301e-16	0.1
4.942757e-09	2.953751148408548e-06	0.1	4.942757e-09	6.9466147e-06	0.1	4.942757e-09	5.396921e-11	0.1	4.942757e-09	1.934588e-09	0.1	4.942757e-09	7.398887e-08	0.1	4.942757e-09	7.081622e-10	0.1	4.942757e-09	4.864427e-16	0.1
5.825915e-09	2.3763106251963608e-06	0.1	5.825915e-09	7.5175989e-06	0.1	5.825915e-09	5.839837e-11	0.1	5.825915e-09	2.093664e-09	0.1	5.825915e-09	7.99215e-08	0.1	5.825915e-09	6.338775e-10	0.1	5.825915e-09	5.264409e-16	0.1
6.745429e-09	1.8947383949927518e-06	0.1	6.745429e-09	7.9938337e-06	0.1	6.745429e-09	6.209156e-11	0.1	6.745429e-09	2.22635e-09	0.1	6.745429e-09	8.484869e-08	0.1	6.745429e-09	5.519084e-10	0.1	6.745429e-09	5.598036e-16	0.1
7.810373e-09	1.4576250141483088e-06	0.1	7.810373e-09	8.4261403e-06	0.1	7.810373e-09	6.544327e-11	0.1	7.810373e-09	2.346805e-09	0.1	7.810373e-09	8.930377e-08	0.1	7.810373e-09	4.602529e-10	0.1	7.810373e-09	5.900906e-16	0.1
8.875317e-09	1.121368190046327e-06	0.1	8.875317e-09	8.7587264e-06	0.1	8.875317e-09	6.802127e-11	0.1	8.875317e-09	2.439479e-09	0.1	8.875317e-09	9.271897e-08	0.1	8.875317e-09	3.774427e-10	0.1	8.875317e-09	6.133924e-16	0.1
9.940261e-09	8.6269005958126e-07	0.1	9.940261e-09	9.0145968e-06	0.1	9.940261e-09	7.000426e-11	0.1	9.940261e-09	2.510779e-09	0.1	9.940261e-09	9.533861e-08	0.1	9.940261e-09	3.05679e-10	0.1	9.940261e-09	6.313201e-16	0.1
1.10052e-08	6.636899645635696e-07	0.1	1.10052e-08	9.211448100000001e-06	0.1	1.10052e-08	7.152962e-11	0.1	1.10052e-08	2.565636e-09	0.1	1.10052e-08	9.734904e-08	0.1	1.10052e-08	2.451921e-10	0.1	1.10052e-08	6.45113e-16	0.1
1.224512e-08	4.890657275812843e-07	0.1	1.224512e-08	9.384197099999999e-06	0.1	1.224512e-08	7.286802e-11	0.1	1.224512e-08	2.613776e-09	0.1	1.224512e-08	9.910947e-08	0.1	1.224512e-08	1.879093e-10	0.1	1.224512e-08	6.572174e-16	0.1
1.352879e-08	3.5652889062525434e-07	0.1	1.352879e-08	9.515315400000001e-06	0.1	1.352879e-08	7.388377e-11	0.1	1.352879e-08	2.650317e-09	0.1	1.352879e-08	1.004431e-07	0.1	1.352879e-08	1.414961e-10	0.1	1.352879e-08	6.66405e-16	0.1
1.481245e-08	2.599113066777269e-07	0.1	1.481245e-08	9.610903e-06	0.1	1.481245e-08	7.462419e-11	0.1	1.481245e-08	2.676956e-09	0.1	1.481245e-08	1.014137e-07	0.1	1.481245e-08	1.058597e-10	0.1	1.481245e-08	6.731031e-16	0.1
1.614785e-08	1.870788946386345e-07	0.1	1.614785e-08	9.6829616e-06	0.1	1.614785e-08	7.518231e-11	0.1	1.614785e-08	2.697039e-09	0.1	1.614785e-08	1.021445e-07	0.1	1.614785e-08	7.785989e-11	0.1	1.614785e-08	6.781525e-16	0.1
1.769023e-08	1.2796588863393795e-07	0.1	1.769023e-08	9.7414476e-06	0.1	1.769023e-08	7.563528e-11	0.1	1.769023e-08	2.713339e-09	0.1	1.769023e-08	1.02737e-07	0.1	1.769023e-08	5.43163e-11	0.1	1.769023e-08	6.822508e-16	0.1
