Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
62.34809	9.892139077620002e-06	0.1	62.34809	1.070322e-07	0.1	62.34809	3.540106e-10	0.1	62.34809	3.768368e-10	0.1
179.1703	9.693343065600002e-06	0.1	179.1703	3.044839e-07	0.1	179.1703	1.007085e-09	0.1	179.1703	1.072021e-09	0.1
376.2663	9.36695932947e-06	0.1	376.2663	6.286602e-07	0.1	376.2663	2.079302e-09	0.1	376.2663	2.213374e-09	0.1
704.7597	8.847225526860001e-06	0.1	704.7597	1.14488e-06	0.1	704.7597	3.786706e-09	0.1	704.7597	4.030869e-09	0.1
1349.638	7.909295906250002e-06	0.1	1349.638	2.076467e-06	0.1	1349.638	6.867943e-09	0.1	1349.638	7.310781e-09	0.1
2216.385	6.803368965630001e-06	0.1	2216.385	3.174916e-06	0.1	2216.385	1.050108e-08	0.1	2216.385	1.117818e-08	0.1
3231.044	5.70357496368e-06	0.1	3231.044	4.267272e-06	0.1	3231.044	1.411406e-08	0.1	3231.044	1.502412e-08	0.1
4459.269	4.6073639259e-06	0.1	4459.269	5.356071e-06	0.1	4459.269	1.771528e-08	0.1	4459.269	1.885754e-08	0.1
6007.841	3.52031079654e-06	0.1	6007.841	6.435773e-06	0.1	6007.841	2.128641e-08	0.1	6007.841	2.265893e-08	0.1
7556.413	2.68973510238e-06	0.1	7556.413	7.260732e-06	0.1	7556.413	2.401497e-08	0.1	7556.413	2.556343e-08	0.1
9104.985	2.0551242430355e-06	0.1	9104.985	7.891052e-06	0.1	9104.985	2.609976e-08	0.1	9104.985	2.778265e-08	0.1
10653.56	1.5702421403941998e-06	0.1	10653.56	8.372655e-06	0.1	10653.56	2.769267e-08	0.1	10653.56	2.947827e-08	0.1
12202.13	1.1997618822826e-06	0.1	12202.13	8.74063e-06	0.1	12202.13	2.890976e-08	0.1	12202.13	3.077383e-08	0.1
13750.7	9.1669244131283e-07	0.1	13750.7	9.021785e-06	0.1	13750.7	2.983968e-08	0.1	13750.7	3.176371e-08	0.1
15299.27	7.004098257893099e-07	0.1	15299.27	9.236605e-06	0.1	15299.27	3.05502e-08	0.1	15299.27	3.252005e-08	0.1
16847.84	5.3515639486582e-07	0.1	16847.84	9.400741e-06	0.1	16847.84	3.109308e-08	0.1	16847.84	3.309793e-08	0.1
18522.63	4.000219597374e-07	0.1	18522.63	9.534962e-06	0.1	18522.63	3.153702e-08	0.1	18522.63	3.357049e-08	0.1
20386.74	2.8933357770134997e-07	0.1	20386.74	9.644902e-06	0.1	20386.74	3.190065e-08	0.1	20386.74	3.395757e-08	0.1
22250.84	2.0927328631845999e-07	0.1	22250.84	9.724421e-06	0.1	22250.84	3.216366e-08	0.1	22250.84	3.423754e-08	0.1
24114.95	1.5136617118623e-07	0.1	24114.95	9.781936e-06	0.1	24114.95	3.235389e-08	0.1	24114.95	3.444004e-08	0.1
26288.27	1.0375465206743e-07	0.1	26288.27	9.829226e-06	0.1	26288.27	3.25103e-08	0.1	26288.27	3.460653e-08	0.1
