Batch	m_SP	5	W1	W2	Pr1	Pr2	Pr3							
8.928665e-08	0.9836859	0.1	8.928665e-08	8.819368e-108	0.1	8.928665e-08	0.004048094	0.1	8.928665e-08	0.003818789	0.1	8.928665e-08	0.00029015	0.1
1.860017e-07	0.9664597	0.1	1.860017e-07	1.813183e-107	0.1	1.860017e-07	0.008322548	0.1	1.860017e-07	0.007851106	0.1	1.860017e-07	0.0005964731	0.1
3.408208e-07	0.9398061	0.1	3.408208e-07	3.254074e-107	0.1	3.408208e-07	0.01493644	0.1	3.408208e-07	0.01409029	0.1	3.408208e-07	0.001070206	0.1
5.622596e-07	0.9035394	0.1	5.622596e-07	5.214653e-107	0.1	5.622596e-07	0.02393628	0.1	5.622596e-07	0.02258007	0.1	5.622596e-07	0.001713953	0.1
9.437988e-07	0.8457158	0.1	9.437988e-07	8.340599e-107	0.1	9.437988e-07	0.03828789	0.1	9.437988e-07	0.03611759	0.1	9.437988e-07	0.002736623	0.1
1.325338e-06	0.7931347	0.1	1.325338e-06	1.118315e-106	0.1	1.325338e-06	0.05134251	0.1	1.325338e-06	0.04843033	0.1	1.325338e-06	0.003659828	0.1
1.92091e-06	0.7200206	0.1	1.92091e-06	1.513573e-106	0.1	1.92091e-06	0.06950608	0.1	1.92091e-06	0.06555808	0.1	1.92091e-06	0.004925519	0.1
2.516481e-06	0.6561129	0.1	2.516481e-06	1.859066e-106	0.1	2.516481e-06	0.08539931	0.1	2.516481e-06	0.08053953	0.1	2.516481e-06	0.006004699	0.1
3.138991e-06	0.5974715	0.1	3.138991e-06	2.176093e-106	0.1	3.138991e-06	0.1000038	0.1	3.138991e-06	0.09429938	0.1	3.138991e-06	0.006961073	0.1
3.869255e-06	0.5374776	0.1	3.869255e-06	2.50044e-106	0.1	3.869255e-06	0.114975	0.1	3.869255e-06	0.1083951	0.1	3.869255e-06	0.007891107	0.1
4.755323e-06	0.4750962	0.1	4.755323e-06	2.837705e-106	0.1	4.755323e-06	0.1305874	0.1	4.755323e-06	0.1230799	0.1	4.755323e-06	0.008784609	0.1
5.680342e-06	0.4197885	0.1	5.680342e-06	3.136741e-106	0.1	5.680342e-06	0.1444833	0.1	5.680342e-06	0.1361329	0.1	5.680342e-06	0.009489533	0.1
6.605361e-06	0.372546	0.1	6.605361e-06	3.392185e-106	0.1	6.605361e-06	0.156407	0.1	6.605361e-06	0.1473159	0.1	6.605361e-06	0.01000401	0.1
7.53038e-06	0.3318635	0.1	7.53038e-06	3.612174e-106	0.1	7.53038e-06	0.1667268	0.1	7.53038e-06	0.1569782	0.1	7.53038e-06	0.01036325	0.1
8.455399e-06	0.2965841	0.1	8.455399e-06	3.802962e-106	0.1	8.455399e-06	0.1757244	0.1	8.455399e-06	0.1653872	0.1	8.455399e-06	0.01059635	0.1
