Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
5.045861e-12	9.777838220640001e-06	0.1	5.045861e-12	2.1155415e-07	0.1	5.045861e-12	1.971128e-11	0.1	5.045861e-12	2.447441e-09	0.1	5.045861e-12	6.0998534000000004e-09	0.1	5.045861e-12	1.798844e-09	0.1	5.045861e-12	2.523448e-13	0.1
1.121128e-11	9.51318786717e-06	0.1	1.121128e-11	4.6368048000000003e-07	0.1	1.121128e-11	4.320286e-11	0.1	1.121128e-11	5.364256e-09	0.1	1.121128e-11	1.33695429e-08	0.1	1.121128e-11	3.942673e-09	0.1	1.121128e-11	5.530848e-13	0.1
2.324227e-11	9.01720882701e-06	0.1	2.324227e-11	9.3618945e-07	0.1	2.324227e-11	8.72284e-11	0.1	2.324227e-11	1.083065e-08	0.1	2.324227e-11	2.6993646e-08	0.1	2.324227e-11	7.960413e-09	0.1	2.324227e-11	1.1167e-12	0.1
4.46307e-11	8.1984501948167e-06	0.1	4.46307e-11	1.7162036e-06	0.1	4.46307e-11	1.599057e-10	0.1	4.46307e-11	1.985453e-08	0.1	4.46307e-11	4.9484209e-08	0.1	4.46307e-11	1.459287e-08	0.1	4.46307e-11	2.047112e-12	0.1
7.431494e-11	7.1838454424282e-06	0.1	7.431494e-11	2.6827966e-06	0.1	7.431494e-11	2.49968e-10	0.1	7.431494e-11	3.103692e-08	0.1	7.431494e-11	7.7354511e-08	0.1	7.431494e-11	2.281181e-08	0.1	7.431494e-11	3.200079e-12	0.1
1.15794e-10	5.9728920758794e-06	0.1	1.15794e-10	3.8364475e-06	0.1	1.15794e-10	3.574603e-10	0.1	1.15794e-10	4.438334e-08	0.1	1.15794e-10	1.10618361e-07	0.1	1.15794e-10	3.262128e-08	0.1	1.15794e-10	4.576169e-12	0.1
1.572731e-10	4.966065345616801e-06	0.1	1.572731e-10	4.795631e-06	0.1	1.572731e-10	4.468343e-10	0.1	1.572731e-10	5.548002e-08	0.1	1.572731e-10	1.3827492e-07	0.1	1.572731e-10	4.077722e-08	0.1	1.572731e-10	5.720297e-12	0.1
2.201019e-10	3.7546943262501002e-06	0.1	2.201019e-10	5.949678899999999e-06	0.1	2.201019e-10	5.543675e-10	0.1	2.201019e-10	6.883108e-08	0.1	2.201019e-10	1.7155021e-07	0.1	2.201019e-10	5.059008e-08	0.1	2.201019e-10	7.096862e-12	0.1
2.829307e-10	2.8388137599171e-06	0.1	2.829307e-10	6.8222204e-06	0.1	2.829307e-10	6.356729e-10	0.1	2.829307e-10	7.892543e-08	0.1	2.829307e-10	1.9670866e-07	0.1	2.829307e-10	5.80093e-08	0.1	2.829307e-10	8.137642e-12	0.1
3.457595e-10	2.146342677804e-06	0.1	3.457595e-10	7.4819224e-06	0.1	3.457595e-10	6.971483e-10	0.1	3.457595e-10	8.655748e-08	0.1	3.457595e-10	2.1573031e-07	0.1	3.457595e-10	6.361875e-08	0.1	3.457595e-10	8.924545e-12	0.1
4.085883e-10	1.6227861228488e-06	0.1	4.085883e-10	7.980703999999999e-06	0.1	4.085883e-10	7.436307e-10	0.1	4.085883e-10	9.232786e-08	0.1	4.085883e-10	2.3011196e-07	0.1	4.085883e-10	6.785988e-08	0.1	4.085883e-10	9.519499e-12	0.1
4.714171e-10	1.2269402396888e-06	0.1	4.714171e-10	8.3578189e-06	0.1	4.714171e-10	7.787774e-10	0.1	4.714171e-10	9.669069e-08	0.1	4.714171e-10	2.4098549e-07	0.1	4.714171e-10	7.106648e-08	0.1	4.714171e-10	9.969327e-12	0.1
5.342459e-10	9.2765345230376e-07	0.1	5.342459e-10	8.6429433e-06	0.1	5.342459e-10	8.053536e-10	0.1	5.342459e-10	9.99893e-08	0.1	5.342459e-10	2.4920659e-07	0.1	5.342459e-10	7.34909e-08	0.1	5.342459e-10	1.030943e-11	0.1
